OrthoGroups	Sce_genes	Kma_genes	Yli_genes
OG0003628	YHR071W	KLMA_70375	YALI1_E25132g
OG0003629	YPL051W	KLMA_70376	YALI1_D03831g
OG0003630	YDR481C	KLMA_70377	YALI1_F22321g
OG0003631	YPL050C	KLMA_70378	YALI1_B16477g
OG0003632	YGL246C	KLMA_70380	YALI1_E33642g
OG0003634	YIL145C	KLMA_70385	YALI1_B08123g
OG0003635	YIL144W	KLMA_70386	YALI1_B15624g
OG0003636	YIL143C	KLMA_70387	YALI1_B15521g
OG0003637	YMR173W	KLMA_70391	YALI1_C24891g
OG0003638	YOR084W	KLMA_70392	YALI1_E07099g
OG0003641	YNL292W	KLMA_70395	YALI1_D33465g
OG0003642	YNL291C	KLMA_70396	YALI1_A02470g
OG0003643	YNL290W	KLMA_70397	YALI1_A02461g
OG0003644	YNL289W	KLMA_70398	YALI1_F29483g
OG0003645	YNL288W	KLMA_70399	YALI1_F04643g
OG0003646	YNL287W	KLMA_70400	YALI1_F04895g
OG0003647	YDL046W	KLMA_70401	YALI1_A05003g
OG0003648	YOL071W	KLMA_70402	YALI1_F15793g
OG0003649	YDL045W-A	KLMA_70403	YALI1_F13366g
OG0003650	YDL045C	KLMA_70404	YALI1_D33889g
OG0003651	YPR021C	KLMA_70407	YALI1_D34529g
OG0003652	YPR022C	KLMA_70408	YALI1_C07721g
OG0003653	YPR023C	KLMA_70409	YALI1_D12483g
OG0003654	YER124C	KLMA_70411	YALI1_D12447g
OG0003655	YER125W	KLMA_70412	YALI1_E21513g
OG0003656	YER126C	KLMA_70414	YALI1_E13287g
OG0003657	YER127W	KLMA_70415	YALI1_E13280g
OG0003658	YER128W	KLMA_70416	YALI1_D24387g
OG0003659	YJL010C	KLMA_70417	YALI1_D14125g
OG0003660	YKL142W	KLMA_70418	YALI1_D14156g
OG0003661	YKL143W	KLMA_70419	YALI1_E10290g
OG0003663	YKL145W	KLMA_70422	YALI1_D14300g
OG0003664	YKR009C	KLMA_70426	YALI1_E18441g
OG0003666	YPR006C	KLMA_70429	YALI1_F39620g
OG0003667	YFR007W	KLMA_70432	YALI1_E16305g
OG0003668	YPR004C	KLMA_70435	YALI1_E16359g
OG0003669	YPR003C	KLMA_70436	YALI1_E16390g
OG0003670	YFR006W	KLMA_70438	YALI1_E16433g
OG0003671	YFR005C	KLMA_70439	YALI1_E16097g
OG0003672	YFR004W	KLMA_70440	YALI1_F33812g
OG0003673	YFR003C	KLMA_70441	YALI1_F31432g
OG0003674	YFR002W	KLMA_70442	YALI1_C30399g
OG0003675	YPR002W	KLMA_70443	YALI1_F03803g
OG0003676	YPR001W	KLMA_70444	YALI1_E01019g
OG0003677	YFR001W	KLMA_70445	YALI1_D24941g
OG0003678	YPL001W	KLMA_70446	YALI1_C15687g
OG0003679	YPL002C	KLMA_70447	YALI1_B20192g
OG0003680	YFL001W	KLMA_70448	YALI1_F24171g
OG0003681	YFL002C	KLMA_70449	YALI1_F24173g
OG0003682	YPL003W	KLMA_70450	YALI1_F35489g
