genes,logFC,logCPM,PValue,FDR,,,,,,
YALI1_C15115g,0.130929301,5.439596605,0.02556744,0.05096569,,,,,,
YALI1_C23707g,-0.130437318,8.30948265,0.025569111,0.05096569,,,,,,
YALI1_F03136g,0.137983646,6.904112232,0.025633083,0.051079417,,,,,,
YALI1_F20914g,-0.136623647,9.341218283,0.025776304,0.051350959,,,,,,
YALI1_E05446g,-0.239526729,3.608983135,0.025804874,0.051394012,,,,,,
YALI1_F37892g,0.196902323,4.611330609,0.025815137,0.051400589,,,,,,
YALI1_C07691g,0.469873105,0.391051082,0.025823672,0.051403724,,,,,,
YALI1_E34100g,-0.232458379,4.010828562,0.025835877,0.051414161,,,,,,
YALI1_C06041g,0.122945629,5.63135479,0.025867659,0.05146354,,,,,,
YALI1_B02806g,0.14160475,5.17979392,0.02587933,0.051472893,,,,,,
YALI1_D25233g,-0.101261296,5.657087538,0.025953708,0.05160693,,,,,,
YALI1_A06207g,-0.364363434,2.210815461,0.025974109,0.051633592,,,,,,
YALI1_C17947g,-0.131750905,4.945606676,0.026166676,0.052002396,,,,,,
YALI1_E40274g,-0.336636905,2.025150323,0.026227489,0.052097661,,,,,,
YALI1_A15624g,-0.752168683,1.043931781,0.026228721,0.052097661,,,,,,
YALI1_E40995g,0.110867293,5.557125894,0.026262589,0.052150905,,,,,,
YALI1_D31155g,0.401415834,8.192369996,0.026279595,0.052170648,,,,,,
YALI1_C03335g,0.121145829,5.637338414,0.026387003,0.052369798,,,,,,
YALI1_D26263g,-0.134677954,10.62290059,0.026420327,0.052421847,,,,,,
YALI1_A19220g,0.404289163,1.444381107,0.026491314,0.052548578,,,,,,
YALI1_F18357g,0.116917559,6.058797585,0.026562172,0.052674984,,,,,,
YALI1_D23653g,-0.102274649,7.694084581,0.026709589,0.052953105,,,,,,
YALI1_E30621g,0.520709325,0.727234463,0.026741597,0.053002334,,,,,,
YALI1_C30614g,-0.115001103,7.366311031,0.026784257,0.053065443,,,,,,
YALI1_D22145g,0.360775973,2.412533419,0.026787809,0.053065443,,,,,,
YALI1_D01780g,0.219115037,4.158452275,0.026820506,0.053115966,,,,,,
YALI1_F00366g,0.601016572,1.113416246,0.026834322,0.053119354,,,,,,
YALI1_A06099g,0.352581019,8.068797715,0.026836603,0.053119354,,,,,,
YALI1_D00577g,-0.108744272,5.85589812,0.02693594,0.053298076,,,,,,
YALI1_D27181g,-0.177154367,6.156203602,0.026941329,0.053298076,,,,,,
YALI1_E06759g,-0.122527709,7.80790118,0.027154846,0.053706088,,,,,,
YALI1_D36122g,0.140815911,6.006339741,0.02726126,0.053902116,,,,,,
YALI1_F35647g,0.347905118,3.082580042,0.027341313,0.054033718,,,,,,
YALI1_C15186g,-0.110768528,6.351635844,0.027342452,0.054033718,,,,,,
YALI1_E30759g,-0.127970727,7.865633852,0.027445253,0.054222362,,,,,,
YALI1_F16915g,-0.134872022,6.286657251,0.027503085,0.054322087,,,,,,
YALI1_F34610g,0.109979647,5.97604767,0.027522017,0.054344945,,,,,,
YALI1_E31529g,-0.188696122,4.13436728,0.027651761,0.054586543,,,,,,
YALI1_B13737g,-0.160497859,5.538489119,0.027800375,0.054865251,,,,,,
YALI1_B25062g,-0.103576552,6.16227971,0.027835207,0.054919318,,,,,,
YALI1_E02966g,-0.143636889,5.602537441,0.027905179,0.055042667,,,,,,
YALI1_A07632g,-0.295916686,3.409343555,0.02792028,0.055057749,,,,,,
YALI1_D32934g,-0.31080228,2.339075952,0.027952616,0.0551068,,,,,,
YALI1_B22499g,-0.112784707,5.550969815,0.027977612,0.055141357,,,,,,
YALI1_E24128g,-0.200596203,4.274823745,0.028168657,0.055501171,,,,,,
YALI1_E13708g,0.095985548,6.294584635,0.028175205,0.055501171,,,,,,
YALI1_E39955g,-0.157896949,4.532124738,0.028185266,0.055506184,,,,,,
YALI1_C12433g,0.462409241,0.558752868,0.028212552,0.055545108,,,,,,
YALI1_E38056g,-0.09846603,7.077741776,0.028233234,0.055571012,,,,,,
YALI1_F16417g,0.243414919,3.719849913,0.028271427,0.055631358,,,,,,
YALI1_D16314g,0.122570493,5.847988104,0.028286635,0.055646458,,,,,,
YALI1_B02850g,0.196689967,3.030794091,0.028453712,0.05596023,,,,,,
YALI1_B01352g,-0.673526169,0.301028223,0.028514484,0.05606482,,,,,,
YALI1_E31461g,-0.201615949,4.311020542,0.028565518,0.056150213,,,,,,
YALI1_C19123g,0.369796071,0.76133116,0.028655807,0.056312702,,,,,,
YALI1_B25484g,0.153683469,4.233927757,0.028681933,0.056349049,,,,,,
YALI1_B23966g,0.129658078,6.603041301,0.028762259,0.056491831,,,,,,
YALI1_A03599g,-0.403014123,0.765204648,0.028800609,0.056552113,,,,,,
YALI1_B13150g,0.104821691,6.281742343,0.028852497,0.05663894,,,,,,
YALI1_E30028g,0.146183758,9.401439108,0.028893789,0.056704925,,,,,,
YALI1_F18202g,0.105863222,5.954685526,0.028908288,0.056718306,,,,,,
YALI1_F26620g,-0.216512795,3.747610985,0.029015428,0.056913396,,,,,,
YALI1_B02375g,0.163670985,8.150751446,0.029155465,0.057172891,,,,,,
YALI1_D01066g,0.112631815,6.444647726,0.029266813,0.057368661,,,,,,
YALI1_B10813g,0.183226499,9.962655683,0.029270835,0.057368661,,,,,,
YALI1_D33321g,-0.180558651,5.689365438,0.029327266,0.057464011,,,,,,
YALI1_B29977g,-0.119960865,7.71259208,0.029368233,0.057519668,,,,,,
YALI1_F02701g,-0.238278684,2.889043247,0.029371248,0.057519668,,,,,,
YALI1_E32931g,0.355478356,1.16660615,0.029578275,0.057909746,,,,,,
YALI1_B06640g,0.215787453,3.535525375,0.029642024,0.058019175,,,,,,
YALI1_F07055g,-4.143113039,0.215064105,0.029831849,0.058375252,,,,,,
YALI1_F20457g,0.134966762,5.919415966,0.029878237,0.058450539,,,,,,
YALI1_A18805g,0.171072968,4.871747927,0.0299434,0.058562501,,,,,,
YALI1_B22598g,0.10683741,7.448120893,0.029960762,0.058580945,,,,,,
YALI1_A16121g,-0.135932294,7.106772429,0.030058567,0.058756622,,,,,,
YALI1_B20416g,-0.156004359,6.16345894,0.03008567,0.058794039,,,,,,
YALI1_D23885g,0.611366044,0.073978615,0.030271843,0.059135607,,,,,,
YALI1_F32659g,-0.117505734,7.663425314,0.03027647,0.059135607,,,,,,
YALI1_B14993g,-0.125867166,5.263412987,0.030421901,0.059403949,,,,,,
YALI1_E04531g,-0.199755612,4.8909061,0.030448209,0.059439604,,,,,,
YALI1_E05854g,0.29958399,4.322560827,0.030530208,0.059583929,,,,,,
YALI1_D04680g,-0.098936307,8.215285859,0.030578046,0.059661525,,,,,,
YALI1_C29648g,-0.11339721,7.956226205,0.030758479,0.059997719,,,,,,
YALI1_D06883g,0.120816857,6.125117031,0.030783044,0.06002978,,,,,,
YALI1_B19485g,0.128376196,6.545199616,0.030826281,0.060098228,,,,,,
YALI1_E04060g,-0.214387785,5.63281612,0.03091741,0.060259983,,,,,,
YALI1_B14517g,0.229576777,2.645485045,0.031050611,0.060503631,,,,,,
YALI1_F29078g,0.105154648,7.829591602,0.031089786,0.060563985,,,,,,
YALI1_E41014g,-0.120611714,5.00781157,0.031117806,0.060602584,,,,,,
YALI1_B15733g,-0.157341597,7.873852938,0.03118515,0.060717725,,,,,,
YALI1_A00504g,0.122580345,7.52627345,0.031400016,0.061119958,,,,,,
YALI1_F22172g,-0.323031167,2.211613824,0.031420943,0.061135861,,,,,,
YALI1_E01251g,0.178226864,4.419576082,0.031426678,0.061135861,,,,,,
YALI1_C00464g,-0.108957733,7.885708692,0.031433022,0.061135861,,,,,,
YALI1_F27791g,-0.385352293,1.371196061,0.031453236,0.06115907,,,,,,
YALI1_D35119g,0.095772025,6.903851501,0.031466942,0.061169614,,,,,,
YALI1_F16225g,0.21408101,3.696728377,0.03151814,0.061253017,,,,,,
YALI1_E13011g,-0.166021468,7.081018882,0.031533478,0.061263954,,,,,,
YALI1_A10468g,0.20038221,4.068419093,0.031540359,0.061263954,,,,,,
YALI1_A05774g,0.147849821,5.972272722,0.03156786,0.061301249,,,,,,
YALI1_F28092g,0.140731418,6.014935915,0.031608012,0.061355846,,,,,,
YALI1_D17493g,0.101733722,6.935476632,0.031612593,0.061355846,,,,,,
YALI1_E35221g,0.100443134,6.260928559,0.031651254,0.061414744,,,,,,
YALI1_F31001g,0.117378558,8.598411109,0.031808104,0.061702876,,,,,,
YALI1_E03396g,-0.162024348,5.292733964,0.031887705,0.061841046,,,,,,
YALI1_B15475g,-0.14672543,5.323838251,0.031923277,0.061893779,,,,,,
YALI1_E35780g,-0.288862392,2.828029777,0.031955292,0.061939589,,,,,,
YALI1_E41148g,-0.159609574,9.712475381,0.032001879,0.062013613,,,,,,
YALI1_B16309g,0.136519222,6.121882098,0.03202531,0.062042738,,,,,,
YALI1_C09033g,0.112904527,8.85974817,0.032097824,0.06216691,,,,,,
YALI1_D07089g,0.100865737,9.295740038,0.032169062,0.062286312,,,,,,
YALI1_D05398g,0.141766936,4.750770865,0.032176341,0.062286312,,,,,,
YALI1_B26175g,0.573024877,0.994731677,0.032233477,0.062380562,,,,,,
YALI1_A02561g,0.134991634,5.081458163,0.032366713,0.062622,,,,,,
YALI1_A09911g,0.098817515,6.13573133,0.032385093,0.06264115,,,,,,
YALI1_D11159g,-0.110253191,6.329064327,0.032424781,0.062701495,,,,,,
YALI1_E38208g,-0.118544845,6.966027202,0.032463065,0.062759092,,,,,,
YALI1_F30317g,0.105987534,6.22935048,0.032474339,0.062764457,,,,,,
YALI1_B28572g,-0.137973999,5.831739942,0.032497586,0.062792954,,,,,,
YALI1_C19376g,0.27240345,3.418195172,0.032533993,0.062836412,,,,,,
YALI1_B13290g,-0.103065937,5.595754114,0.032537094,0.062836412,,,,,,
YALI1_D26956g,0.121261882,5.88678652,0.032634474,0.063007997,,,,,,
YALI1_C12642g,-0.099908644,13.29604351,0.032751401,0.063217224,,,,,,
YALI1_B07983g,-0.118091434,7.681358346,0.032783422,0.063262496,,,,,,
YALI1_F07907g,0.206384841,4.101611594,0.03292958,0.063527939,,,,,,
YALI1_E08211g,0.097759815,8.020685215,0.03303247,0.063697118,,,,,,
YALI1_B14308g,0.194592406,3.865302562,0.033034524,0.063697118,,,,,,
YALI1_A20685g,0.132952964,7.053512138,0.033059806,0.06372615,,,,,,
YALI1_D16679g,0.124216856,5.884488613,0.033066839,0.06372615,,,,,,
YALI1_D10192g,-0.121636676,5.467815402,0.033103183,0.063779548,,,,,,
YALI1_A09741g,0.109429867,5.869114414,0.033269444,0.064076638,,,,,,
YALI1_B21313g,-0.203817321,7.448771158,0.033274734,0.064076638,,,,,,
YALI1_F19717g,0.207236677,3.821581174,0.033430721,0.064360239,,,,,,
YALI1_F34557g,-0.219336979,4.202210665,0.033505773,0.064487917,,,,,,
YALI1_F39041g,-0.11753543,5.778028024,0.033561443,0.064578233,,,,,,
YALI1_C03774g,0.112545881,7.091760626,0.033708722,0.064835663,,,,,,
YALI1_C20592g,0.172024307,5.998847615,0.033712789,0.064835663,,,,,,
YALI1_F26234g,0.104100286,6.668829504,0.033745373,0.064881432,,,,,,
YALI1_B08102g,-0.261365982,2.881284754,0.033886671,0.065136144,,,,,,
YALI1_E00551g,-0.111114813,5.805091876,0.033900215,0.065145221,,,,,,
YALI1_E07306g,-0.115274375,5.270570507,0.03400823,0.065335791,,,,,,
YALI1_F07504g,0.127848825,5.595497364,0.034019589,0.065340614,,,,,,
YALI1_B22109g,-0.109148598,6.539039236,0.034056555,0.065394608,,,,,,
YALI1_C07516g,-0.21308908,3.119123778,0.03408152,0.065425532,,,,,,
YALI1_B23603g,-0.187537141,4.211188121,0.034107482,0.065458357,,,,,,
YALI1_C23873g,0.11220263,6.28011117,0.034192538,0.065604546,,,,,,
YALI1_E16531g,-0.420645907,2.440533962,0.034348929,0.065887491,,,,,,
YALI1_A05869g,-0.365449595,2.706532212,0.034440208,0.066045427,,,,,,
YALI1_A20602g,-0.099496019,6.285612656,0.034604785,0.066343805,,,,,,
YALI1_C09285g,0.102304271,7.371611347,0.034687927,0.066485944,,,,,,
YALI1_B17285g,0.223322156,4.000858847,0.034776443,0.066638305,,,,,,
YALI1_E26205g,-0.122430941,7.642533869,0.034834232,0.066719607,,,,,,
YALI1_B21043g,-0.135145196,5.996892262,0.03483694,0.066719607,,,,,,
YALI1_A14079g,0.526092468,1.265160167,0.034867874,0.066761538,,,,,,
YALI1_E17184g,0.184006978,4.550730473,0.034950785,0.066902941,,,,,,
YALI1_D21631g,-0.182847049,3.723359502,0.035009052,0.066992653,,,,,,
YALI1_E07790g,-0.130748791,7.597514637,0.035015794,0.066992653,,,,,,
YALI1_B29785g,-0.1109691,6.695533572,0.035032896,0.067008012,,,,,,
YALI1_A03153g,0.129848145,7.410957226,0.035135727,0.067187298,,,,,,
YALI1_F38684g,0.140251656,5.086739395,0.035156295,0.067209226,,,,,,
YALI1_F09289g,0.140454937,7.984624043,0.035228088,0.067320292,,,,,,
YALI1_D14532g,-0.092401656,6.243535736,0.035233383,0.067320292,,,,,,
YALI1_C33217g,0.132105912,5.429939463,0.03524174,0.067320292,,,,,,
YALI1_E16121g,-0.111072406,6.956827509,0.035376299,0.067559858,,,,,,
YALI1_C18730g,0.219805085,3.196727804,0.035402586,0.067592579,,,,,,
YALI1_C33214g,0.112264551,6.453887342,0.035445358,0.067643942,,,,,,
YALI1_F28807g,0.097387357,7.601657669,0.035447807,0.067643942,,,,,,
YALI1_F31947g,0.111675922,6.637321332,0.035485091,0.067697596,,,,,,
YALI1_E38308g,-0.172462319,4.821087722,0.035697292,0.068084839,,,,,,
YALI1_D14500g,0.158755725,4.145808447,0.035720256,0.068111048,,,,,,
YALI1_F01369g,0.452687555,1.098080317,0.035734854,0.068121296,,,,,,
YALI1_F24469g,-0.132141253,6.52527748,0.03574433,0.068121774,,,,,,
YALI1_E39306g,-0.10439138,6.057006559,0.035874482,0.068343803,,,,,,
YALI1_F05459g,0.148003607,5.194531843,0.035886744,0.068343803,,,,,,
YALI1_B10185g,0.484929401,0.823933903,0.035888594,0.068343803,,,,,,
YALI1_F16984g,-0.109788201,8.069150179,0.035940697,0.06842538,,,,,,
YALI1_B01752g,-0.11280586,8.037821797,0.036033242,0.06858389,,,,,,
YALI1_B28394g,0.511466961,2.755812977,0.036052394,0.068602662,,,,,,
YALI1_C32844g,0.319573853,9.708314532,0.036106701,0.068688302,,,,,,
YALI1_D23479g,-0.118855145,8.484506596,0.036118183,0.068692449,,,,,,
YALI1_E24956g,-0.352835842,1.712588434,0.036132674,0.068702317,,,,,,
YALI1_F09017g,-0.149300718,7.575307427,0.036149753,0.068717098,,,,,,
YALI1_E11943g,0.099690073,8.894979062,0.036182455,0.068761563,,,,,,
YALI1_F22908g,0.12324591,6.730605654,0.0362225,0.068819955,,,,,,
YALI1_E09241g,0.368203867,9.307452878,0.036235121,0.068826227,,,,,,
YALI1_E38164g,0.265758811,3.016708858,0.036292689,0.068917847,,,,,,
YALI1_F01172g,-0.117862897,7.645814379,0.036474854,0.069245962,,,,,,
YALI1_F36805g,-0.206937772,7.174121907,0.036527273,0.069327656,,,,,,
YALI1_B06110g,-0.156066132,6.555107751,0.036647236,0.069537471,,,,,,
YALI1_D21228g,-0.664889446,2.893449003,0.036676293,0.069566457,,,,,,
YALI1_A14430g,-0.284263774,2.622579784,0.036681352,0.069566457,,,,,,
YALI1_D20768g,-0.120408272,7.247593829,0.036709087,0.069601182,,,,,,
YALI1_A14414g,-0.204465718,4.235400152,0.036764902,0.069689118,,,,,,
YALI1_F37264g,0.196474692,3.860016532,0.036886315,0.069901317,,,,,,
YALI1_F39009g,-0.11240932,5.340456038,0.036954543,0.070012648,,,,,,
YALI1_A18897g,0.145319777,4.849376587,0.037030458,0.07013848,,,,,,
YALI1_E34870g,-0.122760197,5.978909451,0.03715545,0.070357179,,,,,,
YALI1_E38113g,-0.113604318,6.540842244,0.037235134,0.070489994,,,,,,
YALI1_A08835g,-0.230312909,2.419382487,0.037321449,0.07063529,,,,,,
YALI1_C20097g,-0.13547727,6.247551234,0.037617235,0.07117686,,,,,,
YALI1_F28765g,-0.119792408,5.599649375,0.037802708,0.071509477,,,,,,
YALI1_F21210g,0.347784336,2.1399998,0.037840059,0.071561802,,,,,,
YALI1_C02873g,0.488262469,0.209586082,0.03787136,0.071602661,,,,,,
YALI1_D06131g,-0.226991942,7.700581817,0.037944534,0.071722648,,,,,,
YALI1_A16145g,-0.396590109,2.20902415,0.037963406,0.071739958,,,,,,
YALI1_A14189g,0.131965698,4.576320311,0.038053845,0.071892465,,,,,,
YALI1_C02866g,0.485194265,0.755099881,0.038065005,0.071895156,,,,,,
YALI1_C09606g,-0.251526731,6.207824769,0.038099857,0.071942583,,,,,,
YALI1_C29080g,0.115811981,8.147126124,0.038115877,0.071953222,,,,,,
YALI1_A00148g,-0.631478479,0.278352698,0.038124977,0.071953222,,,,,,
YALI1_A17177g,-0.090334385,9.658243031,0.038169694,0.072019211,,,,,,
YALI1_E37264g,-0.236494032,4.438693784,0.038223132,0.072101616,,,,,,
YALI1_E10934g,0.186326308,4.060203992,0.038326563,0.072278261,,,,,,
YALI1_B27500g,-0.098146519,6.067873079,0.0383484,0.072300979,,,,,,
YALI1_B05295g,0.212938709,5.314437592,0.038536447,0.072636973,,,,,,
YALI1_F02299g,-0.150252961,4.374291,0.03872309,0.07297015,,,,,,
YALI1_F03735g,-0.174205084,5.210091246,0.038749277,0.073000869,,,,,,
YALI1_E15939g,0.114860479,6.087662146,0.038782934,0.073045643,,,,,,
YALI1_F04264g,-0.105277876,5.950474754,0.038877978,0.073205984,,,,,,
YALI1_E32152g,-0.150309311,4.284140175,0.038924773,0.073275413,,,,,,
YALI1_F34127g,-0.106116877,6.24220822,0.038975866,0.073352897,,,,,,
YALI1_D12723g,-0.13051768,8.155437344,0.039128387,0.073621182,,,,,,
YALI1_B09316g,-0.239312078,3.297508182,0.039228,0.073789807,,,,,,
YALI1_A00309g,-0.10015462,9.444013637,0.039257491,0.073826476,,,,,,
YALI1_F25663g,-0.112895691,6.054999998,0.039298787,0.073885322,,,,,,
YALI1_E15197g,-0.122266735,4.759063118,0.039325657,0.07391353,,,,,,
YALI1_D18623g,0.143625425,6.170523843,0.039333808,0.07391353,,,,,,
YALI1_C19840g,-0.129230179,5.972118243,0.039384396,0.073989765,,,,,,
YALI1_E34028g,-0.121086215,7.380262047,0.03943586,0.074067605,,,,,,
YALI1_D14585g,0.115358325,5.934545159,0.0394754,0.074123017,,,,,,
YALI1_D09996g,-0.181590467,5.842931595,0.039488683,0.074129112,,,,,,
YALI1_E12211g,-0.252552268,3.445438542,0.039504673,0.074140283,,,,,,
YALI1_E26987g,-0.14114108,5.816183532,0.03953235,0.074155003,,,,,,
YALI1_F05695g,0.133400144,5.695807418,0.039532599,0.074155003,,,,,,
YALI1_B07374g,0.10257262,6.125879948,0.039699447,0.074449064,,,,,,
YALI1_C03969g,-0.101948577,6.831716686,0.039727122,0.07448205,,,,,,
YALI1_B03314g,0.104880183,6.51038555,0.039745125,0.074487672,,,,,,
YALI1_C12834g,0.180716567,3.986508237,0.039750293,0.074487672,,,,,,
YALI1_D15304g,-0.11273349,6.031311024,0.039760563,0.074488016,,,,,,
YALI1_D14260g,0.130328461,9.337692112,0.039838322,0.074614761,,,,,,
YALI1_C30706g,0.14876545,7.468078251,0.039889864,0.074681932,,,,,,
YALI1_D07118g,-0.103692962,5.479381759,0.039894411,0.074681932,,,,,,
YALI1_E32054g,0.132489481,4.785649527,0.039980469,0.074824066,,,,,,
YALI1_E02183g,-0.08330654,6.109848462,0.040014555,0.074868885,,,,,,
YALI1_B09448g,-0.112252894,6.288281408,0.04005818,0.074920099,,,,,,
YALI1_D20637g,-0.146140878,4.524791707,0.040071052,0.074920099,,,,,,
YALI1_F11871g,-0.135638544,5.977672711,0.040072362,0.074920099,,,,,,
YALI1_B05798g,-0.105790695,9.631249412,0.040104274,0.074960785,,,,,,
YALI1_D03904g,-0.110396841,6.266452653,0.040261074,0.075234826,,,,,,
YALI1_F03153g,-0.104041552,7.098508953,0.040273217,0.07523848,,,,,,
YALI1_E21816g,0.382255381,0.916184814,0.040313505,0.075294698,,,,,,
YALI1_A03809g,0.139857043,4.78657994,0.040421513,0.075477339,,,,,,
YALI1_E19138g,-0.120614559,6.951622852,0.040460439,0.075514102,,,,,,
YALI1_F03337g,0.127186428,5.525016609,0.040461652,0.075514102,,,,,,
YALI1_C33254g,0.254122835,3.446057747,0.040575495,0.075707436,,,,,,
YALI1_D12091g,-0.123900708,7.48911774,0.041000474,0.076481055,,,,,,
YALI1_F01897g,-0.103146816,7.593319842,0.041020568,0.076499216,,,,,,
YALI1_E15606g,0.103966392,7.751241907,0.041068749,0.076569734,,,,,,
YALI1_B18451g,0.08947551,6.668443136,0.041119043,0.076644152,,,,,,
YALI1_D11063g,0.109160322,6.781361162,0.041202449,0.076780238,,,,,,
YALI1_F17549g,-0.278319521,3.059899651,0.041235892,0.076823175,,,,,,
YALI1_A18732g,0.289658745,2.024073348,0.041350158,0.077006461,,,,,,
YALI1_E05004g,-0.146729038,7.259994936,0.041355129,0.077006461,,,,,,
YALI1_E13514g,0.091814526,6.833136246,0.041453789,0.077170716,,,,,,
YALI1_D34865g,-0.09724793,7.767165257,0.041561638,0.07735199,,,,,,
YALI1_D15952g,-0.119428978,6.301835053,0.041626634,0.077453437,,,,,,
YALI1_E15211g,-0.218472701,4.869657418,0.041705083,0.077579859,,,,,,
YALI1_B01485g,-0.244015192,1.95921644,0.041729094,0.077604976,,,,,,
YALI1_C18258g,0.095439813,7.878535859,0.041805409,0.077727327,,,,,,
YALI1_E03762g,0.131382632,7.046684258,0.04198404,0.078035054,,,,,,
YALI1_B10449g,-0.111246123,6.753018741,0.041992052,0.078035054,,,,,,
YALI1_F17496g,0.092975046,6.27022255,0.04205448,0.078131405,,,,,,
YALI1_A13383g,-0.108110372,6.70120392,0.042084622,0.07816774,,,,,,
YALI1_C01590g,-0.124102921,4.887291996,0.042138333,0.078229854,,,,,,
YALI1_A13637g,0.360624664,2.647047152,0.042141792,0.078229854,,,,,,
YALI1_D19228g,-0.112519929,5.641569961,0.042149843,0.078229854,,,,,,
YALI1_C14024g,0.296335103,2.430460473,0.042182822,0.078271393,,,,,,
YALI1_D27599g,0.117029402,5.394425396,0.042240511,0.078341474,,,,,,
YALI1_C33332g,0.12388427,5.056838174,0.042241807,0.078341474,,,,,,
YALI1_B02465g,-0.174067861,4.181779818,0.042322502,0.078457969,,,,,,
YALI1_B18205g,-0.129252378,5.102045104,0.04232587,0.078457969,,,,,,
YALI1_F14175g,-0.131435581,5.81774422,0.042426403,0.078624589,,,,,,
YALI1_E34979g,-0.202416829,7.41881094,0.042442373,0.078634452,,,,,,
YALI1_F17912g,-0.124541714,5.483454376,0.04249874,0.078719136,,,,,,
YALI1_D03320g,0.256942509,1.870433953,0.042561695,0.078815977,,,,,,
YALI1_D14670g,0.156123101,5.84394021,0.04259083,0.078850158,,,,,,
YALI1_D25715g,0.15638474,7.687066229,0.042633123,0.078907429,,,,,,
YALI1_C03221g,0.263241274,3.105564642,0.042643134,0.078907429,,,,,,
YALI1_A14127g,-0.303719527,1.638195723,0.04277999,0.079125182,,,,,,
YALI1_B27805g,-0.130777656,5.38912428,0.042782241,0.079125182,,,,,,
YALI1_B22060g,-0.095733219,6.057712564,0.042820552,0.079176209,,,,,,
YALI1_B02073g,0.453801964,0.961485676,0.043030393,0.079544293,,,,,,
YALI1_C04991g,-0.125142273,5.371143972,0.04307745,0.079611354,,,,,,
YALI1_C21234g,0.126659053,5.713466258,0.043089602,0.079613888,,,,,,
YALI1_F36152g,-0.104053889,5.844618126,0.043177618,0.07974849,,,,,,
YALI1_F34729g,-0.093294669,6.034475988,0.043193421,0.07974849,,,,,,
YALI1_C29905g,0.315359295,2.591306195,0.043194849,0.07974849,,,,,,
YALI1_D35735g,0.091112929,6.795723711,0.043209365,0.079755352,,,,,,
YALI1_F38476g,0.216998314,4.137792837,0.043220483,0.079755938,,,,,,
YALI1_B24758g,-0.119406044,7.327685786,0.043244189,0.079779748,,,,,,
YALI1_F14495g,-0.141789221,11.00935093,0.043288186,0.079840972,,,,,,
YALI1_D24770g,0.092671662,7.907054923,0.043452274,0.080123606,,,,,,
YALI1_E14824g,-0.137871909,4.953032267,0.043631517,0.080399765,,,,,,
YALI1_C06917g,-0.145155478,7.365461864,0.043633944,0.080399765,,,,,,
YALI1_D22834g,-0.104128491,7.256947176,0.0436347,0.080399765,,,,,,
YALI1_C26036g,0.108934415,6.211097047,0.043654774,0.080416689,,,,,,
YALI1_E20923g,-0.107614928,8.818826614,0.043836057,0.080730494,,,,,,
YALI1_E06484g,0.109565416,6.592733807,0.043885661,0.080801696,,,,,,
