Orthogroup	A_s288c	A.niger	F.veneatum	S.pombe
OG0006084		tr|A2RBD0|A2RBD0_ASPNC	tr|A0A2L2T5W4|A0A2L2T5W4_9HYPO	
OG0006085		tr|A2QTQ1|A2QTQ1_ASPNC	tr|A0A2L2TTC0|A0A2L2TTC0_9HYPO	
OG0006086		tr|A2QW28|A2QW28_ASPNC	tr|A0A2L2TD01|A0A2L2TD01_9HYPO	
OG0006087		tr|A2QKR9|A2QKR9_ASPNC	tr|A0A2L2TS97|A0A2L2TS97_9HYPO	
OG0006088		tr|A2QN06|A2QN06_ASPNC	tr|A0A2L2TGK6|A0A2L2TGK6_9HYPO	
OG0006089		tr|A2R7J1|A2R7J1_ASPNC	tr|A0A2L2TIX7|A0A2L2TIX7_9HYPO	
OG0006090		tr|A2R0H5|A2R0H5_ASPNC	tr|A0A2L2TT70|A0A2L2TT70_9HYPO	
OG0006091		tr|A2Q9D3|A2Q9D3_ASPNC	tr|A0A2L2TMA3|A0A2L2TMA3_9HYPO	
OG0006092		tr|A2QDT4|A2QDT4_ASPNC	tr|A0A2L2T962|A0A2L2T962_9HYPO	
OG0006093		tr|A2QK90|A2QK90_ASPNC	tr|A0A2L2TTH5|A0A2L2TTH5_9HYPO	
OG0006094		tr|A2QMJ2|A2QMJ2_ASPNC	tr|A0A2L2T233|A0A2L2T233_9HYPO	
OG0006095		tr|A2QFZ2|A2QFZ2_ASPNC	tr|A0A2L2STC5|A0A2L2STC5_9HYPO	
OG0006096		tr|A2R5D4|A2R5D4_ASPNC	tr|A0A2L2TGZ0|A0A2L2TGZ0_9HYPO	
OG0006097		tr|A2QU98|A2QU98_ASPNC	tr|A0A2L2SU70|A0A2L2SU70_9HYPO	
OG0006098		tr|A2RAM4|A2RAM4_ASPNC	tr|A0A2L2SPV1|A0A2L2SPV1_9HYPO	
OG0006099		tr|A2R8Y4|A2R8Y4_ASPNC	tr|A0A2L2T3D1|A0A2L2T3D1_9HYPO	
OG0006100		tr|A2QE43|A2QE43_ASPNC	tr|A0A2L2TJE6|A0A2L2TJE6_9HYPO	
OG0006101		tr|A2R0I7|A2R0I7_ASPNC	tr|A0A2L2STU6|A0A2L2STU6_9HYPO	
OG0006102		tr|A2R1A8|A2R1A8_ASPNC	tr|A0A2L2SZP3|A0A2L2SZP3_9HYPO	
OG0006103		tr|A2QX69|A2QX69_ASPNC	tr|A0A2L2TN52|A0A2L2TN52_9HYPO	
OG0006104		tr|A2QE14|A2QE14_ASPNC	tr|A0A2L2THT3|A0A2L2THT3_9HYPO	
OG0006105		tr|A2Q932|A2Q932_ASPNC	tr|A0A2L2SSI5|A0A2L2SSI5_9HYPO	
OG0006106		tr|A2QYN9|A2QYN9_ASPNC	tr|A0A2L2T5L4|A0A2L2T5L4_9HYPO	
OG0006107		tr|A2RAT7|A2RAT7_ASPNC	tr|A0A2L2SUR8|A0A2L2SUR8_9HYPO	
OG0006108		tr|A2QQW6|A2QQW6_ASPNC	tr|A0A2L2TSL5|A0A2L2TSL5_9HYPO	
OG0006109		tr|A2QYB5|A2QYB5_ASPNC	tr|A0A2L2TAF6|A0A2L2TAF6_9HYPO	
OG0006110		tr|A2RBE1|A2RBE1_ASPNC	tr|A0A2L2SRH7|A0A2L2SRH7_9HYPO	
OG0006111		tr|E2PSV9|E2PSV9_ASPNC	tr|A0A2L2TBV1|A0A2L2TBV1_9HYPO	
OG0006112		tr|E2PSW3|E2PSW3_ASPNC	tr|A0A2L2T541|A0A2L2T541_9HYPO	
OG0006113		tr|A2Q7S8|A2Q7S8_ASPNC	tr|A0A2L2TEP7|A0A2L2TEP7_9HYPO	
OG0006114		tr|A2QTX9|A2QTX9_ASPNC	tr|A0A2L2TLX8|A0A2L2TLX8_9HYPO	
OG0006115		tr|A5ABZ4|A5ABZ4_ASPNC	tr|A0A2L2T453|A0A2L2T453_9HYPO	
OG0006116		tr|A2QGR8|A2QGR8_ASPNC	tr|A0A2L2TMP8|A0A2L2TMP8_9HYPO	
OG0006117		tr|A2QJT1|A2QJT1_ASPNC	tr|A0A2L2T0H9|A0A2L2T0H9_9HYPO	
OG0006118		tr|A2QR64|A2QR64_ASPNC	tr|A0A2L2TFY1|A0A2L2TFY1_9HYPO	
OG0006119		tr|A2R9E2|A2R9E2_ASPNC	tr|A0A2L2SR59|A0A2L2SR59_9HYPO	
OG0006120		tr|A2R8S2|A2R8S2_ASPNC	tr|A0A2L2TUB2|A0A2L2TUB2_9HYPO	
OG0006121		tr|A2QUP0|A2QUP0_ASPNC	tr|A0A2L2TEM4|A0A2L2TEM4_9HYPO	
OG0006122		tr|A2Q9J2|A2Q9J2_ASPNC	tr|A0A2L2TLY1|A0A2L2TLY1_9HYPO	
OG0006123		tr|A2Q9S6|A2Q9S6_ASPNC	tr|A0A2L2TFJ7|A0A2L2TFJ7_9HYPO	
OG0006124		tr|A2R0H7|A2R0H7_ASPNC	tr|A0A2L2T9M5|A0A2L2T9M5_9HYPO	
OG0006125		tr|A2QDX3|A2QDX3_ASPNC	tr|A0A2L2TF33|A0A2L2TF33_9HYPO	
OG0006126		tr|A2R1C6|A2R1C6_ASPNC	tr|A0A2L2T2Z9|A0A2L2T2Z9_9HYPO	
OG0006127		tr|A2QGW3|A2QGW3_ASPNC	tr|A0A2L2TDM6|A0A2L2TDM6_9HYPO	
OG0006128		tr|A2R5K7|A2R5K7_ASPNC	tr|A0A2L2TSN0|A0A2L2TSN0_9HYPO	
OG0006129		tr|A2QZ84|A2QZ84_ASPNC	tr|A0A2L2ST66|A0A2L2ST66_9HYPO	
OG0006130		tr|A2QKG8|A2QKG8_ASPNC	tr|A0A2L2TVM3|A0A2L2TVM3_9HYPO	
OG0006131		tr|A5ABN5|A5ABN5_ASPNC	tr|A0A2L2TLB4|A0A2L2TLB4_9HYPO	
OG0006132		tr|A2QCF2|A2QCF2_ASPNC	tr|A0A2L2TFH2|A0A2L2TFH2_9HYPO	
OG0006133		tr|A2QZE0|A2QZE0_ASPNC	tr|A0A2L2TR23|A0A2L2TR23_9HYPO	
OG0006134		tr|A2R7K1|A2R7K1_ASPNC	tr|A0A2L2SW24|A0A2L2SW24_9HYPO	
OG0006135		tr|A2QB26|A2QB26_ASPNC	tr|A0A2L2T3Y0|A0A2L2T3Y0_9HYPO	
OG0006136		tr|A2R839|A2R839_ASPNC	tr|A0A2L2TVL0|A0A2L2TVL0_9HYPO	
OG0006137		tr|A2QZE5|A2QZE5_ASPNC	tr|A0A2L2SUT1|A0A2L2SUT1_9HYPO	
OG0006138		tr|A2R8E9|A2R8E9_ASPNC	tr|A0A2L2T2L5|A0A2L2T2L5_9HYPO	
OG0006139		tr|A2QQE4|A2QQE4_ASPNC	tr|A0A2L2SUF9|A0A2L2SUF9_9HYPO	
OG0006140		tr|A2QMX3|A2QMX3_ASPNC	tr|A0A2L2U206|A0A2L2U206_9HYPO	
OG0006141		tr|A2QXZ9|A2QXZ9_ASPNC	tr|A0A2L2TAB6|A0A2L2TAB6_9HYPO	
OG0006142		tr|A2QBY5|A2QBY5_ASPNC	tr|A0A2L2SY94|A0A2L2SY94_9HYPO	
OG0006143		tr|A2R539|A2R539_ASPNC	tr|A0A2L2TG11|A0A2L2TG11_9HYPO	
OG0006144		tr|A2QJC7|A2QJC7_ASPNC	tr|A0A2L2U0N8|A0A2L2U0N8_9HYPO	
OG0006145		tr|A2R960|A2R960_ASPNC	tr|A0A2L2TE35|A0A2L2TE35_9HYPO	
OG0006146		tr|A2QAI3|A2QAI3_ASPNC	tr|A0A2L2SX67|A0A2L2SX67_9HYPO	
OG0006147		tr|A2QB00|A2QB00_ASPNC	tr|A0A2L2TPL8|A0A2L2TPL8_9HYPO	
OG0006148		tr|A5ABN1|A5ABN1_ASPNC	tr|A0A2L2TK67|A0A2L2TK67_9HYPO	
OG0006149		tr|A2QYG3|A2QYG3_ASPNC	tr|A0A2L2TT96|A0A2L2TT96_9HYPO	
OG0006150		tr|A2Q8T9|A2Q8T9_ASPNC	tr|A0A2L2T3G6|A0A2L2T3G6_9HYPO	
OG0006151		tr|A2QBI8|A2QBI8_ASPNC	tr|A0A2L2THW5|A0A2L2THW5_9HYPO	
OG0006152		tr|A2R954|A2R954_ASPNC	tr|A0A2L2U1H0|A0A2L2U1H0_9HYPO	
OG0006153		tr|A2Q8Y2|A2Q8Y2_ASPNC	tr|A0A2L2SY86|A0A2L2SY86_9HYPO	
OG0006154		tr|A2R903|A2R903_ASPNC	tr|A0A2L2TG44|A0A2L2TG44_9HYPO	
OG0006155		tr|A2R3V2|A2R3V2_ASPNC	tr|A0A2L2TUE6|A0A2L2TUE6_9HYPO	
OG0006156		tr|A2QHF3|A2QHF3_ASPNC	tr|A0A2L2SXZ0|A0A2L2SXZ0_9HYPO	
OG0006157		tr|A2RB72|A2RB72_ASPNC	tr|A0A2L2TC72|A0A2L2TC72_9HYPO	
OG0006158		tr|A2QIK2|A2QIK2_ASPNC	tr|A0A2L2T3N0|A0A2L2T3N0_9HYPO	
OG0006159		tr|A2QPE2|A2QPE2_ASPNC	tr|A0A2L2TGF4|A0A2L2TGF4_9HYPO	
OG0006160		tr|A2R2H5|A2R2H5_ASPNC	tr|A0A2L2TQP7|A0A2L2TQP7_9HYPO	
OG0006161		tr|A2R8I4|A2R8I4_ASPNC	tr|A0A2L2T0X7|A0A2L2T0X7_9HYPO	
OG0006162		tr|A2QRW5|A2QRW5_ASPNC	tr|A0A2L2SQC2|A0A2L2SQC2_9HYPO	
OG0006163		tr|A2QI21|A2QI21_ASPNC	tr|A0A2L2TSV5|A0A2L2TSV5_9HYPO	
OG0006164		tr|A2QZ86|A2QZ86_ASPNC	tr|A0A2L2SPG1|A0A2L2SPG1_9HYPO	
OG0006165		tr|A2R6J7|A2R6J7_ASPNC	tr|A0A2L2TXU5|A0A2L2TXU5_9HYPO	
OG0006166		tr|A2QL41|A2QL41_ASPNC	tr|A0A2L2SVB8|A0A2L2SVB8_9HYPO	
OG0006167		tr|A2QDB3|A2QDB3_ASPNC	tr|A0A2L2U2Y0|A0A2L2U2Y0_9HYPO	
OG0006168		tr|A2QB29|A2QB29_ASPNC	tr|A0A2L2SQR4|A0A2L2SQR4_9HYPO	
OG0006169		tr|A5AAL7|A5AAL7_ASPNC	tr|A0A2L2T6I2|A0A2L2T6I2_9HYPO	
OG0006170		tr|A2QNV8|A2QNV8_ASPNC	tr|A0A2L2SU50|A0A2L2SU50_9HYPO	
OG0006171		tr|A2R9K3|A2R9K3_ASPNC	tr|A0A2L2TES4|A0A2L2TES4_9HYPO	
OG0006172		tr|A2QE07|A2QE07_ASPNC	tr|A0A2L2TT11|A0A2L2TT11_9HYPO	
OG0006173		tr|A2QXD7|A2QXD7_ASPNC	tr|A0A2L2TKF5|A0A2L2TKF5_9HYPO	
OG0006174		tr|A2QI11|A2QI11_ASPNC	tr|A0A2L2T4Q7|A0A2L2T4Q7_9HYPO	
OG0006175		tr|A2QQX1|A2QQX1_ASPNC	tr|A0A2L2T5I7|A0A2L2T5I7_9HYPO	
OG0006176		tr|A2QLI4|A2QLI4_ASPNC	tr|A0A2L2SPW3|A0A2L2SPW3_9HYPO	
OG0006177		tr|A2Q8Q8|A2Q8Q8_ASPNC	tr|A0A2L2SUP7|A0A2L2SUP7_9HYPO	
OG0006178		tr|A2QGD7|A2QGD7_ASPNC	tr|A0A2L2SXQ2|A0A2L2SXQ2_9HYPO	
OG0006179		tr|A2Q7W2|A2Q7W2_ASPNC	tr|A0A2L2T0G4|A0A2L2T0G4_9HYPO	
OG0006180		tr|A2QVM9|A2QVM9_ASPNC	tr|A0A2L2TH42|A0A2L2TH42_9HYPO	
OG0006181		tr|A2QLK8|A2QLK8_ASPNC	tr|A0A2L2T4B1|A0A2L2T4B1_9HYPO	
OG0006182		tr|A2QHR9|A2QHR9_ASPNC	tr|A0A2L2U2J8|A0A2L2U2J8_9HYPO	
OG0006183		tr|A2QKQ1|A2QKQ1_ASPNC	tr|A0A2L2TME7|A0A2L2TME7_9HYPO	
OG0006184		tr|A2R769|A2R769_ASPNC	tr|A0A2L2THI5|A0A2L2THI5_9HYPO	
OG0006185		tr|A2QTQ3|A2QTQ3_ASPNC	tr|A0A2L2SYR1|A0A2L2SYR1_9HYPO	
OG0006186		tr|A2R923|A2R923_ASPNC	tr|A0A2L2T1J8|A0A2L2T1J8_9HYPO	
OG0006187		tr|A2RAL1|A2RAL1_ASPNC	tr|A0A2L2SMT3|A0A2L2SMT3_9HYPO	
OG0006188		tr|A2QCW7|A2QCW7_ASPNC	tr|A0A2L2SQH5|A0A2L2SQH5_9HYPO	
OG0006189		tr|A2QXY0|A2QXY0_ASPNC	tr|A0A2L2TW31|A0A2L2TW31_9HYPO	
OG0006190		tr|A2QMV5|A2QMV5_ASPNC	tr|A0A2L2T0D7|A0A2L2T0D7_9HYPO	
OG0006191		tr|A2R396|A2R396_ASPNC	tr|A0A2L2T598|A0A2L2T598_9HYPO	
OG0006192		tr|A2RB60|A2RB60_ASPNC	tr|A0A2L2TED9|A0A2L2TED9_9HYPO	
OG0006193		tr|A2R1V7|A2R1V7_ASPNC	tr|A0A2L2T3C5|A0A2L2T3C5_9HYPO	
OG0006194		tr|A2QMR8|A2QMR8_ASPNC	tr|A0A2L2TW36|A0A2L2TW36_9HYPO	
OG0006195		tr|A2QDT9|A2QDT9_ASPNC	tr|A0A2L2T0N6|A0A2L2T0N6_9HYPO	
OG0006196		tr|A2QRC7|A2QRC7_ASPNC	tr|A0A2L2TI05|A0A2L2TI05_9HYPO	
OG0006197		tr|A2RBD2|A2RBD2_ASPNC	tr|A0A2L2TPP0|A0A2L2TPP0_9HYPO	
OG0006198		tr|A2QQX6|A2QQX6_ASPNC		sp|O13803|YE06_SCHPO
OG0006199		tr|A2QRD5|A2QRD5_ASPNC	tr|A0A2L2TMS5|A0A2L2TMS5_9HYPO	
OG0006200		tr|A2QX55|A2QX55_ASPNC	tr|A0A2L2TMQ8|A0A2L2TMQ8_9HYPO	
OG0006201		tr|A2R966|A2R966_ASPNC	tr|A0A2L2T9A0|A0A2L2T9A0_9HYPO	
OG0006202		tr|A2QKC7|A2QKC7_ASPNC	tr|A0A2L2TAA0|A0A2L2TAA0_9HYPO	
OG0006203		tr|E2PSW5|E2PSW5_ASPNC	tr|A0A2L2ST40|A0A2L2ST40_9HYPO	
OG0006204		tr|A2R5X1|A2R5X1_ASPNC	tr|A0A2L2TBC4|A0A2L2TBC4_9HYPO	
OG0006205		tr|A2R7Q8|A2R7Q8_ASPNC	tr|A0A2L2SZX2|A0A2L2SZX2_9HYPO	
OG0006206		tr|A2QJ04|A2QJ04_ASPNC	tr|A0A2L2TVU8|A0A2L2TVU8_9HYPO	
OG0006207		tr|A2QB83|A2QB83_ASPNC	tr|A0A2L2TW89|A0A2L2TW89_9HYPO	
OG0006208		tr|A2QYB1|A2QYB1_ASPNC	tr|A0A2L2TMR7|A0A2L2TMR7_9HYPO	
OG0006209		tr|A2QZF4|A2QZF4_ASPNC	tr|A0A2L2TJZ5|A0A2L2TJZ5_9HYPO	
OG0006210		tr|A2QI94|A2QI94_ASPNC	tr|A0A2L2TXB3|A0A2L2TXB3_9HYPO	
OG0006211		tr|A2QDA4|A2QDA4_ASPNC	tr|A0A2L2T9D3|A0A2L2T9D3_9HYPO	
OG0006212		tr|A2QPD0|A2QPD0_ASPNC	tr|A0A2L2U363|A0A2L2U363_9HYPO	
OG0006213		tr|A2QQS8|A2QQS8_ASPNC	tr|A0A2L2SWE0|A0A2L2SWE0_9HYPO	
OG0006214		tr|A2QZ51|A2QZ51_ASPNC	tr|A0A2L2SMY8|A0A2L2SMY8_9HYPO	
OG0006215		tr|A2QC93|A2QC93_ASPNC	tr|A0A2L2SSM3|A0A2L2SSM3_9HYPO	
OG0006216		tr|A2QN68|A2QN68_ASPNC	tr|A0A2L2TN25|A0A2L2TN25_9HYPO	
OG0006217		tr|A2QGK7|A2QGK7_ASPNC	tr|A0A2L2T5F1|A0A2L2T5F1_9HYPO	
OG0006218		tr|A2QR81|A2QR81_ASPNC	tr|A0A2L2TPB0|A0A2L2TPB0_9HYPO	
OG0006219		tr|A2QTN9|A2QTN9_ASPNC	tr|A0A2L2SSC6|A0A2L2SSC6_9HYPO	
OG0006220		tr|A2QAQ9|A2QAQ9_ASPNC	tr|A0A2L2TGY7|A0A2L2TGY7_9HYPO	
OG0006221		tr|A2R683|A2R683_ASPNC	tr|A0A2L2SY85|A0A2L2SY85_9HYPO	
OG0006222		tr|A2QUU9|A2QUU9_ASPNC	tr|A0A2L2TTL8|A0A2L2TTL8_9HYPO	
OG0006223		tr|A2QUL0|A2QUL0_ASPNC	tr|A0A2L2SN50|A0A2L2SN50_9HYPO	
OG0006224		tr|A2R0R6|A2R0R6_ASPNC	tr|A0A2L2U498|A0A2L2U498_9HYPO	
OG0006225		tr|A2QJK5|A2QJK5_ASPNC	tr|A0A2L2SUC8|A0A2L2SUC8_9HYPO	
OG0006226		tr|A2RAL8|A2RAL8_ASPNC	tr|A0A2L2T0W3|A0A2L2T0W3_9HYPO	
OG0006227		tr|A2QEN6|A2QEN6_ASPNC	tr|A0A2L2SQA1|A0A2L2SQA1_9HYPO	
OG0006228		tr|A2Q902|A2Q902_ASPNC	tr|A0A2L2TEI2|A0A2L2TEI2_9HYPO	
OG0006229		tr|A2QPW3|A2QPW3_ASPNC	tr|A0A2L2TPP7|A0A2L2TPP7_9HYPO	
OG0006230		tr|A2QRL1|A2QRL1_ASPNC	tr|A0A2L2TGI1|A0A2L2TGI1_9HYPO	
OG0006231		tr|A2R1I1|A2R1I1_ASPNC	tr|A0A2L2SUW1|A0A2L2SUW1_9HYPO	
OG0006232		tr|A2Q7K3|A2Q7K3_ASPNC	tr|A0A2L2TGN8|A0A2L2TGN8_9HYPO	
OG0006233		tr|A2QWA8|A2QWA8_ASPNC	tr|A0A2L2SZY0|A0A2L2SZY0_9HYPO	
OG0006234		tr|A2RA68|A2RA68_ASPNC	tr|A0A2L2SXR6|A0A2L2SXR6_9HYPO	
OG0006235		tr|A2R8M2|A2R8M2_ASPNC	tr|A0A2L2TFZ6|A0A2L2TFZ6_9HYPO	
OG0006236		tr|E2PT26|E2PT26_ASPNC	tr|A0A2L2U3D1|A0A2L2U3D1_9HYPO	
OG0006237		tr|A2QVP1|A2QVP1_ASPNC	tr|A0A2L2SU87|A0A2L2SU87_9HYPO	
OG0006238		tr|A2R9K6|A2R9K6_ASPNC		sp|Q9UUB7|SWI5_SCHPO
OG0006239		tr|A2QDK4|A2QDK4_ASPNC	tr|A0A2L2TUT1|A0A2L2TUT1_9HYPO	
OG0006240		tr|A2QPY0|A2QPY0_ASPNC	tr|A0A2L2SWM9|A0A2L2SWM9_9HYPO	
OG0006241		tr|A2R4H5|A2R4H5_ASPNC	tr|A0A2L2TS12|A0A2L2TS12_9HYPO	
OG0006242		tr|A2R7M5|A2R7M5_ASPNC	tr|A0A2L2U3H1|A0A2L2U3H1_9HYPO	
OG0006243		tr|A2QQA3|A2QQA3_ASPNC	tr|A0A2L2TKC3|A0A2L2TKC3_9HYPO	
OG0006244		tr|A2QYC1|A2QYC1_ASPNC	tr|A0A2L2TAI7|A0A2L2TAI7_9HYPO	
OG0006245		tr|A5AB01|A5AB01_ASPNC	tr|A0A2L2SWF6|A0A2L2SWF6_9HYPO	
OG0006246		tr|A2R4C8|A2R4C8_ASPNC	tr|A0A2L2SVR6|A0A2L2SVR6_9HYPO	
OG0006247		tr|A2QRC0|A2QRC0_ASPNC	tr|A0A2L2TFG2|A0A2L2TFG2_9HYPO	
OG0006248		tr|A2QZG9|A2QZG9_ASPNC	tr|A0A2L2TT83|A0A2L2TT83_9HYPO	
OG0006249		tr|A2QVW8|A2QVW8_ASPNC	tr|A0A2L2TH30|A0A2L2TH30_9HYPO	
OG0006250		tr|A2QF39|A2QF39_ASPNC	tr|A0A2L2T6N9|A0A2L2T6N9_9HYPO	
OG0006251		tr|A2QMH8|A2QMH8_ASPNC	tr|A0A2L2SXX2|A0A2L2SXX2_9HYPO	
OG0006252		tr|A2QA45|A2QA45_ASPNC	tr|A0A2L2T429|A0A2L2T429_9HYPO	
OG0006253		tr|A2QNC5|A2QNC5_ASPNC	tr|A0A2L2SXB2|A0A2L2SXB2_9HYPO	
OG0006254		tr|A2QUS4|A2QUS4_ASPNC	tr|A0A2L2TRP5|A0A2L2TRP5_9HYPO	
OG0006255		tr|A2QRN8|A2QRN8_ASPNC	tr|A0A2L2T2P2|A0A2L2T2P2_9HYPO	
OG0006256		tr|A2Q9M2|A2Q9M2_ASPNC	tr|A0A2L2TY98|A0A2L2TY98_9HYPO	
OG0006257		tr|A2QGL8|A2QGL8_ASPNC	tr|A0A2L2TTW9|A0A2L2TTW9_9HYPO	
OG0006258		tr|A2QKL8|A2QKL8_ASPNC	tr|A0A2L2THY0|A0A2L2THY0_9HYPO	
OG0006259		tr|A2QEI0|A2QEI0_ASPNC	tr|A0A2L2TYJ0|A0A2L2TYJ0_9HYPO	
OG0006260		tr|A2QDJ4|A2QDJ4_ASPNC	tr|A0A2L2U4A0|A0A2L2U4A0_9HYPO	
OG0006261		tr|A2QP76|A2QP76_ASPNC	tr|A0A2L2TIX5|A0A2L2TIX5_9HYPO	
OG0006262		tr|A2Q9Y4|A2Q9Y4_ASPNC	tr|A0A2L2T3L7|A0A2L2T3L7_9HYPO	
OG0006263		tr|A2QQW3|A2QQW3_ASPNC	tr|A0A2L2T278|A0A2L2T278_9HYPO	
OG0006264		tr|A2QZS7|A2QZS7_ASPNC	tr|A0A2L2TDX2|A0A2L2TDX2_9HYPO	
OG0006265		tr|A2R1A5|A2R1A5_ASPNC	tr|A0A2L2ST92|A0A2L2ST92_9HYPO	
OG0006266		tr|A2QPX6|A2QPX6_ASPNC	tr|A0A2L2TJT3|A0A2L2TJT3_9HYPO	
OG0006267		tr|A5AAM2|A5AAM2_ASPNC		sp|Q10423|CCE1_SCHPO
OG0006268		tr|A2R766|A2R766_ASPNC	tr|A0A2L2TWB0|A0A2L2TWB0_9HYPO	
OG0006269		tr|A2QIQ2|A2QIQ2_ASPNC	tr|A0A2L2T7F8|A0A2L2T7F8_9HYPO	
OG0006270		tr|A2QNB3|A2QNB3_ASPNC	tr|A0A2L2TIW6|A0A2L2TIW6_9HYPO	
OG0006271		tr|A2QFA1|A2QFA1_ASPNC	tr|A0A2L2TUN9|A0A2L2TUN9_9HYPO	
OG0006272		tr|A2QAU0|A2QAU0_ASPNC	tr|A0A2L2TVD4|A0A2L2TVD4_9HYPO	
OG0006273		tr|A2QB98|A2QB98_ASPNC	tr|A0A2L2TN77|A0A2L2TN77_9HYPO	
OG0006274		tr|A2R812|A2R812_ASPNC	tr|A0A2L2TWB7|A0A2L2TWB7_9HYPO	
OG0006275		tr|A2QU37|A2QU37_ASPNC	tr|A0A2L2T7U2|A0A2L2T7U2_9HYPO	
OG0006276		tr|A2QB39|A2QB39_ASPNC	tr|A0A2L2TGI4|A0A2L2TGI4_9HYPO	
OG0006277		tr|E2PSV4|E2PSV4_ASPNC	tr|A0A2L2T678|A0A2L2T678_9HYPO	
OG0006278		tr|A2QR15|A2QR15_ASPNC	tr|A0A2L2T292|A0A2L2T292_9HYPO	
OG0006279		tr|A2QJL6|A2QJL6_ASPNC	tr|A0A2L2TP87|A0A2L2TP87_9HYPO	
OG0006280		tr|A2QS34|A2QS34_ASPNC	tr|A0A2L2SQM1|A0A2L2SQM1_9HYPO	
OG0006281		tr|A2QLN3|A2QLN3_ASPNC	tr|A0A2L2TIK1|A0A2L2TIK1_9HYPO	
OG0006282		tr|A2QDM6|A2QDM6_ASPNC	tr|A0A2L2T8U2|A0A2L2T8U2_9HYPO	
OG0006283		tr|A2QB02|A2QB02_ASPNC	tr|A0A2L2TXE2|A0A2L2TXE2_9HYPO	
OG0006284		tr|A2QBU6|A2QBU6_ASPNC	tr|A0A2L2TVV6|A0A2L2TVV6_9HYPO	
OG0006285		tr|A2QNW4|A2QNW4_ASPNC	tr|A0A2L2SNE9|A0A2L2SNE9_9HYPO	
OG0006286		tr|A2QF74|A2QF74_ASPNC	tr|A0A2L2TKE6|A0A2L2TKE6_9HYPO	
OG0006287		tr|A2QEI4|A2QEI4_ASPNC	tr|A0A2L2SNB7|A0A2L2SNB7_9HYPO	
OG0006288		tr|A2QAP9|A2QAP9_ASPNC	tr|A0A2L2T189|A0A2L2T189_9HYPO	
OG0006289		tr|A2R6F2|A2R6F2_ASPNC	tr|A0A2L2TRJ7|A0A2L2TRJ7_9HYPO	
OG0006290		tr|A2QBJ4|A2QBJ4_ASPNC	tr|A0A2L2T2N7|A0A2L2T2N7_9HYPO	
OG0006291		tr|A2QGM8|A2QGM8_ASPNC	tr|A0A2L2T585|A0A2L2T585_9HYPO	
OG0006292		tr|A2QW43|A2QW43_ASPNC	tr|A0A2L2TRH1|A0A2L2TRH1_9HYPO	
OG0006293		tr|A2R9E5|A2R9E5_ASPNC	tr|A0A2L2TWB4|A0A2L2TWB4_9HYPO	
OG0006294		tr|A2QLE1|A2QLE1_ASPNC	tr|A0A2L2U5F7|A0A2L2U5F7_9HYPO	
OG0006295		tr|A2R4R2|A2R4R2_ASPNC	tr|A0A2L2TK75|A0A2L2TK75_9HYPO	
OG0006296		tr|A2QC89|A2QC89_ASPNC	tr|A0A2L2TDQ3|A0A2L2TDQ3_9HYPO	
OG0006297		tr|A2QMT2|A2QMT2_ASPNC	tr|A0A2L2TXF9|A0A2L2TXF9_9HYPO	
OG0006298		tr|A2QJC8|A2QJC8_ASPNC	tr|A0A2L2T0T3|A0A2L2T0T3_9HYPO	
OG0006299		tr|A2QMX0|A2QMX0_ASPNC	tr|A0A2L2U3Q1|A0A2L2U3Q1_9HYPO	
OG0006300		tr|A2QA60|A2QA60_ASPNC	tr|A0A2L2TX63|A0A2L2TX63_9HYPO	
OG0006301		tr|A2QHS5|A2QHS5_ASPNC	tr|A0A2L2TP01|A0A2L2TP01_9HYPO	
OG0006302		tr|A2R8M6|A2R8M6_ASPNC	tr|A0A2L2T5J3|A0A2L2T5J3_9HYPO	
OG0006303		tr|A2R2C8|A2R2C8_ASPNC	tr|A0A2L2TDD3|A0A2L2TDD3_9HYPO	
OG0006304		tr|A2Q880|A2Q880_ASPNC	tr|A0A2L2TFW7|A0A2L2TFW7_9HYPO	
OG0006305		tr|A2Q858|A2Q858_ASPNC	tr|A0A2L2T240|A0A2L2T240_9HYPO	
OG0006306		tr|A2QBX3|A2QBX3_ASPNC	tr|A0A2L2TVX4|A0A2L2TVX4_9HYPO	
OG0006307		tr|A2QCC9|A2QCC9_ASPNC	tr|A0A2L2SQE3|A0A2L2SQE3_9HYPO	
OG0006308		tr|A5AB30|A5AB30_ASPNC	tr|A0A2L2U2N1|A0A2L2U2N1_9HYPO	
OG0006309		tr|A2Q8Z5|A2Q8Z5_ASPNC	tr|A0A2L2TBM9|A0A2L2TBM9_9HYPO	
OG0006310		tr|A2QIY0|A2QIY0_ASPNC	tr|A0A2L2U302|A0A2L2U302_9HYPO	
OG0006311		tr|A2Q835|A2Q835_ASPNC	tr|A0A2L2TLM3|A0A2L2TLM3_9HYPO	
OG0006312		tr|A2QQT7|A2QQT7_ASPNC	tr|A0A2L2T2T2|A0A2L2T2T2_9HYPO	
OG0006313		tr|A2QSD4|A2QSD4_ASPNC	tr|A0A2L2TW07|A0A2L2TW07_9HYPO	
OG0006314		tr|A2QGH9|A2QGH9_ASPNC	tr|A0A2L2TBF5|A0A2L2TBF5_9HYPO	
OG0006315		tr|A2Q8N2|A2Q8N2_ASPNC	tr|A0A2L2TEI1|A0A2L2TEI1_9HYPO	
OG0006316		tr|A5AAX5|A5AAX5_ASPNC	tr|A0A2L2TVM2|A0A2L2TVM2_9HYPO	
