genes DMKU	genes CBS6556
KLMA_70136	KMXK_0H01340
KLMA_70141	KMXK_0H01390
KLMA_80375	KMXK_0G03790
KLMA_70146	KMXK_0H01430
KLMA_80380	KMXK_0G03840
KLMA_70151	KMXK_0H01490
KLMA_80385	KMXK_0G03900
KLMA_70156	KMXK_0H01540
KLMA_70161	KMXK_0H01590
KLMA_80390	KMXK_0G03940
KLMA_70166	KMXK_0H01640
KLMA_80395	KMXK_0G03990
KLMA_70171	KMXK_0H01690
KLMA_80400	KMXK_0G04040
KLMA_70176	
KLMA_80405	KMXK_0G04090
KLMA_70181	KMXK_0H01800
KLMA_70186	KMXK_0H01860
KLMA_80410	KMXK_0G04140
KLMA_70191	KMXK_0H01920
KLMA_80415	KMXK_0G04190
KLMA_70196	KMXK_0H01970
KLMA_70201	KMXK_0H02020
KLMA_70206	KMXK_0H02070
KLMA_70211	KMXK_0H02120
KLMA_90002	
KLMA_70216	KMXK_0H02170
KLMA_90007	
KLMA_70221	KMXK_0H02220
KLMA_70226	KMXK_0H02270
KLMA_70231	KMXK_0H02320
KLMA_70236	KMXK_0H02370
KLMA_70241	KMXK_0H02420
KLMA_70246	KMXK_0H02470
KLMA_70251	KMXK_0H02510
KLMA_70256	KMXK_0H02570
KLMA_70261	KMXK_0H02610
KLMA_70266	KMXK_0H02660
KLMA_70271	KMXK_0H02710
KLMA_70281	KMXK_0H02790
KLMA_70286	KMXK_0H02840
KLMA_70291	KMXK_0H02900
KLMA_70296	KMXK_0H02960
KLMA_70301	KMXK_0H03010
KLMA_70306	KMXK_0H03060
KLMA_70311	KMXK_0H03110
KLMA_70316	KMXK_0H03170
KLMA_70321	KMXK_0H03220
KLMA_70326	KMXK_0H03270
KLMA_70331	KMXK_0H03320
KLMA_70341	KMXK_0H03400
KLMA_70346	KMXK_0H03440
KLMA_70351	KMXK_0H03480
KLMA_70356	KMXK_0H03520
KLMA_70361	
KLMA_70366	KMXK_0H03620
KLMA_70371	KMXK_0H03670
KLMA_70376	KMXK_0H03720
KLMA_70381	KMXK_0H03770
KLMA_70386	KMXK_0H03830
KLMA_70391	KMXK_0H03870
KLMA_70396	KMXK_0H03920
KLMA_70401	KMXK_0H03980
KLMA_70406	KMXK_0H04030
KLMA_70411	KMXK_0H04090
KLMA_70416	KMXK_0H04140
KLMA_70421	
KLMA_70426	KMXK_0H04250
KLMA_70431	KMXK_0H04310
KLMA_70436	KMXK_0H04360
KLMA_70441	KMXK_0H04400
KLMA_70446	KMXK_0H04450
KLMA_70451	
KLMA_70456	
KLMA_70461	
KLMA_80003	
KLMA_80008	KMXK_0G00160
KLMA_80013	KMXK_0G00210
KLMA_80018	KMXK_0G00260
KLMA_80023	KMXK_0G00310
KLMA_80028	KMXK_0G00370
KLMA_80033	KMXK_0G00430
KLMA_80038	KMXK_0G00480
KLMA_80043	KMXK_0G00530
KLMA_80048	KMXK_0G00580
KLMA_80053	KMXK_0G00630
KLMA_80058	KMXK_0G00670
KLMA_80063	KMXK_0G00740
KLMA_80068	KMXK_0G00790
KLMA_80073	KMXK_0G00830
KLMA_80078	KMXK_0G00870
KLMA_80083	KMXK_0G00920
KLMA_80088	KMXK_0G00970
KLMA_80093	KMXK_0G01020
KLMA_80098	KMXK_0G01060
KLMA_80103	KMXK_0G01110
KLMA_80108	KMXK_0G01160
KLMA_80113	KMXK_0G01210
KLMA_80118	KMXK_0F04410
	KMXK_0G01260
KLMA_80123	KMXK_0G01310
KLMA_80128	KMXK_0G01370
KLMA_80133	KMXK_0G01420
KLMA_80138	KMXK_0G01470
KLMA_80143	
KLMA_80148	KMXK_0G01570
KLMA_80153	
KLMA_80158	KMXK_0G01670
KLMA_80163	KMXK_0G01720
KLMA_80168	KMXK_0G01770
KLMA_80173	KMXK_0G01820
KLMA_80178	KMXK_0G01880
KLMA_80183	KMXK_0G01940
KLMA_80188	KMXK_0G01990
KLMA_80193	KMXK_0G02030
KLMA_80198	KMXK_0G02080
KLMA_80203	KMXK_0G02130
KLMA_80208	KMXK_0G02180
KLMA_80213	KMXK_0G02230
KLMA_80223	KMXK_0G02310
KLMA_80228	KMXK_0G02360
KLMA_80233	KMXK_0G02410
KLMA_80238	KMXK_0G02490
KLMA_80243	KMXK_0G02540
KLMA_80248	KMXK_0G02590
KLMA_80253	KMXK_0G02630
KLMA_80258	
KLMA_80263	KMXK_0G02740
KLMA_80268	KMXK_0G02790
KLMA_80273	KMXK_0G02840
KLMA_80278	KMXK_0G02890
KLMA_80288	KMXK_0G02980
KLMA_80293	KMXK_0G03020
KLMA_80298	KMXK_0G03080
KLMA_80303	KMXK_0G03130
KLMA_80308	KMXK_0G03170
KLMA_80313	KMXK_0G03220
KLMA_80318	KMXK_0G03270
KLMA_80323	KMXK_0G03320
KLMA_80328	KMXK_0G03360
KLMA_80333	KMXK_0G03410
KLMA_80338	KMXK_0G03460
KLMA_80343	KMXK_0G03510
KLMA_80348	KMXK_0G03550
KLMA_80353	KMXK_0G03590
KLMA_80358	KMXK_0G03640
KLMA_80363	KMXK_0G03690
KLMA_80373	KMXK_0G03770
KLMA_80378	KMXK_0G03820
KLMA_80383	KMXK_0G03870
KLMA_80393	KMXK_0G03970
KLMA_80398	KMXK_0G04020
KLMA_80403	KMXK_0G04070
KLMA_80408	KMXK_0G04120
KLMA_80413	KMXK_0G04170
KLMA_80418	KMXK_0G04230
KLMA_80423	
KLMA_80428	
KLMA_90005	
KLMA_90010	
