Orthogroup	S.cerevisiae	L.starkeyi	T.caseinolytica	Y.lipo-CLIB122
OG0002045	Q01662	tr|A0A1E3QEM3|A0A1E3QEM3_LIPST	Tortispora_caseinolytica@Seq_2430	tr|Q6C8T4|Q6C8T4_YARLI
OG0002046	P36775	tr|A0A1E3Q1N3|A0A1E3Q1N3_LIPST	Tortispora_caseinolytica@Seq_1108	sp|Q6C0B5|LONM_YARLI
OG0002047	P47017	tr|A0A1E3PYC3|A0A1E3PYC3_LIPST	Tortispora_caseinolytica@Seq_1943	tr|Q6CGS0|Q6CGS0_YARLI
OG0002048	P18408	tr|A0A1E3QED6|A0A1E3QED6_LIPST	Tortispora_caseinolytica@Seq_1112	tr|Q6CFD3|Q6CFD3_YARLI
OG0002049	P43619	tr|A0A1E3QA89|A0A1E3QA89_LIPST	Tortispora_caseinolytica@Seq_2758	tr|Q6C6R1|Q6C6R1_YARLI
OG0002050	P38795	tr|A0A1E3Q332|A0A1E3Q332_LIPST	Tortispora_caseinolytica@Seq_410	tr|Q6CGE0|Q6CGE0_YARLI
OG0002051	P27929	tr|A0A1E3QHA3|A0A1E3QHA3_LIPST	Tortispora_caseinolytica@Seq_1075	tr|Q6CF39|Q6CF39_YARLI
OG0002052	Q12374	tr|A0A1E3Q3Y0|A0A1E3Q3Y0_LIPST	Tortispora_caseinolytica@Seq_678	tr|Q6CC68|Q6CC68_YARLI
OG0002053	P25625	tr|A0A1E3PW59|A0A1E3PW59_LIPST	Tortispora_caseinolytica@Seq_3904	tr|Q6C7T8|Q6C7T8_YARLI
OG0002054	Q02783	tr|A0A1E3QB08|A0A1E3QB08_LIPST	Tortispora_caseinolytica@Seq_4406	sp|Q6C8H7|LPE10_YARLI
OG0002055	P38139	tr|A0A1E3PYH9|A0A1E3PYH9_LIPST	Tortispora_caseinolytica@Seq_55	tr|Q6CEG0|Q6CEG0_YARLI
OG0002056	P38702	tr|A0A1E3Q3J0|A0A1E3Q3J0_LIPST	Tortispora_caseinolytica@Seq_1245	tr|Q6C1K5|Q6C1K5_YARLI
OG0002057	P36016	tr|A0A1E3QA15|A0A1E3QA15_LIPST	Tortispora_caseinolytica@Seq_853	tr|Q6CFA8|Q6CFA8_YARLI
OG0002058	Q04341	tr|A0A1E3PYL6|A0A1E3PYL6_LIPST	Tortispora_caseinolytica@Seq_2855	tr|Q6CGT1|Q6CGT1_YARLI
OG0002059	Q03667	tr|A0A1E3QHV4|A0A1E3QHV4_LIPST	Tortispora_caseinolytica@Seq_3814	tr|Q6C1D6|Q6C1D6_YARLI
OG0002060	P53919	tr|A0A1E3QFR7|A0A1E3QFR7_LIPST	Tortispora_caseinolytica@Seq_3152	tr|Q6CF52|Q6CF52_YARLI
OG0002061	Q06504	tr|A0A1E3QIB9|A0A1E3QIB9_LIPST	Tortispora_caseinolytica@Seq_553	tr|Q6C956|Q6C956_YARLI
OG0002062	Q08920	tr|A0A1E3PWY0|A0A1E3PWY0_LIPST	Tortispora_caseinolytica@Seq_2068	tr|Q6C468|Q6C468_YARLI
OG0002063	P34160	tr|A0A1E3QFL2|A0A1E3QFL2_LIPST	Tortispora_caseinolytica@Seq_2554	tr|Q6CH33|Q6CH33_YARLI
OG0002064	P16603	tr|A0A1E3QA76|A0A1E3QA76_LIPST	Tortispora_caseinolytica@Seq_916	tr|F2Z6C9|F2Z6C9_YARLI
OG0002065	P40360	tr|A0A1E3Q9X5|A0A1E3Q9X5_LIPST	Tortispora_caseinolytica@Seq_681	sp|Q6CEE1|NAGS_YARLI
OG0002066	P25293	tr|A0A1E3Q936|A0A1E3Q936_LIPST	Tortispora_caseinolytica@Seq_3639	tr|Q6CEM6|Q6CEM6_YARLI
OG0002067	P53914	tr|A0A1E3Q605|A0A1E3Q605_LIPST	Tortispora_caseinolytica@Seq_3689	tr|Q6CEL4|Q6CEL4_YARLI
OG0002068	Q12163	tr|A0A1E3QGY7|A0A1E3QGY7_LIPST	Tortispora_caseinolytica@Seq_1098	tr|Q6C0E5|Q6C0E5_YARLI
OG0002069	Q02197	tr|A0A1E3Q3Y1|A0A1E3Q3Y1_LIPST	Tortispora_caseinolytica@Seq_473	tr|Q6C2E4|Q6C2E4_YARLI
OG0002070	P38879	tr|A0A1E3PUF6|A0A1E3PUF6_LIPST	Tortispora_caseinolytica@Seq_4145	sp|Q6CDH0|NACA_YARLI
OG0002071	P12945	tr|A0A1E3Q4P8|A0A1E3Q4P8_LIPST	Tortispora_caseinolytica@Seq_4336	tr|Q6C1Z0|Q6C1Z0_YARLI
OG0002072	P37293	tr|A0A1E3Q2Z5|A0A1E3Q2Z5_LIPST	Tortispora_caseinolytica@Seq_4256	tr|Q6C1L2|Q6C1L2_YARLI
OG0002073	P38626	tr|A0A1E3Q9J7|A0A1E3Q9J7_LIPST	Tortispora_caseinolytica@Seq_3195	sp|Q6CA86|NCB5R_YARLI
OG0002074	P30771	tr|A0A1E3PYD9|A0A1E3PYD9_LIPST	Tortispora_caseinolytica@Seq_4149	tr|Q6C803|Q6C803_YARLI
OG0002075	Q00539	tr|A0A1E3QES4|A0A1E3QES4_LIPST	Tortispora_caseinolytica@Seq_3210	tr|Q6CA89|Q6CA89_YARLI
OG0002076	Q08689	tr|A0A1E3Q7G1|A0A1E3Q7G1_LIPST	Tortispora_caseinolytica@Seq_4049	tr|Q6CHB3|Q6CHB3_YARLI
OG0002077	Q03920	tr|A0A1E3QFL7|A0A1E3QFL7_LIPST	Tortispora_caseinolytica@Seq_9	tr|Q6C185|Q6C185_YARLI
OG0002078	Q99271	tr|A0A1E3QF38|A0A1E3QF38_LIPST	Tortispora_caseinolytica@Seq_3311	tr|Q6CDG3|Q6CDG3_YARLI
OG0002079	P53238	tr|A0A1E3QH19|A0A1E3QH19_LIPST	Tortispora_caseinolytica@Seq_2650	tr|Q6CE05|Q6CE05_YARLI
OG0002080	P32569	tr|A0A1E3QEM4|A0A1E3QEM4_LIPST	Tortispora_caseinolytica@Seq_1459	sp|Q6C022|MED17_YARLI
OG0002081	P40484	tr|A0A1E3Q7N0|A0A1E3Q7N0_LIPST	Tortispora_caseinolytica@Seq_3978	tr|Q6C9T2|Q6C9T2_YARLI
OG0002082	P08536	tr|A0A1E3QE56|A0A1E3QE56_LIPST	Tortispora_caseinolytica@Seq_993	sp|Q6CFD2|MET3_YARLI
OG0002083	P47169	tr|A0A1E3Q6C2|A0A1E3Q6C2_LIPST	Tortispora_caseinolytica@Seq_1237	tr|Q6C9H5|Q6C9H5_YARLI
OG0002084	P08465	tr|A0A1E3Q9U2|A0A1E3Q9U2_LIPST	Tortispora_caseinolytica@Seq_330	tr|Q6C7H3|Q6C7H3_YARLI
OG0002085	Q99257	tr|A0A1E3Q7N4|A0A1E3Q7N4_LIPST	Tortispora_caseinolytica@Seq_3603	tr|Q6CGM7|Q6CGM7_YARLI
OG0002086	P53152	tr|A0A1E3QI74|A0A1E3QI74_LIPST	Tortispora_caseinolytica@Seq_1097	tr|Q6C453|Q6C453_YARLI
OG0002087	P38191	tr|A0A1E3Q6E5|A0A1E3Q6E5_LIPST		tr|Q6C917|Q6C917_YARLI, tr|Q6CD52|Q6CD52_YARLI
OG0002088	P48563	tr|A0A1E3QGF1|A0A1E3QGF1_LIPST	Tortispora_caseinolytica@Seq_1263	tr|Q6CDM2|Q6CDM2_YARLI
OG0002089	Q06213	tr|A0A1E3PY33|A0A1E3PY33_LIPST	Tortispora_caseinolytica@Seq_2768	sp|Q6C5P0|MED10_YARLI
OG0002090	P19263	tr|A0A1E3Q901|A0A1E3Q901_LIPST	Tortispora_caseinolytica@Seq_3015	sp|Q6C9Z2|MED14_YARLI
OG0002091	P25046	tr|A0A1E3QCG0|A0A1E3QCG0_LIPST	Tortispora_caseinolytica@Seq_3545	sp|Q6C6D6|MED19_YARLI
OG0002092	Q12343	tr|A0A1E3QF80|A0A1E3QF80_LIPST	Tortispora_caseinolytica@Seq_3139	sp|Q8WZL6|MED4_YARLI
OG0002093	P38304	tr|A0A1E3QH43|A0A1E3QH43_LIPST	Tortispora_caseinolytica@Seq_4453	sp|Q6CG02|MED8_YARLI
OG0002094	Q08176	tr|A0A1E3QD05|A0A1E3QD05_LIPST	Tortispora_caseinolytica@Seq_2192	tr|Q6CEQ9|Q6CEQ9_YARLI
OG0002095	P53141	tr|A0A1E3QA37|A0A1E3QA37_LIPST	Tortispora_caseinolytica@Seq_2504	tr|Q6C765|Q6C765_YARLI
OG0002096	P38888	tr|A0A1E3Q6I9|A0A1E3Q6I9_LIPST	Tortispora_caseinolytica@Seq_2304	tr|Q6C995|Q6C995_YARLI
OG0002097	P23748	tr|A0A1E3QEZ5|A0A1E3QEZ5_LIPST	Tortispora_caseinolytica@Seq_622	tr|Q6CCU4|Q6CCU4_YARLI
OG0002098	Q08278	tr|A0A1E3QDS9|A0A1E3QDS9_LIPST	Tortispora_caseinolytica@Seq_3657	sp|Q6CE96|MED7_YARLI
OG0002099	P38782	tr|A0A1E3PZJ2|A0A1E3PZJ2_LIPST, tr|A0A1E3QCQ2|A0A1E3QCQ2_LIPST		sp|Q6C3T0|MED6_YARLI
OG0002100	P32179	tr|A0A1E3QG68|A0A1E3QG68_LIPST	Tortispora_caseinolytica@Seq_1610	tr|Q6C055|Q6C055_YARLI
OG0002101	P29496	tr|A0A1E3PWY5|A0A1E3PWY5_LIPST	Tortispora_caseinolytica@Seq_309	tr|Q6CI63|Q6CI63_YARLI
OG0002102	P38132	tr|A0A1E3PWU7|A0A1E3PWU7_LIPST	Tortispora_caseinolytica@Seq_568	tr|Q6CE42|Q6CE42_YARLI
OG0002103	P17505	tr|A0A1E3Q0L4|A0A1E3Q0L4_LIPST	Tortispora_caseinolytica@Seq_858	tr|Q6C8V3|Q6C8V3_YARLI
OG0002104	P19659	tr|A0A1E3QFQ6|A0A1E3QFQ6_LIPST	Tortispora_caseinolytica@Seq_4571	tr|Q6C308|Q6C308_YARLI
OG0002105	P40469	tr|A0A1E3Q3A7|A0A1E3Q3A7_LIPST	Tortispora_caseinolytica@Seq_2706	tr|Q6C8U9|Q6C8U9_YARLI
OG0002106	Q08601	tr|A0A1E3Q7K8|A0A1E3Q7K8_LIPST	Tortispora_caseinolytica@Seq_3783	sp|Q6C2Y6|MCA1_YARLI
OG0002107	P36051	tr|A0A1E3QAD6|A0A1E3QAD6_LIPST	Tortispora_caseinolytica@Seq_3193	sp|Q6C0Z3|MCD4_YARLI
OG0002108	P29469	tr|A0A1E3QC05|A0A1E3QC05_LIPST	Tortispora_caseinolytica@Seq_2420	tr|Q6C2W1|Q6C2W1_YARLI
OG0002109	P24279	tr|A0A1E3QF95|A0A1E3QF95_LIPST	Tortispora_caseinolytica@Seq_1656	tr|Q6C0T3|Q6C0T3_YARLI
OG0002110	Q12321	tr|A0A1E3Q9N9|A0A1E3Q9N9_LIPST	Tortispora_caseinolytica@Seq_1611	tr|Q6C9S6|Q6C9S6_YARLI
OG0002111	P38633	tr|A0A1E3QCG6|A0A1E3QCG6_LIPST	Tortispora_caseinolytica@Seq_1874	sp|Q6CAU9|MED31_YARLI
OG0002112	P10962	tr|A0A1E3Q4F9|A0A1E3Q4F9_LIPST	Tortispora_caseinolytica@Seq_3402	tr|Q6CCN1|Q6CCN1_YARLI
OG0002113	P32333	tr|A0A1E3PYI4|A0A1E3PYI4_LIPST	Tortispora_caseinolytica@Seq_2020	tr|Q6BZT4|Q6BZT4_YARLI
OG0002114	Q12019	tr|A0A1E3PXT6|A0A1E3PXT6_LIPST	Tortispora_caseinolytica@Seq_4096	tr|Q6CFC5|Q6CFC5_YARLI
OG0002115	Q12285	tr|A0A1E3QE94|A0A1E3QE94_LIPST	Tortispora_caseinolytica@Seq_3865	tr|B5FVB4|B5FVB4_YARLI
OG0002116	P07866	tr|A0A1E3Q4Z1|A0A1E3Q4Z1_LIPST	Tortispora_caseinolytica@Seq_1956	tr|Q6C3H8|Q6C3H8_YARLI
OG0002117	Q07508	tr|A0A1E3PZN4|A0A1E3PZN4_LIPST	Tortispora_caseinolytica@Seq_1773	tr|Q6C064|Q6C064_YARLI
OG0002118	P40495	tr|A0A1E3PTZ8|A0A1E3PTZ8_LIPST	Tortispora_caseinolytica@Seq_874	tr|Q6C9K0|Q6C9K0_YARLI
OG0002119	P49367	tr|A0A1E3Q4J0|A0A1E3Q4J0_LIPST	Tortispora_caseinolytica@Seq_1027	sp|Q6C791|LYS4_YARLI
OG0002120	P53091	tr|A0A1E3Q0E6|A0A1E3Q0E6_LIPST	Tortispora_caseinolytica@Seq_2413	tr|Q6CED4|Q6CED4_YARLI
OG0002121	Q06567	tr|A0A1E3Q4S9|A0A1E3Q4S9_LIPST	Tortispora_caseinolytica@Seq_4562	tr|Q6CG16|Q6CG16_YARLI
OG0002122	P40957	tr|A0A1E3QAD7|A0A1E3QAD7_LIPST	Tortispora_caseinolytica@Seq_2128	sp|Q6C452|MAD1_YARLI
OG0002123	P36013	tr|A0A1E3Q4H4|A0A1E3Q4H4_LIPST	Tortispora_caseinolytica@Seq_3071	tr|Q6C5F0|Q6C5F0_YARLI
OG0002124	P41318	tr|A0A1E3PZF8|A0A1E3PZF8_LIPST	Tortispora_caseinolytica@Seq_1115	tr|Q6C607|Q6C607_YARLI
OG0002125	Q12296	tr|A0A1E3Q0Q1|A0A1E3Q0Q1_LIPST	Tortispora_caseinolytica@Seq_3522	tr|Q6C3X8|Q6C3X8_YARLI
OG0002126	P35688	tr|A0A1E3PWT6|A0A1E3PWT6_LIPST	Tortispora_caseinolytica@Seq_1002	tr|Q6C1U9|Q6C1U9_YARLI
OG0002127	P53145	tr|A0A1E3Q074|A0A1E3Q074_LIPST	Tortispora_caseinolytica@Seq_4143	tr|Q6CB48|Q6CB48_YARLI
OG0002128	P40958	tr|A0A1E3Q9Z0|A0A1E3Q9Z0_LIPST	Tortispora_caseinolytica@Seq_549	tr|Q6C600|Q6C600_YARLI
OG0002129	P38999	tr|A0A1E3QF83|A0A1E3QF83_LIPST	Tortispora_caseinolytica@Seq_369	tr|Q6C844|Q6C844_YARLI
OG0002130	P53281, Q06449	tr|A0A1E3PUG1|A0A1E3PUG1_LIPST		tr|Q6CD36|Q6CD36_YARLI
OG0002131	P38998	tr|A0A1E3Q0W3|A0A1E3Q0W3_LIPST	Tortispora_caseinolytica@Seq_3058	sp|P38997|LYS1_YARLI
OG0002132	P50113	tr|A0A1E3QBI5|A0A1E3QBI5_LIPST	Tortispora_caseinolytica@Seq_3827	tr|Q6C6I2|Q6C6I2_YARLI
OG0002133	Q12176	tr|A0A1E3PUE5|A0A1E3PUE5_LIPST	Tortispora_caseinolytica@Seq_839	tr|Q6C905|Q6C905_YARLI
OG0002134	P25491	tr|A0A1E3QDV9|A0A1E3QDV9_LIPST	Tortispora_caseinolytica@Seq_3156	tr|Q6C3C3|Q6C3C3_YARLI
OG0002135	P38920	tr|A0A1E3QAR0|A0A1E3QAR0_LIPST	Tortispora_caseinolytica@Seq_902	tr|Q6CCE6|Q6CCE6_YARLI
OG0002136	Q12083	tr|A0A1E3QBW6|A0A1E3QBW6_LIPST	Tortispora_caseinolytica@Seq_4559	tr|Q6CCR3|Q6CCR3_YARLI
OG0002137	P34078	tr|A0A1E3Q0P2|A0A1E3Q0P2_LIPST	Tortispora_caseinolytica@Seq_3412	tr|Q6C6L7|Q6C6L7_YARLI
OG0002138	P07702	tr|A0A1E3Q354|A0A1E3Q354_LIPST	Tortispora_caseinolytica@Seq_3656	tr|Q6C6T5|Q6C6T5_YARLI
OG0002139	P38828	tr|A0A1E3QCS2|A0A1E3QCS2_LIPST	Tortispora_caseinolytica@Seq_1361	tr|Q6CCA6|Q6CCA6_YARLI
OG0002140	P47093	tr|A0A1E3Q1I3|A0A1E3Q1I3_LIPST	Tortispora_caseinolytica@Seq_2765	tr|Q6CFJ1|Q6CFJ1_YARLI
OG0002141	P25369	tr|A0A1E3Q084|A0A1E3Q084_LIPST	Tortispora_caseinolytica@Seq_2182	tr|Q6CCY7|Q6CCY7_YARLI
OG0002142	Q03677	tr|A0A1E3QG08|A0A1E3QG08_LIPST	Tortispora_caseinolytica@Seq_1575	sp|Q6CH03|MTND_YARLI
OG0002143	Q12387	tr|A0A1E3Q6H8|A0A1E3Q6H8_LIPST	Tortispora_caseinolytica@Seq_3162	tr|Q6CEY6|Q6CEY6_YARLI
OG0002144	P32505	tr|A0A1E3Q7Z6|A0A1E3Q7Z6_LIPST	Tortispora_caseinolytica@Seq_4525	tr|Q6C5Z5|Q6C5Z5_YARLI
OG0002145	P38996	tr|A0A1E3PXL3|A0A1E3PXL3_LIPST	Tortispora_caseinolytica@Seq_2459	tr|Q6C0L4|Q6C0L4_YARLI
OG0002146	Q03151	tr|A0A1E3PY68|A0A1E3PY68_LIPST	Tortispora_caseinolytica@Seq_928	tr|Q6C7D3|Q6C7D3_YARLI
OG0002147	P28737	tr|A0A1E3QD50|A0A1E3QD50_LIPST	Tortispora_caseinolytica@Seq_4073	tr|Q6CAW8|Q6CAW8_YARLI
OG0002148	P48240	tr|A0A1E3QDV3|A0A1E3QDV3_LIPST	Tortispora_caseinolytica@Seq_3127	tr|Q6C6V0|Q6C6V0_YARLI
OG0002149	P47047	tr|A0A1E3Q190|A0A1E3Q190_LIPST	Tortispora_caseinolytica@Seq_4231	tr|Q6C9C9|Q6C9C9_YARLI
OG0002150	Q03429	tr|A0A1E3PZ29|A0A1E3PZ29_LIPST	Tortispora_caseinolytica@Seq_893	sp|Q6CHK8|MZM1_YARLI
OG0002151	Q03455	tr|A0A1E3Q9E1|A0A1E3Q9E1_LIPST	Tortispora_caseinolytica@Seq_1155	tr|Q6CBI9|Q6CBI9_YARLI
OG0002152	P40959	tr|A0A1E3QAM1|A0A1E3QAM1_LIPST	Tortispora_caseinolytica@Seq_3405	sp|Q6CHY6|MVP1_YARLI
OG0002153	P25566	tr|A0A1E3PXM0|A0A1E3PXM0_LIPST	Tortispora_caseinolytica@Seq_4293	tr|Q6CCY5|Q6CCY5_YARLI
OG0002154	P21339	tr|A0A1E3Q6K1|A0A1E3Q6K1_LIPST	Tortispora_caseinolytica@Seq_950	tr|Q6C001|Q6C001_YARLI
OG0002155	P34246	tr|A0A1E3QD84|A0A1E3QD84_LIPST	Tortispora_caseinolytica@Seq_1443	tr|Q6C7C4|Q6C7C4_YARLI
OG0002156	P53320	tr|A0A1E3PX66|A0A1E3PX66_LIPST	Tortispora_caseinolytica@Seq_262	tr|Q6C6R5|Q6C6R5_YARLI
OG0002157	P53944	tr|A0A1E3Q643|A0A1E3Q643_LIPST	Tortispora_caseinolytica@Seq_915	tr|Q6CE91|Q6CE91_YARLI
OG0002158	P36084	tr|A0A1E3PWF5|A0A1E3PWF5_LIPST	Tortispora_caseinolytica@Seq_4483	tr|Q6C6F8|Q6C6F8_YARLI
OG0002159	P14908	tr|A0A1E3QG27|A0A1E3QG27_LIPST	Tortispora_caseinolytica@Seq_572	tr|Q6CG06|Q6CG06_YARLI
OG0002160	P32377	tr|A0A1E3QBF2|A0A1E3QBF2_LIPST	Tortispora_caseinolytica@Seq_3374	tr|Q6C2S1|Q6C2S1_YARLI
OG0002161	Q04751	tr|A0A1E3Q8D1|A0A1E3Q8D1_LIPST	Tortispora_caseinolytica@Seq_491	tr|Q6CG60|Q6CG60_YARLI
OG0002162	P32559	tr|A0A1E3QC04|A0A1E3QC04_LIPST	Tortispora_caseinolytica@Seq_1721	tr|Q6CE47|Q6CE47_YARLI
OG0002163	P47095	tr|A0A1E3QEU0|A0A1E3QEU0_LIPST	Tortispora_caseinolytica@Seq_3692	sp|Q6CBB0|MTNB_YARLI
OG0002164	Q07938	tr|A0A1E3Q4G1|A0A1E3Q4G1_LIPST	Tortispora_caseinolytica@Seq_162	sp|Q6CES3|MTAP_YARLI
OG0002165	P46985	tr|A0A1E3QA50|A0A1E3QA50_LIPST	Tortispora_caseinolytica@Seq_2004	tr|Q6C1C8|Q6C1C8_YARLI
OG0002166	P25847	tr|A0A1E3Q2D0|A0A1E3Q2D0_LIPST	Tortispora_caseinolytica@Seq_2002	tr|Q6C3F6|Q6C3F6_YARLI
OG0002167	P38849	tr|A0A1E3QFN9|A0A1E3QFN9_LIPST	Tortispora_caseinolytica@Seq_401	sp|Q6CEA4|MTC6_YARLI
OG0002168	P53070	tr|A0A1E3QG93|A0A1E3QG93_LIPST	Tortispora_caseinolytica@Seq_2836	tr|Q6C6R3|Q6C6R3_YARLI
OG0002169	Q03162	tr|A0A1E3QEQ7|A0A1E3QEQ7_LIPST	Tortispora_caseinolytica@Seq_683	tr|Q6C734|Q6C734_YARLI
OG0002170	P29952	tr|A0A1E3Q772|A0A1E3Q772_LIPST	Tortispora_caseinolytica@Seq_3809	tr|Q6CE59|Q6CE59_YARLI
OG0002171	P53166	tr|A0A1E3Q7K5|A0A1E3Q7K5_LIPST	Tortispora_caseinolytica@Seq_5	sp|Q6C3J3|MRH4_YARLI
OG0002172	Q05648	tr|A0A1E3QC50|A0A1E3QC50_LIPST	Tortispora_caseinolytica@Seq_4102	tr|Q6C8F8|Q6C8F8_YARLI
OG0002173	P10507	tr|A0A1E3Q584|A0A1E3Q584_LIPST	Tortispora_caseinolytica@Seq_3244	tr|Q6CGY9|Q6CGY9_YARLI
OG0002174	P40567	tr|A0A1E3Q0P1|A0A1E3Q0P1_LIPST	Tortispora_caseinolytica@Seq_675	tr|Q6C824|Q6C824_YARLI
OG0002175	P38994	tr|A0A1E3QBQ9|A0A1E3QBQ9_LIPST	Tortispora_caseinolytica@Seq_1723	tr|Q6C0L8|Q6C0L8_YARLI
OG0002176	P47018	tr|A0A1E3Q0K9|A0A1E3Q0K9_LIPST	Tortispora_caseinolytica@Seq_4247	tr|Q6C0J6|Q6C0J6_YARLI
OG0002177	P38694	tr|A0A1E3QGD5|A0A1E3QGD5_LIPST	Tortispora_caseinolytica@Seq_89	tr|Q6C697|Q6C697_YARLI
OG0002178	P32335	tr|A0A1E3QFP6|A0A1E3QFP6_LIPST	Tortispora_caseinolytica@Seq_2344	tr|Q6C3S5|Q6C3S5_YARLI
OG0002179	P38335	tr|A0A1E3QB87|A0A1E3QB87_LIPST	Tortispora_caseinolytica@Seq_3864	tr|Q6C758|Q6C758_YARLI
OG0002180	P35724	tr|A0A1E3Q5U8|A0A1E3Q5U8_LIPST	Tortispora_caseinolytica@Seq_4362	tr|W0TYP7|W0TYP7_YARLI
OG0002181	P53129	tr|A0A1E3QDL2|A0A1E3QDL2_LIPST	Tortispora_caseinolytica@Seq_2786	sp|Q6CCU8|MON1_YARLI
OG0002182	P35728	tr|A0A1E3QAV0|A0A1E3QAV0_LIPST	Tortispora_caseinolytica@Seq_4070	tr|Q6CHE1|Q6CHE1_YARLI
OG0002183	P41940	tr|A0A1E3Q442|A0A1E3Q442_LIPST	Tortispora_caseinolytica@Seq_642	sp|Q6CCU3|MPG1_YARLI
OG0002184	Q03825	tr|A0A1E3QGA7|A0A1E3QGA7_LIPST	Tortispora_caseinolytica@Seq_2661	tr|Q6C778|Q6C778_YARLI
OG0002185	P32334	tr|A0A1E3PYX5|A0A1E3PYX5_LIPST	Tortispora_caseinolytica@Seq_94	tr|Q6CAR3|Q6CAR3_YARLI
OG0002186	P53045	tr|A0A1E3Q4N3|A0A1E3Q4N3_LIPST	Tortispora_caseinolytica@Seq_2419	tr|Q6C231|Q6C231_YARLI
OG0002187	P25846	tr|A0A1E3QDX7|A0A1E3QDX7_LIPST	Tortispora_caseinolytica@Seq_3378	tr|Q6CF53|Q6CF53_YARLI
OG0002188	P43563	tr|A0A1E3Q013|A0A1E3Q013_LIPST	Tortispora_caseinolytica@Seq_3344	tr|Q6CGQ2|Q6CGQ2_YARLI
OG0002189	P33201	tr|A0A1E3QFE2|A0A1E3QFE2_LIPST	Tortispora_caseinolytica@Seq_2873	tr|Q6BZS2|Q6BZS2_YARLI
OG0002190	P22148	tr|A0A1E3PUH9|A0A1E3PUH9_LIPST	Tortispora_caseinolytica@Seq_4514, Tortispora_caseinolytica@Seq_967	
OG0002191	P52918	tr|A0A1E3QB78|A0A1E3QB78_LIPST	Tortispora_caseinolytica@Seq_117	tr|Q6CAA7|Q6CAA7_YARLI
OG0002192	P25336	tr|A0A1E3QDQ1|A0A1E3QDQ1_LIPST	Tortispora_caseinolytica@Seq_1049	sp|Q6CHE5|MSH3_YARLI
OG0002193	P53163	tr|A0A1E3Q8A0|A0A1E3Q8A0_LIPST	Tortispora_caseinolytica@Seq_4009	tr|Q6C1C1|Q6C1C1_YARLI
OG0002194	P40562	tr|A0A1E3Q1P5|A0A1E3Q1P5_LIPST	Tortispora_caseinolytica@Seq_187	tr|Q6CB95|Q6CB95_YARLI
OG0002195	Q12404	tr|A0A1E3QGS5|A0A1E3QGS5_LIPST	Tortispora_caseinolytica@Seq_3636	tr|Q6BZZ7|Q6BZZ7_YARLI
OG0002196	Q02046	tr|A0A1E3Q1W1|A0A1E3Q1W1_LIPST	Tortispora_caseinolytica@Seq_1372	tr|Q6CEX7|Q6CEX7_YARLI
OG0002197	P38069, P46982	tr|A0A1E3PUP1|A0A1E3PUP1_LIPST		tr|Q6CH20|Q6CH20_YARLI
OG0002198	P53123	tr|A0A1E3Q1D3|A0A1E3Q1D3_LIPST	Tortispora_caseinolytica@Seq_4322	tr|Q6C3V1|Q6C3V1_YARLI
OG0002199	P32829	tr|A0A1E3Q2U1|A0A1E3Q2U1_LIPST	Tortispora_caseinolytica@Seq_1688	tr|Q6CEM3|Q6CEM3_YARLI
OG0002200	Q99189	tr|A0A1E3QAH2|A0A1E3QAH2_LIPST	Tortispora_caseinolytica@Seq_4122	tr|Q6CAP0|Q6CAP0_YARLI
OG0002201	P40364	tr|A0A1E3Q9H2|A0A1E3Q9H2_LIPST	Tortispora_caseinolytica@Seq_3178	tr|Q6C365|Q6C365_YARLI
OG0002202	P47083	tr|A0A1E3PY83|A0A1E3PY83_LIPST	Tortispora_caseinolytica@Seq_2623	tr|Q6CF59|Q6CF59_YARLI
OG0002203	Q03079	tr|A0A1E3Q9C1|A0A1E3Q9C1_LIPST	Tortispora_caseinolytica@Seq_2905	tr|Q6CCC1|Q6CCC1_YARLI
OG0002204	O75012	tr|A0A1E3PZU3|A0A1E3PZU3_LIPST	Tortispora_caseinolytica@Seq_3325	tr|Q6C291|Q6C291_YARLI
OG0002205	Q08925	tr|A0A1E3Q4B0|A0A1E3Q4B0_LIPST	Tortispora_caseinolytica@Seq_1638	tr|Q6CBU5|Q6CBU5_YARLI
OG0002206	P53157	tr|A0A1E3Q9S8|A0A1E3Q9S8_LIPST	Tortispora_caseinolytica@Seq_4156	tr|Q6C3F1|Q6C3F1_YARLI
OG0002207	P11914	tr|A0A1E3PWM3|A0A1E3PWM3_LIPST	Tortispora_caseinolytica@Seq_253	tr|Q6C1U0|Q6C1U0_YARLI
OG0002208	Q03834	tr|A0A1E3Q599|A0A1E3Q599_LIPST	Tortispora_caseinolytica@Seq_1924	tr|Q6C0A2|Q6C0A2_YARLI
OG0002209	P50108	tr|A0A1E3QG52|A0A1E3QG52_LIPST	Tortispora_caseinolytica@Seq_120	tr|Q6C4K9|Q6C4K9_YARLI
OG0002210	P47123	tr|A0A1E3Q609|A0A1E3Q609_LIPST	Tortispora_caseinolytica@Seq_2668	tr|Q6CG95|Q6CG95_YARLI
OG0002211	P54199	tr|A0A1E3Q7C6|A0A1E3Q7C6_LIPST	Tortispora_caseinolytica@Seq_1801	tr|Q6C2I8|Q6C2I8_YARLI
OG0002212	Q06106	tr|A0A1E3PYM3|A0A1E3PYM3_LIPST	Tortispora_caseinolytica@Seq_2106	sp|Q6CEW9|MRD1_YARLI
