Orthogroup	A.gossypii	K.marxianus	L.fermentati	s288c
OG0002674	tr|Q759W9|Q759W9_ASHGO	KMXK_0F04030	tr|A0A1G4MAK7|A0A1G4MAK7_LACFM	sp|P08539|GPA1_YEAST
OG0002675	tr|Q759J3|Q759J3_ASHGO	KMXK_0B06640	tr|A0A1G4MDR7|A0A1G4MDR7_LACFM	sp|Q12191|BUG1_YEAST
OG0002676	tr|Q754P8|Q754P8_ASHGO	KMXK_0B07660	tr|A0A1G4MJT1|A0A1G4MJT1_LACFM	sp|P53889|FMP41_YEAST
OG0002677	tr|Q758H9|Q758H9_ASHGO	KMXK_0A05330	tr|A0A1G4MJ40|A0A1G4MJ40_LACFM	sp|P53316|YG5B_YEAST
OG0002678	tr|Q75F64|Q75F64_ASHGO	KMXK_0C02010	tr|A0A1G4M737|A0A1G4M737_LACFM	sp|P09938|RIR2_YEAST
OG0002679	tr|Q75BN6|Q75BN6_ASHGO	KMXK_0G03460	tr|A0A1G4M7I1|A0A1G4M7I1_LACFM	sp|P34217|PIN4_YEAST
OG0002680	tr|Q753X6|Q753X6_ASHGO	KMXK_0B03140	tr|A0A1G4MB83|A0A1G4MB83_LACFM	sp|P32799|COX13_YEAST
OG0002681	tr|Q758Q4|Q758Q4_ASHGO	KMXK_0C06100	tr|A0A1G4M8B7|A0A1G4M8B7_LACFM	sp|P13586|ATC1_YEAST
OG0002682	tr|Q753T0|Q753T0_ASHGO	KMXK_0C06960	tr|A0A1G4MGT2|A0A1G4MGT2_LACFM	sp|P43613|ERJ5_YEAST
OG0002683	tr|Q753A2|Q753A2_ASHGO	KMXK_0C00470	tr|A0A1G4MAI9|A0A1G4MAI9_LACFM	sp|P40348|RFC2_YEAST
OG0002684	tr|Q75C93|Q75C93_ASHGO	KMXK_0G00280	tr|A0A1G4MCB9|A0A1G4MCB9_LACFM	sp|P32526|KAR9_YEAST
OG0002685	tr|Q759K2|Q759K2_ASHGO	KMXK_0B04030	tr|A0A1G4MDR1|A0A1G4MDR1_LACFM	sp|P22007|FNTB_YEAST
OG0002686	tr|Q75A94|Q75A94_ASHGO	KMXK_0E04190	tr|A0A1G4M6X6|A0A1G4M6X6_LACFM	sp|P23180|AIM17_YEAST
OG0002687	tr|Q75C96|Q75C96_ASHGO	KMXK_0G00310	tr|A0A1G4MCR1|A0A1G4MCR1_LACFM	sp|P39985|DPO5_YEAST
OG0002688	tr|Q750B2|Q750B2_ASHGO	KMXK_0E05030	tr|A0A1G4MJX4|A0A1G4MJX4_LACFM	sp|Q03768|GIR2_YEAST
OG0002689	tr|Q758B2|Q758B2_ASHGO	KMXK_0E00860	tr|A0A1G4MF49|A0A1G4MF49_LACFM	sp|P38148|PPS1_YEAST
OG0002690	tr|Q75DK0|Q75DK0_ASHGO	KMXK_0E02240	tr|A0A1G4MF55|A0A1G4MF55_LACFM	sp|P33314|BUD2_YEAST
OG0002691	tr|Q75DA6|Q75DA6_ASHGO	KMXK_0D00280	tr|A0A1G4M982|A0A1G4M982_LACFM	sp|P53741|BRE5_YEAST
OG0002692	tr|Q751I8|Q751I8_ASHGO	KMXK_0H01470	tr|A0A1G4M8C8|A0A1G4M8C8_LACFM	sp|P40075|SCS2_YEAST
OG0002693	tr|Q75DY3|Q75DY3_ASHGO	KMXK_0C05160	tr|A0A1G4MJI8|A0A1G4MJI8_LACFM	sp|Q12315|GLE1_YEAST
OG0002694	tr|Q750M6|Q750M6_ASHGO	KMXK_0F02380	tr|A0A1G4MKR8|A0A1G4MKR8_LACFM	sp|P38757|NEM1_YEAST
OG0002695	tr|Q752F2|Q752F2_ASHGO	KMXK_0A06960	tr|A0A1G4MHC4|A0A1G4MHC4_LACFM	sp|P25358|ELO2_YEAST
OG0002696	tr|Q758K3|Q758K3_ASHGO	KMXK_0A00830	tr|A0A1G4MI59|A0A1G4MI59_LACFM	sp|P29366|BEM1_YEAST
OG0002697	tr|Q75FA4|Q75FA4_ASHGO	KMXK_0C02300	tr|A0A1G4M748|A0A1G4M748_LACFM	sp|Q07799|YL007_YEAST
OG0002698	tr|Q752A2|Q752A2_ASHGO	KMXK_0A07540	tr|A0A1G4MGY3|A0A1G4MGY3_LACFM	sp|Q12232|SLP1_YEAST
OG0002699	tr|Q752B2|Q752B2_ASHGO	KMXK_0A07430	tr|A0A1G4MGS6|A0A1G4MGS6_LACFM	sp|P33339|TFC4_YEAST
OG0002700	tr|Q756P3|Q756P3_ASHGO	KMXK_0A06540	tr|A0A1G4M8S8|A0A1G4M8S8_LACFM	sp|P38277|YBY8_YEAST
OG0002701	tr|Q75BJ1|Q75BJ1_ASHGO	KMXK_0B03800	tr|A0A1G4MC57|A0A1G4MC57_LACFM	sp|Q08215|PEX15_YEAST
OG0002702	tr|Q75BP6|Q75BP6_ASHGO	KMXK_0H00530	tr|A0A1G4M7Q6|A0A1G4M7Q6_LACFM	sp|P02557|TBB_YEAST
OG0002703	tr|Q751X6|Q751X6_ASHGO	KMXK_0A07840	tr|A0A1G4MGV3|A0A1G4MGV3_LACFM	sp|P11710|FUS1_YEAST
OG0002704	tr|Q75AW2|Q75AW2_ASHGO	KMXK_0B06340	tr|A0A1G4MJ86|A0A1G4MJ86_LACFM	sp|P42838|LEM3_YEAST
OG0002705	tr|Q754C2|Q754C2_ASHGO	KMXK_0B06060	tr|A0A1G4MF02|A0A1G4MF02_LACFM	sp|Q3E6R5|YD381_YEAST
OG0002706	tr|Q755F5|Q755F5_ASHGO	KMXK_0H02250	tr|A0A1G4M9P3|A0A1G4M9P3_LACFM	sp|P35209|SPT21_YEAST
OG0002707	tr|Q75EK9|Q75EK9_ASHGO	KMXK_0F00920	tr|A0A1G4M9H1|A0A1G4M9H1_LACFM	sp|P32897|TIM23_YEAST
OG0002708	tr|Q759H7|Q759H7_ASHGO	KMXK_0F04650	tr|A0A1G4MBR6|A0A1G4MBR6_LACFM	sp|P38691|KSP1_YEAST
OG0002709	tr|Q756V4|Q756V4_ASHGO	KMXK_0D04630	tr|A0A1G4M6E6|A0A1G4M6E6_LACFM	sp|Q04632|COG8_YEAST
OG0002710	tr|Q75AJ9|Q75AJ9_ASHGO	KMXK_0H01840	tr|A0A1G4M7S8|A0A1G4M7S8_LACFM	sp|P39525|CEM1_YEAST
OG0002711	tr|Q757Q9|Q757Q9_ASHGO	KMXK_0A02870	tr|A0A1G4MFE8|A0A1G4MFE8_LACFM	sp|P23059|NAA38_YEAST
OG0002712	tr|Q75D87|Q75D87_ASHGO	KMXK_0F03210	tr|A0A1G4MEX7|A0A1G4MEX7_LACFM	sp|P25846|MSH1_YEAST
OG0002713	tr|Q74ZT2|Q74ZT2_ASHGO	KMXK_0C02890	tr|A0A1G4MKB8|A0A1G4MKB8_LACFM	sp|Q03834|MSH6_YEAST
OG0002714	tr|Q75D51|Q75D51_ASHGO	KMXK_0F01240	tr|A0A1G4MIS4|A0A1G4MIS4_LACFM	sp|P40017|YAT2_YEAST
OG0002715	tr|Q750W4|Q750W4_ASHGO	KMXK_0E05070	tr|A0A1G4MJW9|A0A1G4MJW9_LACFM	sp|P13663|DHAS_YEAST
OG0002716	tr|Q75B56|Q75B56_ASHGO	KMXK_0F05680	tr|A0A1G4MDP9|A0A1G4MDP9_LACFM	sp|P30775|RF1M_YEAST
OG0002717	tr|Q75BQ5|Q75BQ5_ASHGO	KMXK_0B03180	tr|A0A1G4M8H5|A0A1G4M8H5_LACFM	sp|P41546|HAC1_YEAST
OG0002718	tr|Q752R1|Q752R1_ASHGO	KMXK_0F01480	tr|A0A1G4M885|A0A1G4M885_LACFM	sp|P09624|DLDH_YEAST
OG0002719	tr|Q75CV3|Q75CV3_ASHGO	KMXK_0E01960	tr|A0A1G4M865|A0A1G4M865_LACFM	sp|Q06142|IMB1_YEAST
OG0002720	tr|Q74ZH3|Q74ZH3_ASHGO	KMXK_0C06800	tr|A0A1G4MGF5|A0A1G4MGF5_LACFM	sp|P40022|YEM4_YEAST
OG0002721	tr|Q754P7|Q754P7_ASHGO	KMXK_0B07670	tr|A0A1G4MJE9|A0A1G4MJE9_LACFM	sp|Q02100|SKO1_YEAST
OG0002722	tr|Q74ZE0|Q74ZE0_ASHGO	KMXK_0D02190	tr|A0A1G4MCM1|A0A1G4MCM1_LACFM	sp|P13188|SYQ_YEAST
OG0002723	tr|Q75AT1|Q75AT1_ASHGO	KMXK_0G02580	tr|A0A1G4MIQ6|A0A1G4MIQ6_LACFM	sp|Q12463|TRM11_YEAST
OG0002724	tr|Q75E64|Q75E64_ASHGO	KMXK_0E06140	tr|A0A1G4MJK9|A0A1G4MJK9_LACFM	sp|P53863|JJJ1_YEAST
OG0002725	tr|Q754L5|Q754L5_ASHGO	KMXK_0A02710	tr|A0A1G4MI44|A0A1G4MI44_LACFM	sp|P53901|INN1_YEAST
OG0002726	tr|Q753N2|Q753N2_ASHGO	KMXK_0H03840	tr|A0A1G4MEB7|A0A1G4MEB7_LACFM	sp|Q00578|RAD25_YEAST
OG0002727	tr|Q750Q3|Q750Q3_ASHGO	KMXK_0E05730	tr|A0A1G4MJQ5|A0A1G4MJQ5_LACFM	sp|P42073|REF2_YEAST
OG0002728	tr|Q75AP2|Q75AP2_ASHGO	KMXK_0E04800	tr|A0A1G4MB82|A0A1G4MB82_LACFM	sp|P40546|FAF1_YEAST
OG0002729	tr|Q75C35|Q75C35_ASHGO	KMXK_0C02420	tr|A0A1G4MEM3|A0A1G4MEM3_LACFM	sp|P12611|WHI2_YEAST
OG0002730	tr|Q752Q4|Q752Q4_ASHGO	KMXK_0F02760	tr|A0A1G4M7X5|A0A1G4M7X5_LACFM	sp|P43573|BUD27_YEAST
OG0002731	tr|Q75E08|Q75E08_ASHGO	KMXK_0B07600	tr|A0A1G4MJD9|A0A1G4MJD9_LACFM	sp|P53882|TDA7_YEAST
OG0002732	tr|Q74ZE8|Q74ZE8_ASHGO	KMXK_0E04590	tr|A0A1G4MB62|A0A1G4MB62_LACFM	sp|P40851|AXL1_YEAST
OG0002733	tr|Q74Z67|Q74Z67_ASHGO	KMXK_0F03170	tr|A0A1G4MF89|A0A1G4MF89_LACFM	sp|P53917|FAR11_YEAST
OG0002734	tr|Q758W2|Q758W2_ASHGO	KMXK_0E00180	tr|A0A1G4MC75|A0A1G4MC75_LACFM	sp|P32336|NUD1_YEAST
OG0002735	tr|Q755P3|Q755P3_ASHGO	KMXK_0G02460	tr|A0A1G4MF77|A0A1G4MF77_LACFM	sp|Q99188|RGS2_YEAST
OG0002736	tr|Q752A6|Q752A6_ASHGO	KMXK_0A07490	tr|A0A1G4MGW0|A0A1G4MGW0_LACFM	sp|P41832|BNI1_YEAST
OG0002737	tr|Q754E6|Q754E6_ASHGO	KMXK_0D03120	tr|A0A1G4MFE6|A0A1G4MFE6_LACFM	sp|P35181|AP1S1_YEAST
OG0002738	tr|Q75BF3|Q75BF3_ASHGO	KMXK_0D05030	tr|A0A1G4M6A1|A0A1G4M6A1_LACFM	sp|P11792|SCH9_YEAST
OG0002739	tr|Q755P4|Q755P4_ASHGO	KMXK_0G02440	tr|A0A1G4MET7|A0A1G4MET7_LACFM	sp|P32389|MET4_YEAST
OG0002740	tr|Q755H3|Q755H3_ASHGO	KMXK_0E03460	tr|A0A1G4M9A2|A0A1G4M9A2_LACFM	sp|Q12280|IQG1_YEAST
OG0002741	tr|Q74ZQ1|Q74ZQ1_ASHGO	KMXK_0C03690	tr|A0A1G4MKF3|A0A1G4MKF3_LACFM	sp|P40094|COG3_YEAST
OG0002742	tr|Q757F5|Q757F5_ASHGO	KMXK_0H00590	tr|A0A1G4MDF7|A0A1G4MDF7_LACFM	sp|O13547|CCW14_YEAST
OG0002743	tr|Q75DE5|Q75DE5_ASHGO	KMXK_0G02730	tr|A0A1G4MFD4|A0A1G4MFD4_LACFM	sp|Q05080|CYK2_YEAST
OG0002744	tr|Q75BP8|Q75BP8_ASHGO	KMXK_0H00550	tr|A0A1G4M7E5|A0A1G4M7E5_LACFM	sp|P43563|MOB2_YEAST
OG0002745	tr|Q75FA3|Q75FA3_ASHGO	KMXK_0C02260	tr|A0A1G4M6W6|A0A1G4M6W6_LACFM	sp|Q12287|COX17_YEAST
OG0002746	tr|Q75E36|Q75E36_ASHGO	KMXK_0E05870	tr|A0A1G4MJA6|A0A1G4MJA6_LACFM	sp|P40160|RIO2_YEAST
OG0002747	tr|Q758Z6|Q758Z6_ASHGO	KMXK_0G02480	tr|A0A1G4MC18|A0A1G4MC18_LACFM	sp|Q08817|SOG2_YEAST
OG0002748	tr|Q758R1|Q758R1_ASHGO	KMXK_0C01150	tr|A0A1G4MA63|A0A1G4MA63_LACFM	sp|Q04461|YM01_YEAST
OG0002749	tr|Q75EQ5|Q75EQ5_ASHGO	KMXK_0H03110	tr|A0A1G4MF29|A0A1G4MF29_LACFM	sp|P40013|BIM1_YEAST
OG0002750	tr|Q750G7|Q750G7_ASHGO	KMXK_0D03490	tr|A0A1G4M853|A0A1G4M853_LACFM	sp|Q12754|RRP12_YEAST
OG0002751	tr|Q75CL4|Q75CL4_ASHGO	KMXK_0F04150	tr|A0A1G4MAU0|A0A1G4MAU0_LACFM	sp|P34241|URB1_YEAST
OG0002752	tr|Q75DE0|Q75DE0_ASHGO	KMXK_0D03380	tr|A0A1G4MEX8|A0A1G4MEX8_LACFM	sp|P23748|MPIP_YEAST
OG0002753	tr|Q74ZM5|Q74ZM5_ASHGO	KMXK_0B01300	tr|A0A1G4MJM9|A0A1G4MJM9_LACFM	sp|P14737|RAD9_YEAST
OG0002754	tr|Q756M2|Q756M2_ASHGO	KMXK_0H03260	tr|A0A1G4M6P5|A0A1G4M6P5_LACFM	sp|Q00772|SLT2_YEAST
OG0002755	tr|Q75EP1|Q75EP1_ASHGO	KMXK_0H02150	tr|A0A1G4MBR9|A0A1G4MBR9_LACFM	sp|P38090|AGP2_YEAST
OG0002756	tr|Q75A76|Q75A76_ASHGO	KMXK_0A00930	tr|A0A1G4MI47|A0A1G4MI47_LACFM	sp|Q12194|YP066_YEAST
OG0002757	tr|Q75CJ4|Q75CJ4_ASHGO	KMXK_0G02320	tr|A0A1G4MDU3|A0A1G4MDU3_LACFM	sp|P20676|NUP1_YEAST
OG0002758	tr|Q75C12|Q75C12_ASHGO	KMXK_0B08120	tr|A0A1G4MHM4|A0A1G4MHM4_LACFM	sp|Q12044|RCN2_YEAST
OG0002759	tr|Q75EK7|Q75EK7_ASHGO	KMXK_0F00950	tr|A0A1G4M951|A0A1G4M951_LACFM	sp|P53720|DUS2_YEAST
OG0002760	tr|Q754U3|Q754U3_ASHGO	KMXK_0B02470	tr|A0A1G4MA10|A0A1G4MA10_LACFM	sp|P38328|ARPC1_YEAST
OG0002761	tr|Q759J6|Q759J6_ASHGO	KMXK_0B06670	tr|A0A1G4MDM9|A0A1G4MDM9_LACFM	sp|Q12368|SNU23_YEAST
OG0002762	tr|Q75DK3|Q75DK3_ASHGO	KMXK_0C00590	tr|A0A1G4MKX6|A0A1G4MKX6_LACFM	sp|P38749|YAP3_YEAST
OG0002763	tr|Q75EK0|Q75EK0_ASHGO	KMXK_0E03150	tr|A0A1G4M7G1|A0A1G4M7G1_LACFM	sp|P32772|UGX2_YEAST
OG0002764	tr|Q752R3|Q752R3_ASHGO	KMXK_0B07810	tr|A0A1G4M8E3|A0A1G4M8E3_LACFM	sp|P43577|GNA1_YEAST
OG0002765	tr|Q757H8|Q757H8_ASHGO	KMXK_0D02460	tr|A0A1G4M9U0|A0A1G4M9U0_LACFM	sp|Q99247|YO087_YEAST
OG0002766	tr|Q75EI2|Q75EI2_ASHGO	KMXK_0E04490	tr|A0A1G4MBH0|A0A1G4MBH0_LACFM	sp|P53262|VOA1_YEAST
OG0002767	tr|Q75DM0|Q75DM0_ASHGO	KMXK_0C00790	tr|A0A1G4M7X0|A0A1G4M7X0_LACFM	sp|P50276|MUP1_YEAST
OG0002768	tr|Q758A9|Q758A9_ASHGO	KMXK_0E00900	tr|A0A1G4MF33|A0A1G4MF33_LACFM	sp|P38351|PAF1_YEAST
OG0002769	tr|Q75AL6|Q75AL6_ASHGO	KMXK_0D03740	tr|A0A1G4MBW3|A0A1G4MBW3_LACFM	sp|P40541|SCC3_YEAST
OG0002770	tr|Q75AE4|Q75AE4_ASHGO	KMXK_0A02410	tr|A0A1G4MBW5|A0A1G4MBW5_LACFM	sp|Q08219|RRT8_YEAST
OG0002771	tr|Q75E81|Q75E81_ASHGO	KMXK_0B07450	tr|A0A1G4MJC7|A0A1G4MJC7_LACFM	sp|P11927|KAR1_YEAST
OG0002772	tr|Q74ZT0|Q74ZT0_ASHGO	KMXK_0C02910	tr|A0A1G4MK81|A0A1G4MK81_LACFM	sp|P21269|CCA1_YEAST
OG0002773	tr|Q752F5|Q752F5_ASHGO	KMXK_0A06940	tr|A0A1G4MGW5|A0A1G4MGW5_LACFM	sp|P09119|CDC6_YEAST
OG0002774	tr|Q759I3|Q759I3_ASHGO	KMXK_0C01910	tr|A0A1G4MBD2|A0A1G4MBD2_LACFM	sp|Q05468|RQC1_YEAST
OG0002775	tr|Q756D8|Q756D8_ASHGO	KMXK_0D06210	tr|A0A1G4MG68|A0A1G4MG68_LACFM	sp|Q04087|LRS4_YEAST
OG0002776	tr|Q754L2|Q754L2_ASHGO	KMXK_0A02680	tr|A0A1G4MI15|A0A1G4MI15_LACFM	sp|P38833|YHS7_YEAST
OG0002777	tr|Q75D95|Q75D95_ASHGO	KMXK_0B03300	tr|A0A1G4M6I1|A0A1G4M6I1_LACFM	sp|P20107|ZRC1_YEAST
OG0002778	tr|Q75A00|Q75A00_ASHGO	KMXK_0B08360	tr|A0A1G4MKP3|A0A1G4MKP3_LACFM	sp|P37302|APE3_YEAST
OG0002779	tr|Q758J0|Q758J0_ASHGO	KMXK_0A04550	tr|A0A1G4MBX0|A0A1G4MBX0_LACFM	sp|P40993|RMRP_YEAST
OG0002780	tr|Q75A84|Q75A84_ASHGO	KMXK_0E04300	tr|A0A1G4MD97|A0A1G4MD97_LACFM	sp|P53255|DRN1_YEAST
OG0002781	tr|Q75BA2|Q75BA2_ASHGO	KMXK_0G02990	tr|A0A1G4MBQ8|A0A1G4MBQ8_LACFM	sp|P38266|AIM3_YEAST
OG0002782	tr|Q751H5|Q751H5_ASHGO	KMXK_0C03450	tr|A0A1G4MI91|A0A1G4MI91_LACFM	sp|P38283|SLI15_YEAST
OG0002783	tr|Q754X0|Q754X0_ASHGO	KMXK_0F02270	tr|A0A1G4M9K0|A0A1G4M9K0_LACFM	sp|Q08921|TCO89_YEAST
OG0002784	tr|Q75DX3|Q75DX3_ASHGO	KMXK_0F00140	tr|A0A1G4MCY9|A0A1G4MCY9_LACFM	sp|P19735|PRP6_YEAST
OG0002785	tr|Q75CY2|Q75CY2_ASHGO	KMXK_0H00290	tr|A0A1G4M790|A0A1G4M790_LACFM	sp|P38634|SIC1_YEAST
OG0002786	tr|Q756I1|Q756I1_ASHGO	KMXK_0B00800	tr|A0A1G4MD13|A0A1G4MD13_LACFM	sp|Q04199|CAC2_YEAST
OG0002787	tr|Q757B9|Q757B9_ASHGO	KMXK_0A02000	tr|A0A1G4M6I0|A0A1G4M6I0_LACFM	sp|Q06698|YL419_YEAST
OG0002788	tr|Q752E5|Q752E5_ASHGO	KMXK_0A07040	tr|A0A1G4MH11|A0A1G4MH11_LACFM	sp|P32525|ECM25_YEAST
OG0002789	tr|Q755C6|Q755C6_ASHGO	KMXK_0D05720	tr|A0A1G4M9B9|A0A1G4M9B9_LACFM	sp|P38688|SRP72_YEAST
OG0002790	tr|Q752W8|Q752W8_ASHGO	KMXK_0F01960	tr|A0A1G4MJI0|A0A1G4MJI0_LACFM	sp|P09547|SWI1_YEAST
OG0002791	tr|Q75AL7|Q75AL7_ASHGO	KMXK_0D03750	tr|A0A1G4MB88|A0A1G4MB88_LACFM	sp|P40543|YIC4_YEAST
OG0002792	tr|Q754E0|Q754E0_ASHGO	KMXK_0A03680	tr|A0A1G4MJ62|A0A1G4MJ62_LACFM	sp|P38871|SSP1_YEAST
OG0002793	tr|Q756S4|Q756S4_ASHGO	KMXK_0H03530	tr|A0A1G4MIF8|A0A1G4MIF8_LACFM	sp|P38202|YBC8_YEAST
OG0002794	tr|Q75D91|Q75D91_ASHGO	KMXK_0F03250	tr|A0A1G4MEY0|A0A1G4MEY0_LACFM	sp|P53921|YNM2_YEAST
OG0002795	tr|Q75CJ0|Q75CJ0_ASHGO	KMXK_0G04180	tr|A0A1G4MDH1|A0A1G4MDH1_LACFM	sp|P10080|SSBP1_YEAST
OG0002796	tr|Q759M8|Q759M8_ASHGO	KMXK_0D00730	tr|A0A1G4MA41|A0A1G4MA41_LACFM	sp|P40208|GID8_YEAST
OG0002797	tr|Q750I3|Q750I3_ASHGO	KMXK_0D01180	tr|A0A1G4MB26|A0A1G4MB26_LACFM	sp|Q07825|FRA1_YEAST
OG0002798	tr|Q756U7|Q756U7_ASHGO	KMXK_0D04710	tr|A0A1G4M6A9|A0A1G4M6A9_LACFM	sp|P47160|ENT3_YEAST
OG0002799	tr|Q759B3|Q759B3_ASHGO	KMXK_0E01120	tr|A0A1G4MC84|A0A1G4MC84_LACFM	sp|P22023|KRE5_YEAST
OG0002800	tr|Q759D6|Q759D6_ASHGO	KMXK_0G00850	tr|A0A1G4M6U9|A0A1G4M6U9_LACFM	sp|Q07897|CMS1_YEAST
OG0002801	tr|Q759C1|Q759C1_ASHGO	KMXK_0E01200	tr|A0A1G4MC07|A0A1G4MC07_LACFM	sp|P34758|SCD5_YEAST
OG0002802	tr|Q759U4|Q759U4_ASHGO	KMXK_0D06290	tr|A0A1G4MG34|A0A1G4MG34_LACFM	sp|Q04226|TAF11_YEAST
OG0002803	tr|Q74ZU3|Q74ZU3_ASHGO	KMXK_0B01830	tr|A0A1G4MKB2|A0A1G4MKB2_LACFM	sp|Q03868|SPO71_YEAST
OG0002804	tr|Q75F59|Q75F59_ASHGO	KMXK_0C01960	tr|A0A1G4MDY4|A0A1G4MDY4_LACFM	sp|P53037|PSD2_YEAST
OG0002805	tr|Q754R0|Q754R0_ASHGO	KMXK_0B00450	tr|A0A1G4MKB5|A0A1G4MKB5_LACFM	sp|P40086|COX15_YEAST
OG0002806	tr|Q75AM0|Q75AM0_ASHGO	KMXK_0B05450	tr|A0A1G4M8C3|A0A1G4M8C3_LACFM	sp|P43609|RSC8_YEAST
OG0002807	tr|Q75E30|Q75E30_ASHGO	KMXK_0D02330	tr|A0A1G4MJB3|A0A1G4MJB3_LACFM	sp|Q01722|GCR2_YEAST
OG0002808	tr|Q75DH1|Q75DH1_ASHGO	KMXK_0F00420	tr|A0A1G4MKY6|A0A1G4MKY6_LACFM	sp|P36093|PHD1_YEAST
OG0002809	tr|Q755P5|Q755P5_ASHGO	KMXK_0G02430	tr|A0A1G4MF07|A0A1G4MF07_LACFM	sp|Q12241|VAM3_YEAST
OG0002810	tr|Q75E38|Q75E38_ASHGO	KMXK_0E05940	tr|A0A1G4MJN2|A0A1G4MJN2_LACFM	sp|P40157|VID27_YEAST
OG0002811	tr|Q754Z3|Q754Z3_ASHGO	KMXK_0F02110	tr|A0A1G4M9Q2|A0A1G4M9Q2_LACFM	sp|P53154|GUP1_YEAST
OG0002812	tr|Q752X8|Q752X8_ASHGO	KMXK_0A05790	tr|A0A1G4MHK8|A0A1G4MHK8_LACFM	sp|P38876|PTH_YEAST
OG0002813	tr|Q753P8|Q753P8_ASHGO	KMXK_0C07160	tr|A0A1G4MGI7|A0A1G4MGI7_LACFM	sp|P46655|SYEC_YEAST
OG0002814	tr|Q750X1|Q750X1_ASHGO	KMXK_0C01330	tr|A0A1G4MK09|A0A1G4MK09_LACFM	sp|Q12102|CFT2_YEAST
OG0002815	tr|Q759M0|Q759M0_ASHGO	KMXK_0A01380	tr|A0A1G4MAP9|A0A1G4MAP9_LACFM	sp|P05318|RLA1_YEAST
OG0002816	tr|Q75AP3|Q75AP3_ASHGO	KMXK_0E04790	tr|A0A1G4MBV3|A0A1G4MBV3_LACFM	sp|P07270|PHO4_YEAST
OG0002817	tr|Q75DW8|Q75DW8_ASHGO	KMXK_0F00200	tr|A0A1G4MCY6|A0A1G4MCY6_LACFM	sp|Q00816|REG1_YEAST
OG0002818	tr|Q750V8|Q750V8_ASHGO	KMXK_0E05130	tr|A0A1G4MJW6|A0A1G4MJW6_LACFM	sp|Q12163|NBP2_YEAST
OG0002819	tr|Q75DN2|Q75DN2_ASHGO	KMXK_0C00900	tr|A0A1G4MBX3|A0A1G4MBX3_LACFM	sp|Q05024|TRI1_YEAST
OG0002820	tr|Q755U5|Q755U5_ASHGO	KMXK_0F04260	tr|A0A1G4ME37|A0A1G4ME37_LACFM	sp|P53938|EOS1_YEAST
OG0002821	tr|Q752J7|Q752J7_ASHGO	KMXK_0E02830	tr|A0A1G4MD12|A0A1G4MD12_LACFM	sp|Q05926|GLRX8_YEAST
OG0002822	tr|Q75DX6|Q75DX6_ASHGO	KMXK_0D01300	tr|A0A1G4MCS6|A0A1G4MCS6_LACFM	sp|P38236|MUM2_YEAST
OG0002823	tr|Q752X1|Q752X1_ASHGO	KMXK_0C05090	tr|A0A1G4MJH9|A0A1G4MJH9_LACFM	sp|P23394|PRP28_YEAST
OG0002824	tr|Q755T6|Q755T6_ASHGO	KMXK_0D06490	tr|A0A1G4MGQ3|A0A1G4MGQ3_LACFM	sp|P40018|RSMB_YEAST
OG0002825	tr|Q75AP5|Q75AP5_ASHGO	KMXK_0E04770	tr|A0A1G4MBF4|A0A1G4MBF4_LACFM	sp|P05747|RL29_YEAST
OG0002826	tr|Q75E73|Q75E73_ASHGO	KMXK_0E06240	tr|A0A1G4MIY6|A0A1G4MIY6_LACFM	sp|P13134|KEX2_YEAST
OG0002827	tr|Q755D6|Q755D6_ASHGO	KMXK_0D05820	tr|A0A1G4M9A8|A0A1G4M9A8_LACFM	sp|Q08965|BMS1_YEAST
OG0002828	tr|Q750R9|Q750R9_ASHGO	KMXK_0E05540	tr|A0A1G4MJT3|A0A1G4MJT3_LACFM	sp|Q06245|SEC10_YEAST
OG0002829	tr|Q750Y4|Q750Y4_ASHGO	KMXK_0E04900	tr|A0A1G4MJY1|A0A1G4MJY1_LACFM	sp|Q03761|TAF12_YEAST
OG0002830	tr|Q756V5|Q756V5_ASHGO	KMXK_0D04620	tr|A0A1G4M6D5|A0A1G4M6D5_LACFM	sp|P32366|VA0D_YEAST
OG0002831	tr|Q750L4|Q750L4_ASHGO	KMXK_0C01310	tr|A0A1G4M844|A0A1G4M844_LACFM	sp|P43583|BLM10_YEAST
OG0002832	tr|Q75AD9|Q75AD9_ASHGO	KMXK_0C03040	tr|A0A1G4MKG4|A0A1G4MKG4_LACFM	sp|P23201|SPA2_YEAST
OG0002833	tr|Q754D5|Q754D5_ASHGO	KMXK_0B05860	tr|A0A1G4MER1|A0A1G4MER1_LACFM	sp|Q12386|ARP8_YEAST
OG0002834	tr|Q75D93|Q75D93_ASHGO	KMXK_0F03260	tr|A0A1G4MEZ3|A0A1G4MEZ3_LACFM	sp|P07213|TOM70_YEAST
OG0002835	tr|Q754P5|Q754P5_ASHGO	KMXK_0B07690	tr|A0A1G4MJH4|A0A1G4MJH4_LACFM	sp|P53890|BNI5_YEAST
OG0002836	tr|Q757E8|Q757E8_ASHGO	KMXK_0D04880	tr|A0A1G4MD71|A0A1G4MD71_LACFM	sp|P32794|AFG2_YEAST
OG0002837	tr|Q757D5|Q757D5_ASHGO	KMXK_0D04720	tr|A0A1G4MDI4|A0A1G4MDI4_LACFM	sp|Q06070|YL407_YEAST
OG0002838	tr|Q75DY6|Q75DY6_ASHGO	KMXK_0C05130	tr|A0A1G4MJI9|A0A1G4MJI9_LACFM	sp|Q03780|YD239_YEAST
