"protein","Gene","orthogroup"
"Q12016","YOL129W","S+KLZ-Single"
"Q12017","YOR281C","S+KLZ-Single"
"Q12018","YDL132W","S+KLZ-Single"
"Q12019","YLR106C","S+KLZ-Single"
"Q12021","YDR030C","S+KLZ-Single"
"Q12024","YOR272W","S+KLZ-Single"
"Q12025","YDR056C","S+KLZ-Single"
"Q12027","YDL176W","S+KLZ-Single"
"Q12028","YPR029C","S+KLZ-Single"
"Q12029","YOR271C","S+KLZ-Single"
"Q12030","YDR167W","S+KLZ-Single"
"Q12031","YPR006C","S+KLZ-Single"
"Q12032","YOR215C","S+KLZ-Single"
"Q12033","YOR275C","S+KLZ-Single"
"Q12035","YLR051C","S+KLZ-Single"
"Q12036","YPL148C","S+KLZ-Single"
"Q12039","YOL095C","S+KLZ-Single"
"Q12040","YOR283W","S+KLZ-Single"
"Q12041","YDR253C","S+KLZ-Single"
"Q12042","YPL162C","S+KLZ-Single"
"Q12044","YOR220W","S+KLZ-Single"
"Q12046","YDL209C","S+KLZ-Single"
"Q12049","YPR045C","S+KLZ-Single"
"Q12050","YOR144C","S+KLZ-Single"
"Q12051","YPL069C","S+KLZ-Single"
"Q12052","YPL157W","S+KLZ-Single"
"Q12055","YDL166C","S+KLZ-Single"
"Q12057","YOR104W","S+KLZ-Single"
"Q12059","YPL003W","S+KLZ-Single"
"Q12060","YPL254W","S+KLZ-Single"
"Q12063","YDL193W","S+KLZ-Single"
"Q12066","YDL089W","S+KLZ-Single"
"Q12067","YOR079C","S+KLZ-Single"
"Q12071","YDR027C","S+KLZ-Single"
"Q12072","YLR095C","S+KLZ-Single"
"Q12074","YPR069C","S+KLZ-Single"
"Q12080","YPL146C","S+KLZ-Single"
"Q12082","YDL157C","S+KLZ-Single"
"Q12083","YPL164C","S+KLZ-Single"
"Q12084","YDR020C","S+KLZ-Single"
"Q12089","YPL005W","S+KLZ-Single"
"Q12090","YLR107W","S+KLZ-Single"
"Q12091","YPL170W","S+KLZ-Single"
"Q12092","YPL166W","S+KLZ-Single"
"Q12093","YDL033C","S+KLZ-Single"
"Q12094","YOR006C","S+KLZ-Single"
"Q12096","YOR320C","S+KLZ-Single"
"Q12098","YLR135W","S+KLZ-Single"
"Q12099","YDR021W","S+KLZ-Single"
"Q12100","YDL025C","S+KLZ-Single"
"Q12102","YLR115W","S+KLZ-Single"
"Q12104","YOR166C","S+KLZ-Single"
"Q12106","YOR228C","S+KLZ-Single"
"Q12107","YLR102C","S+KLZ-Single"
"Q12108","YOR118W","S+KLZ-Single"
"Q12109","YOL097C","S+KLZ-Single"
"Q12110","YLR049C","S+KLZ-Single"
"Q12114","YLR330W","S+KLZ-Single"
"Q12116","YDR105C","S+KLZ-Single"
"Q12118","YOR007C","S+KLZ-Single"
"Q12124","YDL005C","S+KLZ-Single"
"Q12125","YOR164C","S+KLZ-Single"
"Q12127","YLR110C","S+KLZ-Single"
"Q12129","YLR363C","S+KLZ-Single"
"Q12133","YLR066W","S+KLZ-Single"
"Q12136","YDL153C","S+KLZ-Single"
"Q12139","YPR022C","S+KLZ-Single"
"Q12142","YDL149W","S+KLZ-Single"
"Q12143","YPL233W","S+KLZ-Single"
"Q12144","YLR064W","S+KLZ-Single"
"Q12146","YOL146W","S+KLZ-Single"
"Q12149","YOR001W","S+KLZ-Single"
"Q12150","YLR087C","S+KLZ-Single"
"Q12151","YDR213W","S+KLZ-Single"
"Q12152","YPL150W","S+KLZ-Single"
"Q12154","YDL100C","S+KLZ-Single"
"Q12155","YLR050C","S+KLZ-Single"
"Q12156","YDR063W","S+KLZ-Single"
"Q12157","YDL008W","S+KLZ-Single"
"Q12158","YDL003W","S+KLZ-Single"
"Q12159","YDR381W","S+KLZ-Single"
"Q12160","YPR063C","S+KLZ-Single"
"Q12161","YOL054W","S+KLZ-Single"
"Q12163","YDR162C","S+KLZ-Single"
"Q12164","YLL023C","S+KLZ-Single"
"Q12165","YDL004W","S+KLZ-Single"
"Q12167","YDR065W","S+KLZ-Single"
"Q12171","YOR147W","S+KLZ-Single"
"Q12175","YDL154W","S+KLZ-Single"
"Q12176","YDR060W","S+KLZ-Single"
"Q12177","YLL056C","S+KLZ-Single"
"Q12178","YPR062W","S+KLZ-Single"
"Q12179","YPL245W","S+KLZ-Single"
"Q12181","YPR048W","S+KLZ-Single"
"Q12184","YPL252C","S+KLZ-Single"
"Q12186","YLR116W","S+KLZ-Single"
"Q12188","YPR007C","S+KLZ-Single"
"Q12189","YOR095C","S+KLZ-Single"
"Q12191","YDL099W","S+KLZ-Single"
"Q12192","YOR279C","S+KLZ-Single"
"Q12194","YPL066W","S+KLZ-Single"
"Q12196","YOR119C","S+KLZ-Single"
"Q12198","YLL058W","S+KLZ-Single"
"Q12199","YPR040W","S+KLZ-Single"
"Q12200","YPL006W","S+KLZ-Single"
"Q12202","YLR054C","S+KLZ-Single"
"Q12204","YOR022C","S+KLZ-Single"
"Q12205","YLR057W","S+KLZ-Single"
"Q12208","YLR132C","S+KLZ-Single"
"Q12209","YLR047C","S+KLZ-Single"
"Q12211","YPL212C","S+KLZ-Single"
"Q12212","YOR137C","S+KLZ-Single"
"Q12214","YPR068C","S+KLZ-Single"
"Q12219","YOR114W","S+KLZ-Single"
"Q12220","YLR129W","S+KLZ-Single"
"Q12223","YDL059C","S+KLZ-Single"
"Q12229","YDL091C","S+KLZ-Single"
"Q12230","YPL004C","S+KLZ-Single"
"Q12232","YOR154W","S+KLZ-Single"
"Q12233","YPR020W","S+KLZ-Single"
"Q12234","YOR216C","S+KLZ-Single"
"Q12235","YLL055W","S+KLZ-Single"
"Q12239","YOL107W","S+KLZ-Single"
"Q12241","YOR106W","S+KLZ-Single"
"Q12242","YOR138C","S+KLZ-Single"
"Q12245","YPL144W","S+KLZ-Single"
"Q12247","YLR068W","S+KLZ-Single"
"Q12248","YDR016C","S+KLZ-Single"
"Q12250","YDL147W","S+KLZ-Single"
"Q12251","YPR011C","S+KLZ-Single"
"Q12255","YLR093C","S+KLZ-Single"
"Q12256","YOR273C","S+KLZ-Single"
"Q12257","YDL177C","S+KLZ-Single"
"Q12262","YPR046W","S+KLZ-Single"
"Q12265","YOL061W","S+KLZ-Single"
"Q12267","YLR086W","S+KLZ-Single"
"Q12270","YPL246C","S+KLZ-Single"
"Q12272","YOL102C","S+KLZ-Single"
"Q12275","YOR093C","S+KLZ-Single"
"Q12276","YOR227W","S+KLZ-Single"
"Q12277","YDL111C","S+KLZ-Single"
"Q12280","YPL242C","S+KLZ-Single"
"Q12283","YOR221C","S+KLZ-Single"
"Q12284","YPR037C","S+KLZ-Single"
"Q12285","YOL111C","S+KLZ-Single"
"Q12287","YLL009C","S+KLZ-Single"
"Q12288","YLR126C","S+KLZ-Single"
"Q12289","YOR100C","S+KLZ-Single"
"Q12291","YLR063W","S+KLZ-Single"
"Q12296","YOL060C","S+KLZ-Single"
"Q12297","YPL011C","S+KLZ-Single"
"Q12298","YDR061W","S+KLZ-Single"
"Q12301","YDL180W","S+KLZ-Single"
"Q12305","YOR285W","S+KLZ-Single"
"Q12306","YDR510W","S+KLZ-Single"
"Q12308","YPL007C","S+KLZ-Single"
"Q12309","YLR117C","S+KLZ-Single"
"Q12311","YPR031W","S+KLZ-Single"
"Q12314","YOR021C","S+KLZ-Single"
"Q12315","YDL207W","S+KLZ-Single"
"Q12318","YLR376C","S+KLZ-Single"
"Q12320","YOR040W","S+KLZ-Single"
"Q12321","YPR070W","S+KLZ-Single"
"Q12322","YOL114C","S+KLZ-Single"
"Q12324","YOR087W","S+KLZ-Single"
"Q12328","YDL217C","S+KLZ-Single"
"Q12329","YDR171W","S+KLZ-Single"
"Q12330","YOR159C","S+KLZ-Single"
"Q12331","YDR262W","S+KLZ-Single"
"Q12334","YDL139C","S+KLZ-Single"
"Q12335","YDR032C","S+KLZ-Single"
"Q12339","YOR004W","S+KLZ-Single"
"Q12341","YPL001W","S+KLZ-Single"
"Q12342","YDL146W","S+KLZ-Single"
"Q12343","YOR174W","S+KLZ-Single"
"Q12344","YPL249C","S+KLZ-Single"
"Q12345","YLR052W","S+KLZ-Single"
"Q12347","YLR097C","S+KLZ-Single"
"Q12348","YOL117W","S+KLZ-Single"
"Q12349","YLR295C","S+KLZ-Single"
"Q12350","YPR061C","S+KLZ-Single"
"Q12354","YLR118C","S+KLZ-Single"
"Q12358","YLL057C","S+KLZ-Single"
"Q12359","YDR384C","S+KLZ-Single"
"Q12361","YDL035C","S+KLZ-Single"
"Q12362","YOL066C","S+KLZ-Single"
"Q12365","YPL255W","S+KLZ-Single"
"Q12366","YOL104C","S+KLZ-Single"
"Q12367","YLR137W","S+KLZ-Single"
"Q12368","YDL098C","S+KLZ-Single"
"Q12369","YLL003W","S+KLZ-Single"
"Q12374","YPR155C","S+KLZ-Single"
"Q12375","YOR130C","S+KLZ-Single"
"Q12377","YDL097C","S+KLZ-Single"
"Q12379","YDR260C","S+KLZ-Single"
"Q12380","YPL149W","S+KLZ-Single"
"Q12382","YOR311C","S+KLZ-Single"
"Q12383","YOL125W","S+KLZ-Single"
"Q12386","YOR141C","S+KLZ-Single"
"Q12387","YOL076W","S+KLZ-Single"
"Q12389","YDL031W","S+KLZ-Single"
"Q12393","YLR091W","S+KLZ-Single"
"Q12395","YLR128W","S+KLZ-Single"
"Q12398","YOR032C","S+KLZ-Single"
"Q12400","YOL093W","S+KLZ-Single"
"Q12402","YPR028W","S+KLZ-Single"
"Q12403","YDL018C","S+KLZ-Single"
"Q12404","YOR288C","S+KLZ-Single"
"Q12405","YOR084W","S+KLZ-Single"
"Q12406","YPR034W","S+KLZ-Single"
"Q12408","YDL046W","S+KLZ-Single"
"Q12411","YOL091W","S+KLZ-Single"
"Q12412","YOR161C","S+KLZ-Single"
"Q12417","YPL151C","S+KLZ-Single"
"Q12418","YLR094C","S+KLZ-Single"
"Q12420","YOR308C","S+KLZ-Single"
"Q12421","YDR022C","S+KLZ-Single"
"Q12424","YDL206W","S+KLZ-Single"
"Q12425","YPR067W","S+KLZ-Single"
"Q12427","YDR169C","S+KLZ-Single"
"Q12428","YPR002W","S+KLZ-Single"
"Q12429","YLR143W","S+KLZ-Single"
"Q12431","YLL014W","S+KLZ-Single"
"Q12432","YPR023C","S+KLZ-Single"
"Q12433","YOR023C","S+KLZ-Single"
"Q12434","YDL135C","S+KLZ-Single"
"Q12440","YLR127C","S+KLZ-Single"
"Q12445","YLR018C","S+KLZ-Single"
"Q12446","YOR181W","S+KLZ-Single"
"Q12447","YDR071C","S+KLZ-Single"
"Q12449","YDR214W","S+KLZ-Single"
"Q12450","YOR016C","S+KLZ-Single"
"Q12452","YLR100W","S+KLZ-Single"
"Q12453","YOR112W","S+KLZ-Single"
"Q12454","YDR067C","S+KLZ-Single"
"Q12455","YLR146C","S+KLZ-Single"
"Q12460","YLR197W","S+KLZ-Single"
"Q12461","YPL152W","S+KLZ-Single"
"Q12462","YOL147C","S+KLZ-Single"
"Q12463","YOL124C","S+KLZ-Single"
"Q12464","YPL235W","S+KLZ-Single"
"Q12465","YLR084C","S+KLZ-Single"
"Q12466","YOR086C","S+KLZ-Single"
"Q12467","YPL168W","S+KLZ-Single"
"Q12468","YDL216C","S+KLZ-Single"
"Q12471","YOL136C","S+KLZ-Single"
"Q12480","YPR004C","S+KLZ-Single"
"Q12481","YOR287C","S+KLZ-Single"
"Q12482","YPR021C","S+KLZ-Single"
"Q12483","YPL002C","S+KLZ-Single"
"Q12486","YOR131C","S+KLZ-Single"
"Q12487","YOR150W","S+KLZ-Single"
"Q12488","YDR013W","S+KLZ-Single"
"Q12489","YDL012C","S+KLZ-Single"
"Q12493","YDR383C","S+KLZ-Single"
"Q12494","YDR017C","S+KLZ-Single"
"Q12495","YPR018W","S+KLZ-Single"
"Q12496","YOL098C","S+KLZ-Single"
"Q12497","YDR070C","S+KLZ-Single"
"Q12498","YPL156C","S+KLZ-Single"
"Q12499","YOR310C","S+KLZ-Single"
"Q12500","YLR114C","S+KLZ-Single"
"Q12502","YOR322C","S+KLZ-Single"
"Q12504","YDR257C","S+KLZ-Single"
"Q12505","YPL026C","S+KLZ-Single"
"Q12507","YOR315W","S+KLZ-Single"
"Q12508","YDR255C","S+KLZ-Single"
"Q12509","YLR085C","S+KLZ-Single"
"Q12510","YDL156W","S+KLZ-Single"
"Q12511","YOR090C","S+KLZ-Single"
"Q12512","YOL154W","S+KLZ-Single"
"Q12513","YDL110C","S+KLZ-Single"
"Q12514","YPR072W","S+KLZ-Single"
"Q12515","YDL173W","S+KLZ-Single"
"Q12516","YDL133W","S+KLZ-Single"
"Q12517","YOL149W","S+KLZ-Single"
"Q12520","YPL244C","S+KLZ-Single"
"Q12522","YPR016C","S+KLZ-Single"
"Q12523","YPL247C","S+KLZ-Single"
"Q12524","YLR151C","S+KLZ-Single"
"Q12527","YPR049C","S+KLZ-Single"
"Q12529","YPL165C","S+KLZ-Single"
"Q12530","YLR145W","S+KLZ-Single"
"Q12532","YPL009C","S+KLZ-Single"
"Q12674","YMR162C","S+KLZ-Single"
"Q12676","YMR113W","S+KLZ-Single"
"Q12680","YDL171C","S+KLZ-Single"
"Q12692","YOL012C","S+KLZ-Single"
"Q12697","YOR291W","S+KLZ-Single"
"Q12743","YDR411C","S+KLZ-Single"
"Q12745","YLR440C","S+KLZ-Single"
"Q12746","YML125C","S+KLZ-Single"
"Q12748","YLR381W","S+KLZ-Single"
"Q12749","YLR383W","S+KLZ-Single"
"Q12751","YMR185W","S+KLZ-Single"
"Q12754","YPL012W","S+KLZ-Single"
"Q2V2P4","YIL156W-B","S+KLZ-Single"
"Q2V2P5","YIL102C-A","S+KLZ-Single"
"Q2V2P8","YDR374W-A","S+KLZ-Single"
"Q2V2P9","YDR119W-A","S+KLZ-Single"
"Q2V2Q1","YCL058W-A","S+KLZ-Single"
"Q3E6R5","YDR381C-A","S+KLZ-Single"
"Q3E705","YGR271C-A","S+KLZ-Single"
"Q3E731","YLL018C-A","S+KLZ-Single"
"Q3E743","YJR112W-A","S+KLZ-Single"
"Q3E747","YLR363W-A","S+KLZ-Single"
"Q3E752","YPR036W-A","S+KLZ-Single"
"Q3E756","YBL029C-A","S+KLZ-Single"
"Q3E764","YLR262C-A","S+KLZ-Single"
"Q3E776","YBR255C-A","S+KLZ-Single"
"Q3E784","YER180C-A","S+KLZ-Single"
"Q3E785","YDR379C-A","S+KLZ-Single"
"Q3E790","YBR058C-A","S+KLZ-Single"
"Q3E793","YAL044W-A","S+KLZ-Single"
"Q3E795","YLR361C-A","S+KLZ-Single"
"Q3E798","YLR099W-A","S+KLZ-Single"
"Q3E7A3","YJL133C-A","S+KLZ-Single"
"Q3E7A4","YBL059C-A","S+KLZ-Single"
"Q3E7A7","YKL018C-A","S+KLZ-Single"
"Q3E7A8","YNL162W-A","S+KLZ-Single"
"Q3E7A9","YMR194C-B","S+KLZ-Single"
"Q3E7B0","YER053C-A","S+KLZ-Single"
"Q3E7B2","YJL062W-A","S+KLZ-Single"
"Q3E7B6","YCL005W-A","S+KLZ-Single"
"Q3E7B7","YDL085C-A","S+KLZ-Single"
"Q3E7C1","YDR079C-A","S+KLZ-Single"
"Q3E823","YPL189C-A","S+KLZ-Single"
"Q3E824","YOR020W-A","S+KLZ-Single"
"Q3E825","YLR307C-A","S+KLZ-Single"
"Q3E828","YJL127C-B","S+KLZ-Single"
"Q3E829","YDL160C-A","S+KLZ-Single"
"Q3E830","YCR075W-A","S+KLZ-Single"
"Q3E833","YKR095W-A","S+KLZ-Single"
"Q3E834","YER074W-A","S+KLZ-Single"
"Q3E835","YOL086W-A","S+KLZ-Single"
"Q3E840","YBL071W-A","S+KLZ-Single"
"Q3E842","YMR122W-A","S+KLZ-Single"
"Q3E846","YMR244C-A","S+KLZ-Single"
"Q6Q546","YNR032C-A","S+KLZ-Single"
"Q6Q547","YHR072W-A","S+KLZ-Single"
"Q6Q560","YER048W-A","S+KLZ-Single"
"Q6WNK7","YBR111W-A","S+KLZ-Single"
"Q86ZR7","YKL033W-A","S+KLZ-Single"
"Q8J0M4","YCL012C","S+KLZ-Single"
"Q8TGJ3","YNL024C-A","S+KLZ-Single"
"Q92316","YGL226C-A","S+KLZ-Single"
"Q92317","YDR397C","S+KLZ-Single"
"Q92325","YOL025W","S+KLZ-Single"
"Q92328","YOL009C","S+KLZ-Single"
"Q92331","YOR069W","S+KLZ-Single"
"Q96VH4","YCL026C-B","S+KLZ-Single"
"Q96VH5","YCL057C-A","S+KLZ-Single"
"Q99176","YLR119W","S+KLZ-Single"
"Q99177","YPR057W","S+KLZ-Single"
"Q99181","YOR319W","S+KLZ-Single"
"Q99186","YOL062C","S+KLZ-Single"
"Q99188","YOR107W","S+KLZ-Single"
"Q99189","YOR160W","S+KLZ-Single"
"Q99190","YDL015C","S+KLZ-Single"
"Q99207","YDL148C","S+KLZ-Single"
"Q99210","YOR111W","S+KLZ-Single"
"Q99216","YOR145C","S+KLZ-Single"
"Q99220","YDR057W","S+KLZ-Single"
"Q99222","YOR129C","S+KLZ-Single"
"Q99234","YOR030W","S+KLZ-Single"
"Q99247","YOL087C","S+KLZ-Single"
"Q99257","YPL169C","S+KLZ-Single"
"Q99258","YDR487C","S+KLZ-Single"
"Q99260","YLR262C","S+KLZ-Single"
"Q99271","YLR138W","S+KLZ-Single"
"Q99278","YMR112C","S+KLZ-Single"
"Q99287","YOR165W","S+KLZ-Single"
"Q99288","YDR051C","S+KLZ-Single"
"Q99296","YLR149C","S+KLZ-Single"
"Q99297","YOR222W","S+KLZ-Single"
"Q99299","YPL158C","S+KLZ-Single"
"Q99312","YOR155C","S+KLZ-Single"
"Q99314","YOR213C","S+KLZ-Single"
"Q99316","YOL088C","S+KLZ-Single"
"Q99321","YOR163W","S+KLZ-Single"
"Q99325","YOR152C","S+KLZ-Single"
"Q99344","YPR066W","S+KLZ-Single"
"Q99359","YDR014W","S+KLZ-Single"
"Q99369","YOR280C","S+KLZ-Single"
"Q99373","YPL159C","S+KLZ-Single"
"Q99380","YDL232W","S+KLZ-Single"
"Q99382","YLR065C","S+KLZ-Single"
"Q99383","YOL123W","S+KLZ-Single"
"Q99385","YDL128W","S+KLZ-Single"
"Q99394","YOR115C","S+KLZ-Single"
"Q9P305","YHR132W-A","S+KLZ-Single"
"Q9URQ3","YLR316C","S+KLZ-Single"
"Q9URQ5","YCR020W-B","S+KLZ-Single"
