"protein","Gene","Group"
"Q07442","YDL070W","GroupIV"
"P38176","YBL089W","GroupIV"
"P38287","YBR161W","GroupIV"
"Q06469","YPR158W","GroupIV"
"Q03220","YMR180C","GroupIV"
"P43497","YKL096W-A","GroupIV"
"P47001","YJL158C","GroupIV"
"P24871","YLR210W","GroupIV"
"P20438","YPL256C","GroupIV"
"P30283","YPR120C","GroupIV"
"P43635","YPR001W","GroupIV"
"P14066","YDL069C","GroupIV"
"P32943","YGR109C","GroupIV"
"P39976","YEL071W","GroupIV"
"P36130","YKR036C","GroupIV"
"Q01649","YMR198W","GroupIV"
"P20437","YMR199W","GroupIV"
"P40955","YJL099W","GroupIV"
"P24868","YGR108W","GroupIV"
"P32448","YDL197C","GroupIV"
"P36973","YDR441C","GroupIV"
"P38731","YHL040C","GroupIV"
"P41698","YLR353W","GroupIV"
"P38041","YBL085W","GroupIV"
"P53226","YGR041W","GroupIV"
"Q05611","YDR275W","GroupIV"
"P14772","YLL015W","GroupIV"
"P53836","YNL278W","GroupIV"
"P50090","YGR238C","GroupIV"
"O13555","YLR331C","GroupIV"
"P01149","YPL187W","GroupIV"
"P01094","YMR174C","GroupIV"
"P25389","YCL024W","GroupIV"
"P39005","YJL174W","GroupIV"
"Q03036","YDR540C","GroupIV"
"P39962","YER123W","GroupIV"
"Q02733","YPL017C","GroupIV"
"P36115","YKR019C","GroupIV"
"Q03361","YDR475C","GroupIV"
"P27466","YFR014C","GroupIV"
"Q03419","YDR492W","GroupIV"
"P36066","YKL133C","GroupIV"
"P33550","YKR061W","GroupIV"
"P54070","YPL053C","GroupIV"
"P53966","YNL029C","GroupIV"
"P34165","YDR461W","GroupIV"
"P36004","YKL168C","GroupIV"
"P27810","YOR099W","GroupIV"
"P32435","YGL089C","GroupIV"
"P38800","YHR080C","GroupIV"
"Q12246","YOR171C","GroupIV"
"Q06147","YLR260W","GroupIV"
"P50112","YDL049C","GroupIV"
"P38130","YBR205W","GroupIV"
"Q12525","YLL062C","GroupIV"
"P40578","YIR033W","GroupIV"
"Q08001","YLR072W","GroupIV"
"Q04322","YMR192W","GroupIV"
"Q03281","YDR458C","GroupIV"
"P39717","YAL056W","GroupIV"
"Q08929","YPL189W","GroupIV"
"P35843","YOR237W","GroupIV"
"Q12373","YLL022C","GroupIV"
"P14064","YKL109W","GroupIV"
"P40036","YER054C","GroupIV"
"P25373","YCL035C","GroupIV"
"Q08886","YOR371C","GroupIV"
"P43623","YFR055W","GroupIV"
"Q03020","YPL135W","GroupIV"
"P47056","YJL037W","GroupIV"
"Q06098","YPR106W","GroupIV"
"P36148","YKR067W","GroupIV"
"P32642","YER174C","GroupIV"
"P0CE11","YER039C","GroupIV"
"Q03835","YDR098C","GroupIV"
"P38785","YHR061C","GroupIV"
"Q03016","YPL137C","GroupIV"
"P40581","YIR037W","GroupIV"
"Q06336","YDR358W","GroupIV"
"P42944","YJL110C","GroupIV"
"P38143","YBR244W","GroupIV"
"P41809","YDR420W","GroupIV"
"P38922","YNL004W","GroupIV"
"Q04429","YDR528W","GroupIV"
"P47175","YJR147W","GroupIV"
"P39979","YEL066W","GroupIV"
"P34244","YKL101W","GroupIV"
"P36014","YKL026C","GroupIV"
"Q12068","YOL151W","GroupIV"
"Q08416","YOR044W","GroupIV"
"Q08118","YOL015W","GroupIV"
"P06775","YGR191W","GroupIV"
"Q04432","YDR533C","GroupIV"
"Q08969","YPL223C","GroupIV"
"Q01766","YPR005C","GroupIV"
"Q6Q5K6","YML058W-A","GroupIV"
"Q05827","YMR251W-A","GroupIV"
"P40037","YER057C","GroupIV"
"Q12134","YOR284W","GroupIV"
"Q99332","YOR324C","GroupIV"
"P39734","YAL028W","GroupIV"
"P42833","YNL318C","GroupIV"
"Q05931","YLR369W","GroupIV"
"Q04329","YMR195W","GroupIV"
"Q12385","YLR099C","GroupIV"
"Q12132","YPL230W","GroupIV"
"P39967","YER098W","GroupIV"
"Q04006","YDR185C","GroupIV"
"P36026","YKR098C","GroupIV"
"Q03010","YPL139C","GroupIV"
"P47049","YJL048C","GroupIV"
"P39944","YER144C","GroupIV"
"Q08747","YOR295W","GroupIV"
"P22803","YGR209C","GroupIV"
"Q06266","YLR183C","GroupIV"
"P21373","YJR049C","GroupIV"
"Q08438","YOR054C","GroupIV"
"P40574","YIR018W","GroupIV"
"P32630","YEL035C","GroupIV"
"Q03935","YDR259C","GroupIV"
"Q03785","YDR247W","GroupIV"
"P36135","YKR042W","GroupIV"
"P12685","YJL129C","GroupIV"
"P38825","YHR117W","GroupIV"
"Q08919","YPL176C","GroupIV"
"Q08693","YOR256C","GroupIV"
"P53147","YGL096W","GroupIV"
"Q06177","YLR327C","GroupIV"
"P22217","YLR043C","GroupIV"
"P38187","YBL067C","GroupIV"
"P43604","YFR026C","GroupIV"
"Q2V2P6","YGL194C-A","GroupIV"
"P53142","YGL104C","GroupIV"
"P34231","YKL187C","GroupIV"
"P53229","YGR045C","GroupIV"
"Q12215","YOL105C","GroupIV"
"Q05934","YLR373C","GroupIV"
"Q12045","YPL253C","GroupIV"
"Q3E744","YGR161W-C","GroupIV"
"P34761","YNL197C","GroupIV"
"P53832","YNL283C","GroupIV"
"P53222","YGR035C","GroupIV"
"Q07655","YDL224C","GroupIV"
"P38194","YBL044W","GroupIV"
"P40478","YIL114C","GroupIV"
"P40041","YER064C","GroupIV"
"P40522","YIL056W","GroupIV"
"P43600","YFR020W","GroupIV"
"Q12043","YOR081C","GroupIV"
"P40552","YIL011W","GroupIV"
"P34224","YBL059W","GroupIV"
"P38109","YBR139W","GroupIV"
"P38215","YBR013C","GroupIV"
"P39953","YEL006W","GroupIV"
"Q04408","YDR514C","GroupIV"
"P38306","YBR197C","GroupIV"
"P38223","YBR032W","GroupIV"
"P38150","YBR284W","GroupIV"
"P38299","YBR184W","GroupIV"
"P25577","YCL049C","GroupIV"
"P38315","YBR216C","GroupIV"
"Q12121","YDL211C","GroupIV"
"P53032","YGL162W","GroupIV"
"Q12286","YPR009W","GroupIV"
"Q06135","YLR343W","GroupIV"
"P40569","YIR013C","GroupIV"
"Q03833","YDR096W","GroupIV"
"P14065","YOR120W","GroupIV"
"Q04839","YMR255W","GroupIV"
"Q12438","YDL010W","GroupIV"
"P17695","YDR513W","GroupIV"
"P25370","YCL036W","GroupIV"
"Q12263","YDR507C","GroupIV"
"Q12396","YLR080W","GroupIV"
"P38312","YBR210W","GroupIV"
"P39704","YAL007C","GroupIV"
"P53198","YGL002W","GroupIV"
"P39540","YJL196C","GroupIV"
"Q04409","YDR516C","GroupIV"
"Q12518","YDL161W","GroupIV"
"Q05359","YAR002C-A","GroupIV"
"Q08119","YOL017W","GroupIV"
"Q12086","YDR263C","GroupIV"
"Q03063","YPL049C","GroupIV"
"P17214","YLR233C","GroupIV"
"P38728","YHL043W","GroupIV"
"P53753","YNR067C","GroupIV"
"P53246","YGR071C","GroupIV"
"P22140","YHR123W","GroupIV"
"P32330","YKL121W","GroupIV"
"P37298","YDR178W","GroupIV"
"P54005","YMR316W","GroupIV"
"P28003","YAL034C","GroupIV"
"Q12473","YLL051C","GroupIV"
"P38993","YMR058W","GroupIV"
"Q12180","YOL089C","GroupIV"
"P53279","YGR131W","GroupIV"
"P40466","YIL131C","GroupIV"
"A0A023PZB3","YER038W-A","GroupIV"
"Q08906","YOR382W","GroupIV"
"Q06205","YLR449W","GroupIV"
"Q07651","YDL222C","GroupIV"
"Q08907","YOR383C","GroupIV"
"Q06001","YLR238W","GroupIV"
"Q12753","YPR008W","GroupIV"
"P32474","YDR518W","GroupIV"
"P43561","YFL041W","GroupIV"
"P38970","YJL165C","GroupIV"
"Q04433","YDR534C","GroupIV"
"P41813","YNL068C","GroupIV"
"P53924","YNL116W","GroupIV"
"P38823","YHR115C","GroupIV"
"P40059","YER088C","GroupIV"
"Q05958","YLR228C","GroupIV"
"Q05031","YMR238W","GroupIV"
"P23501","YKR053C","GroupIV"
"P47013","YJL134W","GroupIV"
"Q02710","YPL021W","GroupIV"
"Q12168","YLR144C","GroupIV"
"Q03466","YDR206W","GroupIV"
"P40023","YER035W","GroupIV"
"P29547","YPL048W","GroupIV"
"P36008","YKL081W","GroupIV"
"P38248","YBR078W","GroupIV"
"Q03764","YDR147W","GroupIV"
"P38073","YBR033W","GroupIV"
"P38195","YBL043W","GroupIV"
"P38246","YBR076W","GroupIV"
"P32907","YNR002C","GroupIV"
"P38911","YML074C","GroupIV"
"P43574","YFL021W","GroupIV"
"P27809","YDR483W","GroupIV"
"P38760","YHR015W","GroupIV"
"P40002","YEL007W","GroupIV"
"P38851","YHR155W","GroupIV"
"P47055","YJL038C","GroupIV"
"Q04533","YML082W","GroupIV"
"P39943","YER028C","GroupIV"
"Q3E772","YGR169C-A","GroupIV"
"P53885","YNL173C","GroupIV"
"P33311","YPL270W","GroupIV"
"P53094","YGL197W","GroupIV"
"P27705","YGL035C","GroupIV"
"P40457","YIL149C","GroupIV"
"Q3E827","YJR005C-A","GroupIV"
"P53048","YGR289C","GroupIV"
"P32490","YOR231W","GroupIV"
"P53379","YDR144C","GroupIV"
"P40314","YDR252W","GroupIV"
"P46955","YJL116C","GroupIV"
"Q12207","YPR149W","GroupIV"
"P53059","YGL257C","GroupIV"
"P36027","YLR332W","GroupIV"
"P40185","YIL051C","GroupIV"
"Q08970","YPL224C","GroupIV"
"P53745","YNR059W","GroupIV"
"P11746","YMR043W","GroupIV"
"Q02891","YPL095C","GroupIV"
"P38295","YBR177C","GroupIV"
"P25579","YCL051W","GroupIV"
"P47074","YJL013C","GroupIV"
"P32047","YNL074C","GroupIV"
"P53281","YGR136W","GroupIV"
"P35198","YDR277C","GroupIV"
"P53214","YGR023W","GroupIV"
"P07266","YIR021W","GroupIV"
"P33749","YKL062W","GroupIV"
"P40549","YIL014W","GroupIV"
"P36044","YKL201C","GroupIV"
"P23500","YKR052C","GroupIV"
"P38590","YNL053W","GroupIV"
"P33748","YMR037C","GroupIV"
"P50873","YDL079C","GroupIV"
"P53311","YGR243W","GroupIV"
"Q12117","YDR033W","GroupIV"
"P32633","YEL033W","GroupIV"
"Q08550","YOR177C","GroupIV"
"P36157","YKR077W","GroupIV"
"P39106","YER001W","GroupIV"
"Q12317","YOL112W","GroupIV"
"P16862","YMR205C","GroupIV"
"P52919","YLR457C","GroupIV"
"P53236","YGR056W","GroupIV"
"P46974","YJR127C","GroupIV"
"P08153","YDR146C","GroupIV"
"P53047","YGR213C","GroupIV"
"Q06488","YLR357W","GroupIV"
"P25632","YCR052W","GroupIV"
"Q08553","YOR179C","GroupIV"
"Q12443","YDL204W","GroupIV"
"Q12224","YPL089C","GroupIV"
"Q05043","YMR030W","GroupIV"
"P0C0X0","YLR264W","GroupIV"
"P56628","YFL034C-A","GroupIV"
"Q06208","YLR453C","GroupIV"
"P33323","YHR157W","GroupIV"
"P49723","YGR180C","GroupIV"
"P47116","YJR059W","GroupIV"
"Q12221","YPR042C","GroupIV"
"Q12355","YDR055W","GroupIV"
"Q12310","YDL214C","GroupIV"
"P50896","YDR505C","GroupIV"
"P38766","YHR031C","GroupIV"
"P53140","YGL107C","GroupIV"
"P43602","YFR022W","GroupIV"
"P32385","YLL046C","GroupIV"
"Q12338","YLR154C","GroupIV"
"P42223","YDR351W","GroupIV"
"Q06817","YPR081C","GroupIV"
"P40856","YJL098W","GroupIV"
"P36158","YKR078W","GroupIV"
"Q12244","YLL054C","GroupIV"
"Q3E841","YNR034W-A","GroupIV"
"P53907","YNL144C","GroupIV"
"Q12458","YDR368W","GroupIV"
"P53956","YNL046W","GroupIV"
"P53747","YNR061C","GroupIV"
"P40169","YNL194C","GroupIV"
"Q02749","YPL068C","GroupIV"
"Q12172","YOR162C","GroupIV"
"P39977","YEL068C","GroupIV"
"P38745","YHL017W","GroupIV"
"Q02598","YIL014C-A","GroupIV"
"Q2V2P1","YLR146W-A","GroupIV"
"P35995","YKL222C","GroupIV"
"Q07978","YLR031W","GroupIV"
"Q04364","YMR018W","GroupIV"
"P39523","YMR124W","GroupIV"
"P53740","YNR048W","GroupIV"
"Q04978","YML053C","GroupIV"
"Q2V2P7","YDR461C-A","GroupIV"
"P53908","YNL143C","GroupIV"
"Q99248","YOR019W","GroupIV"
"Q08172","YOL024W","GroupIV"
"Q06616","YPR174C","GroupIV"
"P38279","YBR147W","GroupIV"
"P40341","YMR089C","GroupIV"
"Q03205","YDR042C","GroupIV"
"Q04925","YDR222W","GroupIV"
"P40057","YER084W","GroupIV"
"P53071","YGL235W","GroupIV"
"P38727","YHL044W","GroupIV"
"P53947","YNL058C","GroupIV"
"Q08560","YOR186W","GroupIV"
"Q12351","YOR012W","GroupIV"
"Q08110","YOL014W","GroupIV"
"Q3E769","YOL159C-A","GroupIV"
"Q12145","YPR013C","GroupIV"
"Q03049","YDR541C","GroupIV"
"P43622","YFR054C","GroupIV"
"P38729","YHL042W","GroupIV"
"Q05948","YLR225C","GroupIV"
"P38146","YBR264C","GroupIV"
"P51996","YGL210W","GroupIV"
"P39974","YEL073C","GroupIV"
"P38733","YHL037C","GroupIV"
"P38809","YHR097C","GroupIV"
"Q06139","YLR346C","GroupIV"
"Q99326","YOR338W","GroupIV"
"Q12182","YOR342C","GroupIV"
"Q08270","YOL131W","GroupIV"
"Q08206","YOL036W","GroupIV"
"Q08300","YOL159C","GroupIV"
"Q12531","YPR015C","GroupIV"
"Q06813","YPR078C","GroupIV"
"Q12340","YOR172W","GroupIV"
"Q06681","YDR326C","GroupIV"
"Q03482","YDR210W","GroupIV"
"Q12222","YOL128C","GroupIV"
"P38616","YNL160W","GroupIV"
"P40556","YIL006W","GroupIV"
"Q12138","YLR125W","GroupIV"
"P36111","YKR015C","GroupIV"
"Q06689","YLR413W","GroupIV"
"Q03695","YMR206W","GroupIV"
"Q12274","YOR097C","GroupIV"
"Q08964","YPL216W","GroupIV"
"Q02831","YPL077C","GroupIV"
"P36018","YKR014C","GroupIV"
"P25036","YOR003W","GroupIV"
"P39983","YEL057C","GroupIV"
"P40058","YER085C","GroupIV"
"Q04210","YMR040W","GroupIV"
"P38868","YHR180W","GroupIV"
"P46987","YJL181W","GroupIV"
"P36155","YKR075C","GroupIV"
"Q03231","YMR181C","GroupIV"
"Q03177","YMR102C","GroupIV"
"Q08909","YOR385W","GroupIV"
"P36025","YOR062C","GroupIV"
"Q12079","YPR027C","GroupIV"
"P38298","YBR183W","GroupIV"
"P25630","YCR050C","GroupIV"
"P47053","YJL043W","GroupIV"
"P40497","YIL092W","GroupIV"
"P40572","YIR016W","GroupIV"
"P33324","YKL091C","GroupIV"
"Q12253","YLR046C","GroupIV"
"P0CF19","YOL162W","GroupIV"
"P34161","YML027W","GroupIV"
"Q2V2P0","YPR145C-A","GroupIV"
"Q12407","YDL199C","GroupIV"
"P53074","YGL230C","GroupIV"
"P0CT86","YJR107C-A","GroupIV"
"Q04893","YMR317W","GroupIV"
"Q99395","YPL229W","GroupIV"
"Q08980","YPL264C","GroupIV"
"P40583","YIR039C","GroupIV"
"P38555","YER031C","GroupIV"
"Q08974","YPL257W","GroupIV"
"Q08930","YPL191C","GroupIV"
"P50111","YMR273C","GroupIV"
"P38079","YBR054W","GroupIV"
"Q04835","YMR253C","GroupIV"
"P26725","YJL139C","GroupIV"
"P54786","YML109W","GroupIV"
"P39728","YAL037W","GroupIV"
"Q96VH3","YCL021W-A","GroupIV"
"Q12103","YDL109C","GroupIV"
"P40102","YER187W","GroupIV"
"P32622","YEL041W","GroupIV"
"P40095","YER158C","GroupIV"
"P53144","YGL101W","GroupIV"
"P33199","YGL015C","GroupIV"
"P48238","YGR153W","GroupIV"
"P38690","YHR033W","GroupIV"
"P38867","YHR177W","GroupIV"
"D6VPM8","YAR023C","GroupIV"
"P38142","YBR241C","GroupIV"
"P38331","YBR242W","GroupIV"
"Q3E762","YBR230W-A","GroupIV"
"Q03480","YDR209C","GroupIV"
"Q07738","YDL241W","GroupIV"
"A0A023PZE8","YDR157W","GroupIV"
"P38216","YBR016W","GroupIV"
"Q07804","YLL012W","GroupIV"
"P43580","YFL012W","GroupIV"
"Q3E7Z5","YIL002W-A","GroupIV"
"P38864","YHR173C","GroupIV"
"Q8TGU7","YBR126W-A","GroupIV"
"Q2V2Q2","YCL048W-A","GroupIV"
"P40076","YER121W","GroupIV"
"P38083","YBR063C","GroupIV"
"P53242","YGR066C","GroupIV"
"Q05899","YLR297W","GroupIV"
"Q03879","YMR122C","GroupIV"
"Q03207","YML122C","GroupIV"
"Q06251","YLR177W","GroupIV"
"Q02896","YPL087W","GroupIV"
"P40103","YER188W","GroupIV"
"P40355","YJR061W","GroupIV"
"Q2V2P3","YKL023C-A","GroupIV"
"P47090","YJR015W","GroupIV"
"P36092","YKL044W","GroupIV"
"P35736","YKL050C","GroupIV"
"P47009","YJL144W","GroupIV"
"Q06199","YLR456W","GroupIV"
"P53719","YNR014W","GroupIV"
"P47080","YJL007C","GroupIV"
"P40579","YIR035C","GroupIV"
"Q12026","YLR053C","GroupIV"
"P38185","YBL071C","GroupIV"
"Q04116","YDR451C","GroupIV"
"P38835","YHR131C","GroupIV"
"P40520","YIL059C","GroupIV"
"P47152","YJR115W","GroupIV"
"Q2V2P2","YKL065W-A","GroupIV"
"Q3E826","YKL068W-A","GroupIV"
"P36103","YKL023W","GroupIV"
"Q12259","YLR108C","GroupIV"
"P53169","YGL060W","GroupIV"
"Q2V2Q0","YDL007C-A","GroupIV"
"P40101","YER186C","GroupIV"
"P39989","YEL028W","GroupIV"
"Q3E838","YFR012W-A","GroupIV"
"P25353","YCR026C","GroupIV"
"P38302","YBR188C","GroupIV"
"P16861","YGR240C","GroupIV"
"P31378","YAL015C","GroupIV"
"Q02630","YMR047C","GroupIV"
"P38082","YBR066C","GroupIV"
"Q05637","YDR281C","GroupIV"
"P40025","YER037W","GroupIV"
"Q03125","YDR043C","GroupIV"
"P25584","YCL056C","GroupIV"
"P53872","YNL190W","GroupIV"
"Q03210","YML118W","GroupIV"
"P11633","YBR089C-A","GroupIV"
"P53203","YGR004W","GroupIV"
"P25653","YCR089W","GroupIV"
"P38196","YBL042C","GroupIV"
"Q07928","YLR013W","GroupIV"
"P40209","YMR136W","GroupIV"
"P32614","YEL047C","GroupIV"
"Q08908","YOR384W","GroupIV"
"P36001","YKL132C","GroupIV"
"Q12123","YOR173W","GroupIV"
"P89113","YOL052C-A","GroupIV"
"P18899","YMR173W","GroupIV"
"Q03373","YDR480W","GroupIV"
"P53296","YGR177C","GroupIV"
"P53983","YNL008C","GroupIV"
"P47976","YDR151C","GroupIV"
"P38845","YHR146W","GroupIV"
"Q12734","YPR030W","GroupIV"
"P17898","YNL130C","GroupIV"
"Q08955","YPL200W","GroupIV"
"P32798","YOR316C","GroupIV"
"Q08966","YPL219W","GroupIV"
"P33200","YBL005W","GroupIV"
"Q06149","YLR266C","GroupIV"
"Q12477","YDL179W","GroupIV"
"P40038","YER059W","GroupIV"
"P12383","YGL013C","GroupIV"
"P39684","YFR023W","GroupIV"
"Q3E7Y6","YHR199C-A","GroupIV"
"Q08580","YOR193W","GroupIV"
"P38837","YHR133C","GroupIV"
"Q02629","YKL068W","GroupIV"
"Q12252","YOL084W","GroupIV"
"P25693","YDL127W","GroupIV"
"P53124","YGL134W","GroupIV"
"Q05518","YDR348C","GroupIV"
"P37304","YDR251W","GroupIV"
"Q06144","YLR350W","GroupIV"
"P21375","YJR051W","GroupIV"
"P43611","YFR039C","GroupIV"
"P52960","YOR363C","GroupIV"
"P39966","YER089C","GroupIV"
"Q12236","YOL100W","GroupIV"
"Q06449","YPR154W","GroupIV"
"P46999","YJL160C","GroupIV"
"Q12326","YOL056W","GroupIV"
"P32634","YER132C","GroupIV"
"Q12008","YDL021W","GroupIV"
"P40187","YIL045W","GroupIV"
"P39720","YAL051W","GroupIV"
"Q06216","YLR273C","GroupIV"
"Q03790","YMR153W","GroupIV"
"Q05166","YDL088C","GroupIV"
"Q08108","YOL011W","GroupIV"
"P40476","YIL117C","GroupIV"
"P42934","YGR199W","GroupIV"
"Q04705","YML047C","GroupIV"
"P40494","YIL095W","GroupIV"
"P32945","YPL179W","GroupIV"
"P21192","YLR131C","GroupIV"
"Q01574","YAL054C","GroupIV"
"P38832","YHR126C","GroupIV"
"P22108","YDR530C","GroupIV"
"P16550","YCL050C","GroupIV"
"P53629","YNR019W","GroupIV"
"P36117","YKR021W","GroupIV"
"P46367","YOR374W","GroupIV"
"P39925","YER017C","GroupIV"
"P25377","YCR105W","GroupIV"
"Q08957","YPL202C","GroupIV"
"Q04894","YMR318C","GroupIV"
"P52892","YDR111C","GroupIV"
"P22149","YGL071W","GroupIV"
"Q07732","YDL239C","GroupIV"
"P38856","YHR161C","GroupIV"
"P32323","YNR044W","GroupIV"
"Q04516","YML087C","GroupIV"
"P32789","YBL009W","GroupIV"
"P54115","YPL061W","GroupIV"
"P38080","YBR059C","GroupIV"
"P53309","YGR241C","GroupIV"
"P40047","YER073W","GroupIV"
"P40451","YIL158W","GroupIV"
"Q12476","YDL175C","GroupIV"
"P25613","YCR010C","GroupIV"
"P40467","YIL130W","GroupIV"
"P48361","YGR097W","GroupIV"
"P53974","YNL020C","GroupIV"
"Q12048","YPL250C","GroupIV"
"P40353","YOR377W","GroupIV"
"Q06485","YLR356W","GroupIV"
"P38855","YHR160C","GroupIV"
"P39997","YEL016C","GroupIV"
"P49166","YLR185W","GroupIV"
"P51402","YDR500C","GroupIV"
"P53167","YGL063W","GroupIV"
"Q12069","YDL036C","GroupIV"
"Q07500","YDL085W","GroupIV"
"Q06148","YLR265C","GroupIV"
"P11632","YPR052C","GroupIV"
"P40100","YER185W","GroupIV"
"Q07949","YLR019W","GroupIV"
"P0CX86","YDL184C","GroupV"
"P03872","R0040C","GroupV"
"P0CX87","YDL133C-A","GroupV"
"A0A0B7P221","YCL054W-A","GroupV"
"Q9ZZX9","Q0010","GroupV"
"Q9ZZX8","Q0017","GroupV"
"Q9ZZX7","Q0032","GroupV"
"Q35811","Q0092","GroupV"
"Q9ZZW4","Q0142","GroupV"
"Q9ZZV8","Q0297","GroupV"
"P40475","YIL120W","GroupV"
"Q12300","YDL138W","GroupV"
"Q04398","YDR504C","GroupV"
"Q12038","YPR032W","GroupV"
"P25390","YCR073C","GroupV"
"P53599","YNR031C","GroupV"
"P38359","YBR294W","GroupV"
"Q12325","YLR092W","GroupV"
"P08459","YDR522C","GroupV"
"Q9ZZW3","Q0143","GroupV"
"Q9ZZW2","Q0144","GroupV"
"Q9ZZW1","Q0182","GroupV"
"Q06891","R0030W","GroupV"
"P01120","YNL098C","GroupV"
"P40474","YIL121W","GroupV"
"P06700","YDL042C","GroupV"
"P34164","YGL208W","GroupV"
"P38343","YBR266C","GroupV"
"P33336","YGR143W","GroupV"
"P40167","YNL196C","GroupV"
"P03878","Q0065","GroupV"
"Q08986","YPL274W","GroupV"
"P03882","Q0160","GroupV"
"Q9ZZX1","Q0070","GroupV"
"Q6Q595","YBL091C-A","GroupV"
"P53334","YGR279C","GroupV"
"Q04951","YMR305C","GroupV"
"P53172","YGL056C","GroupV"
"P53953","YNL049C","GroupV"
"Q04487","YMR118C","GroupV"
"P35210","YKL020C","GroupV"
"P38163","YBL106C","GroupV"
"P10870","YDL194W","GroupV"
"P32603","YOR190W","GroupV"
"P32572","YNL204C","GroupV"
"Q8TGM6","YLR154W-C","GroupV"
"Q12415","YOR110W","GroupV"
"P24784","YPL119C","GroupV"
"P43595","YFR012W","GroupV"
"P06634","YOR204W","GroupV"
"P22204","YGR092W","GroupV"
"P47178","YJR150C","GroupV"
"P23285","YHR057C","GroupV"
"P47179","YJR151C","GroupV"
"P32328","YPR111W","GroupV"
"P38891","YHR208W","GroupV"
"P39714","YAL060W","GroupV"
"Q08409","YOR011W","GroupV"
"P38084","YBR068C","GroupV"
"Q12140","YDL037C","GroupV"
"P53194","YGL007W","GroupV"
"P52924","YNR075W","GroupV"
"P32344","YLR204W","GroupV"
"Q05029","YMR237W","GroupV"
"P41815","YDR046C","GroupV"
"P32450","YFL010W-A","GroupV"
"Q04895","YIR028W","GroupV"
"P47176","YJR148W","GroupV"
"P04817","YEL063C","GroupV"
"P38724","YHL047C","GroupV"
"P24813","YDR423C","GroupV"
"P0CD90","YLL052C","GroupV"
"P47041","YJL058C","GroupV"
"P25300","YCR038C","GroupV"
"P48524","YMR275C","GroupV"
"P09440","YBR084W","GroupV"
"P85052","YER014C-A","GroupV"
"P07245","YGR204W","GroupV"
"P53841","YNL269W","GroupV"
"Q03758","YML111W","GroupV"
"P40580","YIR036C","GroupV"
"Q08754","YOR299W","GroupV"
"P34166","YNL145W","GroupV"
"P36005","YKL161C","GroupV"
"P30605","YDR497C","GroupV"
"P06244","YJL164C","GroupV"
"Q12056","YOR226C","GroupV"
"P05986","YKL166C","GroupV"
"P38144","YBR245C","GroupV"
"P52489","YOR347C","GroupV"
"P13186","YLR096W","GroupV"
"P38703","YHL003C","GroupV"
"P13185","YDR122W","GroupV"
"P40504","YIL085C","GroupV"
"P48813","YDR508C","GroupV"
"P48239","YGR154C","GroupV"
"P36156","YKR076W","GroupV"
"Q04806","YMR251W","GroupV"
"P30606","YOL103W","GroupV"
"P38068","YBR014C","GroupV"
"P18963","YBR140C","GroupV"
"Q99393","YOL101C","GroupV"
"Q12271","YOR109W","GroupV"
"P41911","YOL059W","GroupV"
"Q05584","YDR272W","GroupV"
"P47102","YJR031C","GroupV"
"P32478","YJL159W","GroupV"
"P47031","YJL082W","GroupV"
"P19158","YOL081W","GroupV"
"P50942","YNL106C","GroupV"
"Q08630","YOR235W","GroupV"
"P12684","YLR450W","GroupV"
"P45820","YGL168W","GroupV"
"P39982","YEL059W","GroupV"
"P0CY13","YCR096C","GroupV"
"P53685","YOL068C","GroupV"
"P40884","YJL216C","GroupV"
"P39935","YGR162W","GroupV"
"P41939","YLR174W","GroupV"
"P53897","YNL157W","GroupV"
"P17709","YCL040W","GroupV"
"P38695","YHR096C","GroupV"
"P47034","YJL077C","GroupV"
"P53982","YNL009W","GroupV"
"P40886","YJL214W","GroupV"
"P21954","YDL066W","GroupV"
"P39936","YGL049C","GroupV"
"P38709","YHL012W","GroupV"
"P0CF16","YML003W","GroupV"
"P38426","YMR261C","GroupV"
"Q8TGV0","YAR035C-A","GroupV"
"P39564","YAR068W","GroupV"
"P39547","YAR027W","GroupV"
"O13512","YAL064W-B","GroupV"
"P39563","YAR064W","GroupV"
"Q08474","YOR068C","GroupV"
"Q3E741","YAL037C-A","GroupV"
"Q3E791","YAL063C-A","GroupV"
"O13511","YAL065C","GroupV"
"P38427","YML100W","GroupV"
"P40414","YIL138C","GroupV"
"Q02208","YKR010C","GroupV"
"P50078","YGR221C","GroupV"
"P48560","YNL300W","GroupV"
"P48561","YNL299W","GroupV"
"Q8TGK6","YAL067W-A","GroupV"
"Q08182","YOL028C","GroupV"
"Q8TGU1","YGL188C-A","GroupV"
"P53216","YGR025W","GroupV"
"Q12206","YOR229W","GroupV"
"P53225","YGR039W","GroupV"
"P53231","YGR050C","GroupV"
"P53211","YGR018C","GroupV"
"P36114","YKR018C","GroupV"
"Q12363","YOR230W","GroupV"
"Q07993","YLR070C","GroupV"
"Q02725","YPL019C","GroupV"
"Q3E816","YGR121W-A","GroupV"
"Q8TGT9","YGR146C-A","GroupV"
"Q8TGT8","YGR174W-A","GroupV"
"O13549","YLR261C","GroupV"
"P0C5N1","YGL014C-A","GroupV"
"Q03944","YDR200C","GroupV"
"Q12416","YOR083W","GroupV"
"Q8TGU0","YGL007C-A","GroupV"
"Q45U48","YGR035W-A","GroupV"
"P38735","YHL035C","GroupV"
"Q3E802","YGL006W-A","GroupV"
"P10863","YER011W","GroupV"
"P48231","YNL087W","GroupV"
"P33315","YBR117C","GroupV"
