"protein","Gene","orthogroup"
"Q08581","YOR195W","S+Genus-Single"
"Q08601","YOR197W","S+Genus-Single"
"Q08622","YOR205C","S+Genus-Single"
"Q08634","YOR238W","S+Genus-Single"
"Q08645","YOR241W","S+Genus-Single"
"Q08646","YOR242C","S+Genus-Single"
"Q08647","YOR243C","S+Genus-Single"
"Q08649","YOR244W","S+Genus-Single"
"Q08650","YOR245C","S+Genus-Single"
"Q08651","YOR246C","S+Genus-Single"
"Q08673","YOR247W","S+Genus-Single"
"Q08683","YOR249C","S+Genus-Single"
"Q08686","YOR251C","S+Genus-Single"
"Q08687","YOR252W","S+Genus-Single"
"Q08689","YOR253W","S+Genus-Single"
"Q08692","YOR255W","S+Genus-Single"
"Q08693","YOR256C","S+Genus-Single"
"Q08702","YOR258W","S+Genus-Single"
"Q08723","YOR261C","S+Genus-Single"
"Q08726","YOR262W","S+Genus-Single"
"Q08732","YOR267C","S+Genus-Single"
"Q08742","YOR286W","S+Genus-Single"
"Q08743","YOR292C","S+Genus-Single"
"Q08746","YOR294W","S+Genus-Single"
"Q08747","YOR295W","S+Genus-Single"
"Q08748","YOR296W","S+Genus-Single"
"Q08749","YOR297C","S+Genus-Single"
"Q08750","YOR298W","S+Genus-Single"
"Q08760","YOR301W","S+Genus-Single"
"Q08774","YOR305W","S+Genus-Single"
"Q08777","YOR306C","S+Genus-Single"
"Q08816","YOR352W","S+Genus-Single"
"Q08817","YOR353C","S+Genus-Single"
"Q08818","YOR354C","S+Genus-Single"
"Q08822","YOR356W","S+Genus-Single"
"Q08826","YOR357C","S+Genus-Single"
"Q08831","YOR359W","S+Genus-Single"
"Q08873","YOR367W","S+Genus-Single"
"Q08886","YOR371C","S+Genus-Single"
"Q08887","YOR372C","S+Genus-Single"
"Q08902","YOR378W","S+Genus-Single"
"Q08904","YOR380W","S+Genus-Single"
"Q08906","YOR382W","S+Genus-Single"
"Q08907","YOR383C","S+Genus-Single"
"Q08908","YOR384W","S+Genus-Single"
"Q08909","YOR385W","S+Genus-Single"
"Q08911","YOR388C","S+Genus-Single"
"Q08919","YPL176C","S+Genus-Single"
"Q08920","YPL178W","S+Genus-Single"
"Q08921","YPL180W","S+Genus-Single"
"Q08923","YPL181W","S+Genus-Single"
"Q08924","YPL183C","S+Genus-Single"
"Q08925","YPL184C","S+Genus-Single"
"Q08926","YPL186C","S+Genus-Single"
"Q08929","YPL189W","S+Genus-Single"
"Q08930","YPL191C","S+Genus-Single"
"Q08931","YPL192C","S+Genus-Single"
"Q08949","YPL194W","S+Genus-Single"
"Q08951","YPL195W","S+Genus-Single"
"Q08952","YPL196W","S+Genus-Single"
"Q08954","YPL199C","S+Genus-Single"
"Q08955","YPL200W","S+Genus-Single"
"Q08956","YPL201C","S+Genus-Single"
"Q08957","YPL202C","S+Genus-Single"
"Q08959","YPL206C","S+Genus-Single"
"Q08960","YPL207W","S+Genus-Single"
"Q08962","YPL211W","S+Genus-Single"
"Q08963","YPL213W","S+Genus-Single"
"Q08964","YPL216W","S+Genus-Single"
"Q08965","YPL217C","S+Genus-Single"
"Q08966","YPL219W","S+Genus-Single"
"Q08968","YPL222W","S+Genus-Single"
"Q08969","YPL223C","S+Genus-Single"
"Q08970","YPL224C","S+Genus-Single"
"Q08971","YPL225W","S+Genus-Single"
"Q08972","YPL226W","S+Genus-Single"
"Q08974","YPL257W","S+Genus-Single"
"Q08977","YPL260W","S+Genus-Single"
"Q08979","YPL263C","S+Genus-Single"
"Q08980","YPL264C","S+Genus-Single"
"Q08984","YPL272C","S+Genus-Single"
"Q08985","YPL273W","S+Genus-Single"
"Q10740","YNL045W","S+Genus-Single"
"Q12000","YOR091W","S+Genus-Single"
"Q12001","YOR002W","S+Genus-Single"
"Q12003","YPL236C","S+Genus-Single"
"Q12004","YPR056W","S+Genus-Single"
"Q12006","YOL003C","S+Genus-Single"
"Q12008","YDL021W","S+Genus-Single"
"Q12009","YDL201W","S+Genus-Single"
"Q12012","YOR289W","S+Genus-Single"
"Q12015","YOR223W","S+Genus-Single"
"Q12016","YOL129W","S+Genus-Single"
"Q12017","YOR281C","S+Genus-Single"
"Q12018","YDL132W","S+Genus-Single"
"Q12019","YLR106C","S+Genus-Single"
"Q12020","YLR082C","S+Genus-Single"
"Q12021","YDR030C","S+Genus-Single"
"Q12024","YOR272W","S+Genus-Single"
"Q12026","YLR053C","S+Genus-Single"
"Q12027","YDL176W","S+Genus-Single"
"Q12028","YPR029C","S+Genus-Single"
"Q12029","YOR271C","S+Genus-Single"
"Q12030","YDR167W","S+Genus-Single"
"Q12031","YPR006C","S+Genus-Single"
"Q12032","YOR215C","S+Genus-Single"
"Q12033","YOR275C","S+Genus-Single"
"Q12034","YDR515W","S+Genus-Single"
"Q12035","YLR051C","S+Genus-Single"
"Q12036","YPL148C","S+Genus-Single"
"Q12039","YOL095C","S+Genus-Single"
"Q12040","YOR283W","S+Genus-Single"
"Q12041","YDR253C","S+Genus-Single"
"Q12042","YPL162C","S+Genus-Single"
"Q12043","YOR081C","S+Genus-Single"
"Q12044","YOR220W","S+Genus-Single"
"Q12045","YPL253C","S+Genus-Single"
"Q12046","YDL209C","S+Genus-Single"
"Q12048","YPL250C","S+Genus-Single"
"Q12049","YPR045C","S+Genus-Single"
"Q12050","YOR144C","S+Genus-Single"
"Q12051","YPL069C","S+Genus-Single"
"Q12052","YPL157W","S+Genus-Single"
"Q12055","YDL166C","S+Genus-Single"
"Q12057","YOR104W","S+Genus-Single"
"Q12059","YPL003W","S+Genus-Single"
"Q12060","YPL254W","S+Genus-Single"
"Q12063","YDL193W","S+Genus-Single"
"Q12066","YDL089W","S+Genus-Single"
"Q12067","YOR079C","S+Genus-Single"
"Q12068","YOL151W","S+Genus-Single"
"Q12069","YDL036C","S+Genus-Single"
"Q12071","YDR027C","S+Genus-Single"
"Q12072","YLR095C","S+Genus-Single"
"Q12074","YPR069C","S+Genus-Single"
"Q12078","YLR034C","S+Genus-Single"
"Q12079","YPR027C","S+Genus-Single"
"Q12080","YPL146C","S+Genus-Single"
"Q12082","YDL157C","S+Genus-Single"
"Q12083","YPL164C","S+Genus-Single"
"Q12084","YDR020C","S+Genus-Single"
"Q12086","YDR263C","S+Genus-Single"
"Q12089","YPL005W","S+Genus-Single"
"Q12090","YLR107W","S+Genus-Single"
"Q12091","YPL170W","S+Genus-Single"
"Q12092","YPL166W","S+Genus-Single"
"Q12093","YDL033C","S+Genus-Single"
"Q12094","YOR006C","S+Genus-Single"
"Q12096","YOR320C","S+Genus-Single"
"Q12098","YLR135W","S+Genus-Single"
"Q12099","YDR021W","S+Genus-Single"
"Q12100","YDL025C","S+Genus-Single"
"Q12102","YLR115W","S+Genus-Single"
"Q12103","YDL109C","S+Genus-Single"
"Q12104","YOR166C","S+Genus-Single"
"Q12106","YOR228C","S+Genus-Single"
"Q12107","YLR102C","S+Genus-Single"
"Q12108","YOR118W","S+Genus-Single"
"Q12109","YOL097C","S+Genus-Single"
"Q12110","YLR049C","S+Genus-Single"
"Q12114","YLR330W","S+Genus-Single"
"Q12116","YDR105C","S+Genus-Single"
"Q12117","YDR033W","S+Genus-Single"
"Q12118","YOR007C","S+Genus-Single"
"Q12121","YDL211C","S+Genus-Single"
"Q12123","YOR173W","S+Genus-Single"
"Q12124","YDL005C","S+Genus-Single"
"Q12125","YOR164C","S+Genus-Single"
"Q12127","YLR110C","S+Genus-Single"
"Q12128","YOR134W","S+Genus-Single"
"Q12129","YLR363C","S+Genus-Single"
"Q12132","YPL230W","S+Genus-Single"
"Q12133","YLR066W","S+Genus-Single"
"Q12134","YOR284W","S+Genus-Single"
"Q12136","YDL153C","S+Genus-Single"
"Q12138","YLR125W","S+Genus-Single"
"Q12139","YPR022C","S+Genus-Single"
"Q12142","YDL149W","S+Genus-Single"
"Q12143","YPL233W","S+Genus-Single"
"Q12144","YLR064W","S+Genus-Single"
"Q12145","YPR013C","S+Genus-Single"
"Q12146","YOL146W","S+Genus-Single"
"Q12149","YOR001W","S+Genus-Single"
"Q12150","YLR087C","S+Genus-Single"
"Q12151","YDR213W","S+Genus-Single"
"Q12152","YPL150W","S+Genus-Single"
"Q12154","YDL100C","S+Genus-Single"
"Q12155","YLR050C","S+Genus-Single"
"Q12157","YDL008W","S+Genus-Single"
"Q12158","YDL003W","S+Genus-Single"
"Q12159","YDR381W","S+Genus-Single"
"Q12160","YPR063C","S+Genus-Single"
"Q12161","YOL054W","S+Genus-Single"
"Q12163","YDR162C","S+Genus-Single"
"Q12164","YLL023C","S+Genus-Single"
"Q12165","YDL004W","S+Genus-Single"
"Q12168","YLR144C","S+Genus-Single"
"Q12171","YOR147W","S+Genus-Single"
"Q12172","YOR162C","S+Genus-Single"
"Q12175","YDL154W","S+Genus-Single"
"Q12176","YDR060W","S+Genus-Single"
"Q12177","YLL056C","S+Genus-Single"
"Q12178","YPR062W","S+Genus-Single"
"Q12179","YPL245W","S+Genus-Single"
"Q12180","YOL089C","S+Genus-Single"
"Q12181","YPR048W","S+Genus-Single"
"Q12182","YOR342C","S+Genus-Single"
"Q12184","YPL252C","S+Genus-Single"
"Q12186","YLR116W","S+Genus-Single"
"Q12188","YPR007C","S+Genus-Single"
"Q12189","YOR095C","S+Genus-Single"
"Q12191","YDL099W","S+Genus-Single"
"Q12192","YOR279C","S+Genus-Single"
"Q12194","YPL066W","S+Genus-Single"
"Q12196","YOR119C","S+Genus-Single"
"Q12198","YLL058W","S+Genus-Single"
"Q12200","YPL006W","S+Genus-Single"
"Q12202","YLR054C","S+Genus-Single"
"Q12204","YOR022C","S+Genus-Single"
"Q12205","YLR057W","S+Genus-Single"
"Q12207","YPR149W","S+Genus-Single"
"Q12208","YLR132C","S+Genus-Single"
"Q12209","YLR047C","S+Genus-Single"
"Q12211","YPL212C","S+Genus-Single"
"Q12212","YOR137C","S+Genus-Single"
"Q12214","YPR068C","S+Genus-Single"
"Q12215","YOL105C","S+Genus-Single"
"Q12216","YOR156C","S+Genus-Single"
"Q12219","YOR114W","S+Genus-Single"
"Q12220","YLR129W","S+Genus-Single"
"Q12221","YPR042C","S+Genus-Single"
"Q12222","YOL128C","S+Genus-Single"
"Q12223","YDL059C","S+Genus-Single"
"Q12224","YPL089C","S+Genus-Single"
"Q12229","YDL091C","S+Genus-Single"
"Q12230","YPL004C","S+Genus-Single"
"Q12232","YOR154W","S+Genus-Single"
"Q12233","YPR020W","S+Genus-Single"
"Q12234","YOR216C","S+Genus-Single"
"Q12235","YLL055W","S+Genus-Single"
"Q12236","YOL100W","S+Genus-Single"
"Q12239","YOL107W","S+Genus-Single"
"Q12241","YOR106W","S+Genus-Single"
"Q12242","YOR138C","S+Genus-Single"
"Q12244","YLL054C","S+Genus-Single"
"Q12245","YPL144W","S+Genus-Single"
"Q12246","YOR171C","S+Genus-Single"
"Q12247","YLR068W","S+Genus-Single"
"Q12248","YDR016C","S+Genus-Single"
"Q12250","YDL147W","S+Genus-Single"
"Q12251","YPR011C","S+Genus-Single"
"Q12252","YOL084W","S+Genus-Single"
"Q12253","YLR046C","S+Genus-Single"
"Q12254","YPL163C","S+Genus-Single"
"Q12255","YLR093C","S+Genus-Single"
"Q12256","YOR273C","S+Genus-Single"
"Q12257","YDL177C","S+Genus-Single"
"Q12259","YLR108C","S+Genus-Single"
"Q12263","YDR507C","S+Genus-Single"
"Q12265","YOL061W","S+Genus-Single"
"Q12267","YLR086W","S+Genus-Single"
"Q12270","YPL246C","S+Genus-Single"
"Q12274","YOR097C","S+Genus-Single"
"Q12275","YOR093C","S+Genus-Single"
"Q12276","YOR227W","S+Genus-Single"
"Q12277","YDL111C","S+Genus-Single"
"Q12283","YOR221C","S+Genus-Single"
"Q12284","YPR037C","S+Genus-Single"
"Q12285","YOL111C","S+Genus-Single"
"Q12286","YPR009W","S+Genus-Single"
"Q12287","YLL009C","S+Genus-Single"
"Q12288","YLR126C","S+Genus-Single"
"Q12289","YOR100C","S+Genus-Single"
"Q12291","YLR063W","S+Genus-Single"
"Q12296","YOL060C","S+Genus-Single"
"Q12297","YPL011C","S+Genus-Single"
"Q12298","YDR061W","S+Genus-Single"
"Q12301","YDL180W","S+Genus-Single"
"Q12306","YDR510W","S+Genus-Single"
"Q12308","YPL007C","S+Genus-Single"
"Q12309","YLR117C","S+Genus-Single"
"Q12310","YDL214C","S+Genus-Single"
"Q12311","YPR031W","S+Genus-Single"
"Q12315","YDL207W","S+Genus-Single"
"Q12317","YOL112W","S+Genus-Single"
"Q12318","YLR376C","S+Genus-Single"
"Q12320","YOR040W","S+Genus-Single"
"Q12321","YPR070W","S+Genus-Single"
"Q12322","YOL114C","S+Genus-Single"
"Q12324","YOR087W","S+Genus-Single"
"Q12326","YOL056W","S+Genus-Single"
"Q12328","YDL217C","S+Genus-Single"
"Q12329","YDR171W","S+Genus-Single"
"Q12330","YOR159C","S+Genus-Single"
"Q12331","YDR262W","S+Genus-Single"
"Q12333","YOL152W","S+Genus-Single"
"Q12334","YDL139C","S+Genus-Single"
"Q12335","YDR032C","S+Genus-Single"
"Q12338","YLR154C","S+Genus-Single"
"Q12339","YOR004W","S+Genus-Single"
"Q12340","YOR172W","S+Genus-Single"
"Q12341","YPL001W","S+Genus-Single"
"Q12342","YDL146W","S+Genus-Single"
"Q12343","YOR174W","S+Genus-Single"
"Q12344","YPL249C","S+Genus-Single"
"Q12345","YLR052W","S+Genus-Single"
"Q12347","YLR097C","S+Genus-Single"
"Q12348","YOL117W","S+Genus-Single"
"Q12349","YLR295C","S+Genus-Single"
"Q12350","YPR061C","S+Genus-Single"
"Q12351","YOR012W","S+Genus-Single"
"Q12354","YLR118C","S+Genus-Single"
"Q12355","YDR055W","S+Genus-Single"
"Q12358","YLL057C","S+Genus-Single"
"Q12359","YDR384C","S+Genus-Single"
"Q12361","YDL035C","S+Genus-Single"
"Q12365","YPL255W","S+Genus-Single"
"Q12366","YOL104C","S+Genus-Single"
"Q12367","YLR137W","S+Genus-Single"
"Q12369","YLL003W","S+Genus-Single"
"Q12373","YLL022C","S+Genus-Single"
"Q12374","YPR155C","S+Genus-Single"
"Q12377","YDL097C","S+Genus-Single"
"Q12380","YPL149W","S+Genus-Single"
"Q12382","YOR311C","S+Genus-Single"
"Q12383","YOL125W","S+Genus-Single"
"Q12385","YLR099C","S+Genus-Single"
"Q12386","YOR141C","S+Genus-Single"
"Q12387","YOL076W","S+Genus-Single"
"Q12390","YLL060C","S+Genus-Single"
"Q12395","YLR128W","S+Genus-Single"
"Q12396","YLR080W","S+Genus-Single"
"Q12398","YOR032C","S+Genus-Single"
"Q12400","YOL093W","S+Genus-Single"
"Q12402","YPR028W","S+Genus-Single"
"Q12403","YDL018C","S+Genus-Single"
"Q12404","YOR288C","S+Genus-Single"
"Q12406","YPR034W","S+Genus-Single"
"Q12407","YDL199C","S+Genus-Single"
"Q12408","YDL046W","S+Genus-Single"
"Q12411","YOL091W","S+Genus-Single"
"Q12412","YOR161C","S+Genus-Single"
"Q12417","YPL151C","S+Genus-Single"
"Q12418","YLR094C","S+Genus-Single"
"Q12420","YOR308C","S+Genus-Single"
"Q12421","YDR022C","S+Genus-Single"
"Q12424","YDL206W","S+Genus-Single"
"Q12427","YDR169C","S+Genus-Single"
"Q12428","YPR002W","S+Genus-Single"
"Q12429","YLR143W","S+Genus-Single"
"Q12431","YLL014W","S+Genus-Single"
"Q12432","YPR023C","S+Genus-Single"
"Q12434","YDL135C","S+Genus-Single"
"Q12436","YLR130C","S+Genus-Single"
"Q12438","YDL010W","S+Genus-Single"
"Q12440","YLR127C","S+Genus-Single"
"Q12442","YOL002C","S+Genus-Single"
"Q12443","YDL204W","S+Genus-Single"
"Q12445","YLR018C","S+Genus-Single"
"Q12446","YOR181W","S+Genus-Single"
"Q12447","YDR071C","S+Genus-Single"
"Q12449","YDR214W","S+Genus-Single"
"Q12450","YOR016C","S+Genus-Single"
"Q12452","YLR100W","S+Genus-Single"
"Q12453","YOR112W","S+Genus-Single"
"Q12454","YDR067C","S+Genus-Single"
"Q12455","YLR146C","S+Genus-Single"
"Q12457","YDR026C","S+Genus-Single"
"Q12458","YDR368W","S+Genus-Single"
"Q12460","YLR197W","S+Genus-Single"
"Q12461","YPL152W","S+Genus-Single"
"Q12462","YOL147C","S+Genus-Single"
"Q12463","YOL124C","S+Genus-Single"
"Q12464","YPL235W","S+Genus-Single"
"Q12465","YLR084C","S+Genus-Single"
"Q12467","YPL168W","S+Genus-Single"
"Q12468","YDL216C","S+Genus-Single"
"Q12469","YOL113W","S+Genus-Single"
"Q12471","YOL136C","S+Genus-Single"
"Q12473","YLL051C","S+Genus-Single"
"Q12476","YDL175C","S+Genus-Single"
"Q12477","YDL179W","S+Genus-Single"
"Q12480","YPR004C","S+Genus-Single"
"Q12481","YOR287C","S+Genus-Single"
"Q12482","YPR021C","S+Genus-Single"
"Q12483","YPL002C","S+Genus-Single"
"Q12486","YOR131C","S+Genus-Single"
"Q12487","YOR150W","S+Genus-Single"
"Q12488","YDR013W","S+Genus-Single"
"Q12489","YDL012C","S+Genus-Single"
"Q12493","YDR383C","S+Genus-Single"
"Q12495","YPR018W","S+Genus-Single"
"Q12496","YOL098C","S+Genus-Single"
"Q12498","YPL156C","S+Genus-Single"
"Q12499","YOR310C","S+Genus-Single"
"Q12500","YLR114C","S+Genus-Single"
"Q12502","YOR322C","S+Genus-Single"
"Q12505","YPL026C","S+Genus-Single"
"Q12507","YOR315W","S+Genus-Single"
"Q12509","YLR085C","S+Genus-Single"
"Q12510","YDL156W","S+Genus-Single"
"Q12511","YOR090C","S+Genus-Single"
"Q12512","YOL154W","S+Genus-Single"
"Q12513","YDL110C","S+Genus-Single"
"Q12514","YPR072W","S+Genus-Single"
"Q12515","YDL173W","S+Genus-Single"
"Q12516","YDL133W","S+Genus-Single"
"Q12517","YOL149W","S+Genus-Single"
"Q12518","YDL161W","S+Genus-Single"
"Q12520","YPL244C","S+Genus-Single"
"Q12522","YPR016C","S+Genus-Single"
"Q12525","YLL062C","S+Genus-Single"
"Q12527","YPR049C","S+Genus-Single"
"Q12529","YPL165C","S+Genus-Single"
"Q12530","YLR145W","S+Genus-Single"
"Q12531","YPR015C","S+Genus-Single"
"Q12532","YPL009C","S+Genus-Single"
"Q12674","YMR162C","S+Genus-Single"
"Q12676","YMR113W","S+Genus-Single"
"Q12680","YDL171C","S+Genus-Single"
"Q12692","YOL012C","S+Genus-Single"
"Q12697","YOR291W","S+Genus-Single"
"Q12734","YPR030W","S+Genus-Single"
"Q12743","YDR411C","S+Genus-Single"
"Q12745","YLR440C","S+Genus-Single"
"Q12746","YML125C","S+Genus-Single"
"Q12748","YLR381W","S+Genus-Single"
"Q12749","YLR383W","S+Genus-Single"
"Q12751","YMR185W","S+Genus-Single"
"Q12753","YPR008W","S+Genus-Single"
"Q12754","YPL012W","S+Genus-Single"
"Q2V2P0","YPR145C-A","S+Genus-Single"
"Q2V2P1","YLR146W-A","S+Genus-Single"
"Q2V2P2","YKL065W-A","S+Genus-Single"
"Q2V2P3","YKL023C-A","S+Genus-Single"
"Q2V2P4","YIL156W-B","S+Genus-Single"
"Q2V2P6","YGL194C-A","S+Genus-Single"
"Q2V2P7","YDR461C-A","S+Genus-Single"
"Q2V2P8","YDR374W-A","S+Genus-Single"
"Q2V2P9","YDR119W-A","S+Genus-Single"
"Q2V2Q0","YDL007C-A","S+Genus-Single"
"Q2V2Q1","YCL058W-A","S+Genus-Single"
"Q2V2Q2","YCL048W-A","S+Genus-Single"
"Q3E6R5","YDR381C-A","S+Genus-Single"
"Q3E705","YGR271C-A","S+Genus-Single"
"Q3E731","YLL018C-A","S+Genus-Single"
"Q3E743","YJR112W-A","S+Genus-Single"
"Q3E744","YGR161W-C","S+Genus-Single"
"Q3E747","YLR363W-A","S+Genus-Single"
"Q3E752","YPR036W-A","S+Genus-Single"
"Q3E756","YBL029C-A","S+Genus-Single"
"Q3E762","YBR230W-A","S+Genus-Single"
"Q3E764","YLR262C-A","S+Genus-Single"
"Q3E769","YOL159C-A","S+Genus-Single"
"Q3E772","YGR169C-A","S+Genus-Single"
"Q3E784","YER180C-A","S+Genus-Single"
"Q3E785","YDR379C-A","S+Genus-Single"
"Q3E793","YAL044W-A","S+Genus-Single"
"Q3E7A3","YJL133C-A","S+Genus-Single"
"Q3E7A4","YBL059C-A","S+Genus-Single"
"Q3E7A8","YNL162W-A","S+Genus-Single"
"Q3E7A9","YMR194C-B","S+Genus-Single"
"Q3E7B2","YJL062W-A","S+Genus-Single"
"Q3E7B6","YCL005W-A","S+Genus-Single"
"Q3E7B7","YDL085C-A","S+Genus-Single"
"Q3E7C1","YDR079C-A","S+Genus-Single"
"Q3E7Y6","YHR199C-A","S+Genus-Single"
"Q3E7Z5","YIL002W-A","S+Genus-Single"
"Q3E823","YPL189C-A","S+Genus-Single"
"Q3E824","YOR020W-A","S+Genus-Single"
"Q3E825","YLR307C-A","S+Genus-Single"
"Q3E826","YKL068W-A","S+Genus-Single"
"Q3E827","YJR005C-A","S+Genus-Single"
"Q3E828","YJL127C-B","S+Genus-Single"
"Q3E829","YDL160C-A","S+Genus-Single"
"Q3E830","YCR075W-A","S+Genus-Single"
"Q3E833","YKR095W-A","S+Genus-Single"
"Q3E834","YER074W-A","S+Genus-Single"
"Q3E835","YOL086W-A","S+Genus-Single"
"Q3E838","YFR012W-A","S+Genus-Single"
"Q3E840","YBL071W-A","S+Genus-Single"
"Q3E841","YNR034W-A","S+Genus-Single"
"Q3E842","YMR122W-A","S+Genus-Single"
"Q3E846","YMR244C-A","S+Genus-Single"
"Q6Q546","YNR032C-A","S+Genus-Single"
"Q6Q560","YER048W-A","S+Genus-Single"
"Q6Q5K6","YML058W-A","S+Genus-Single"
"Q6WNK7","YBR111W-A","S+Genus-Single"
"Q86ZR7","YKL033W-A","S+Genus-Single"
"Q8TGU7","YBR126W-A","S+Genus-Single"
"Q92316","YGL226C-A","S+Genus-Single"
"Q92317","YDR397C","S+Genus-Single"
"Q92325","YOL025W","S+Genus-Single"
"Q92328","YOL009C","S+Genus-Single"
"Q92331","YOR069W","S+Genus-Single"
"Q96VH3","YCL021W-A","S+Genus-Single"
"Q96VH5","YCL057C-A","S+Genus-Single"
"Q99176","YLR119W","S+Genus-Single"
"Q99177","YPR057W","S+Genus-Single"
"Q99181","YOR319W","S+Genus-Single"
"Q99188","YOR107W","S+Genus-Single"
"Q99189","YOR160W","S+Genus-Single"
"Q99190","YDL015C","S+Genus-Single"
"Q99207","YDL148C","S+Genus-Single"
"Q99220","YDR057W","S+Genus-Single"
"Q99222","YOR129C","S+Genus-Single"
"Q99234","YOR030W","S+Genus-Single"
"Q99247","YOL087C","S+Genus-Single"
"Q99248","YOR019W","S+Genus-Single"
"Q99257","YPL169C","S+Genus-Single"
"Q99260","YLR262C","S+Genus-Single"
"Q99271","YLR138W","S+Genus-Single"
"Q99278","YMR112C","S+Genus-Single"
"Q99287","YOR165W","S+Genus-Single"
"Q99288","YDR051C","S+Genus-Single"
"Q99296","YLR149C","S+Genus-Single"
"Q99297","YOR222W","S+Genus-Single"
"Q99299","YPL158C","S+Genus-Single"
"Q99312","YOR155C","S+Genus-Single"
"Q99314","YOR213C","S+Genus-Single"
"Q99316","YOL088C","S+Genus-Single"
"Q99321","YOR163W","S+Genus-Single"
"Q99325","YOR152C","S+Genus-Single"
"Q99326","YOR338W","S+Genus-Single"
"Q99332","YOR324C","S+Genus-Single"
"Q99344","YPR066W","S+Genus-Single"
"Q99359","YDR014W","S+Genus-Single"
"Q99369","YOR280C","S+Genus-Single"
"Q99382","YLR065C","S+Genus-Single"
"Q99383","YOL123W","S+Genus-Single"
"Q99385","YDL128W","S+Genus-Single"
"Q99394","YOR115C","S+Genus-Single"
"Q99395","YPL229W","S+Genus-Single"
"Q9P305","YHR132W-A","S+Genus-Single"
"Q9URQ3","YLR316C","S+Genus-Single"
"Q9URQ5","YCR020W-B","S+Genus-Single"
