# Program:featureCounts v1.6.0; Command:"featureCounts" "-T" "8" "-s" "2" "-p" "-t" "CDS" "-g" "Name" "-a" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/CBS6556TD.gff" "-o" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KM_STAR_March2019.txt" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C1NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C2NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C3NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KCl2NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KCl3NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Kcl1NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std1NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std2NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std3NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH351NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH352NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH353NewGenome_STARAligned.out.bam" 
Geneid	Chr	Start	End	Strand	Length	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C1NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C2NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C3NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KCl2NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KCl3NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Kcl1NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std1NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std2NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std3NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH351NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH352NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH353NewGenome_STARAligned.out.bam
KMXK0E01200	ChrV	229530	231683	+	2154	748	80	602	851	649	698	682	768	704	871	808	889
KMXK0E01210	ChrV	232204	232678	+	475	3652	1090	3110	4046	4278	3861	2280	2588	2285	3144	3620	3041
KMXK0E01220	ChrV	233373	238031	-	4659	3069	593	3052	2996	2825	3169	3302	3602	2944	3222	3203	3360
KMXK0E01230	ChrV	239183	240586	+	1404	1012	175	1046	718	599	642	706	790	624	739	601	685
KMXK0E01240	ChrV	240922	241788	+	867	426	37	427	424	397	490	397	373	419	383	360	387
KMXK0E01250	ChrV	242233	243576	+	1344	1210	215	1195	1212	1121	1424	1308	1354	1257	1072	1143	1148
KMXK0E01260	ChrV	243652	247632	-	3981	1874	323	1776	1715	1643	2023	1652	1649	1432	1595	1756	1679
KMXK0E01270	ChrV	248003	248908	-	906	876	156	840	815	689	805	605	1737	921	883	752	1688
KMXK0E01280	ChrV	249346	253494	-	4149	1861	122	1741	2078	1755	1828	1868	1889	1786	1758	1689	1996
KMXK0E01290	ChrV	255120	256700	+	1581	295	58	380	183	161	141	237	305	287	299	340	285
KMXK0E01300	ChrV	257391	259796	+	2406	1413	947	1297	1570	1333	1468	1451	1779	1490	1656	1566	1840
KMXK0E01310	ChrV	261915	263726	+	1812	4350	1440	4864	6715	6628	6102	4092	3090	4046	3653	3823	3775
KMXK0E01320	ChrV	264292	265380	-	1089	3924	8995	2138	2240	2155	2526	1561	1683	1601	1893	1955	1849
KMXK0E01330	ChrV	265683	268070	-	2388	1321	924	2799	1216	1279	1111	1169	1499	1724	1469	1479	1213
KMXK0E01340	ChrV	269117	270796	-	1680	3418	217	3686	3894	3865	3957	3038	3191	3382	3169	3233	3245
KMXK0E01350	ChrV	271748	272323	-	576	2883	899	2464	2850	2717	2909	2590	2696	2755	2872	2844	2660
KMXK0E01360	ChrV	272717	274921	-	2205	1702	308	1649	1819	1600	2165	1768	2032	1712	1570	1619	1695
KMXK0E01370	ChrV	276546	278990	-	2445	3476	6675	3300	2812	2463	2524	2479	2732	3075	3423	3251	2957
KMXK0E01380	ChrV	280035	280664	+	630	189	197	242	109	95	101	174	181	263	222	233	258
KMXK0E01390	ChrV	280713	281549	-	837	714	44	672	1043	778	896	689	711	797	815	729	706
KMXK0E01400	ChrV	282196	283266	-	1071	367	12	262	449	461	542	409	510	370	414	399	434
KMXK0E01410	ChrV	283578	284159	-	582	1088	90	961	988	964	1014	725	738	792	841	810	734
KMXK0E01420	ChrV	284540	285184	-	645	3574	1698	3192	4858	4566	5073	3022	3359	2548	2832	2840	2914
KMXK0E01430	ChrV	286356	286688	-	333	3213	552	2166	4270	4342	4208	3382	2858	3125	3281	3211	3358
KMXK0E01440	ChrV	287710	289116	+	1407	3464	1155	2870	2326	2640	2961	2751	2690	2613	2252	2262	2548
KMXK0E01450	ChrV	290619	291827	-	1209	428	192	410	443	322	334	390	285	367	399	395	211
KMXK0E01460	ChrV	295112	296872	-	1761	727	260	652	614	541	547	764	723	859	901	865	886
KMXK0E01470	ChrV	297318	299420	-	2103	638	1365	718	545	540	638	539	1324	610	575	608	1291
KMXK0E01480	ChrV	300197	301204	-	1008	1298	125	1070	1089	1178	1041	970	858	839	996	965	990
KMXK0E01490	ChrV	301744	304842	-	3099	3655	3378	3876	3737	3264	3625	3322	4028	3480	3212	3425	4071
KMXK0E01500	ChrV	305574	306788	-	1215	2965	929	3426	3698	3388	3367	2726	2905	3581	3188	2948	3215
KMXK0E01510	ChrV	307243	307824	+	582	215	9	241	349	339	303	264	257	267	239	192	254
KMXK0E01520	ChrV	307872	308516	-	645	1627	335	1397	2734	2420	2345	1668	1548	2029	1903	1644	1834
KMXK0E01530	ChrV	309221	310051	+	831	1851	688	1562	1889	1706	1671	1348	1403	1725	1626	1411	1485
KMXK0E01540	ChrV	310296	310859	-	564	1029	130	772	1687	1517	1733	1060	1471	1026	1021	976	1195
KMXK0E01550	ChrV	311408	312907	+	1500	712	51	538	780	850	829	520	540	618	519	487	594
KMXK0E01560	ChrV	313183	316365	+	3183	761	145	591	633	631	651	696	858	881	804	804	733
KMXK0E01570	ChrV	317436	318869	+	1434	1067	2756	1706	896	1371	1579	2869	2376	10606	3239	1789	2508
KMXK0E01580	ChrV	319325	321913	+	2589	964	63	894	993	954	990	1007	1109	1189	1039	931	911
KMXK0E01590	ChrV	322499	324853	+	2355	3309	5863	2604	3186	3035	3493	4982	4390	3879	3252	3487	4953
KMXK0E01600	ChrV	325134	328853	-	3720	5615	479	5182	6704	6246	6370	5925	6326	6329	6426	6436	7238
KMXK0E01610	ChrV	329906	330421	-	516	1852	614	2784	6540	6366	3736	2768	3315	4385	3298	2737	2914
KMXK0E01620	ChrV	330747	331487	+	741	2924	272	3142	4567	4536	4052	2877	3258	3826	3588	3313	3723
KMXK0E01630	ChrV	331577	332041	-	465	1024	328	832	808	688	741	652	728	750	787	807	736
KMXK0E01640	ChrV	332525	334729	+	2205	381	233	415	609	568	585	417	479	424	418	354	347
KMXK0E01650	ChrV	335031	336269	+	1239	101	78	489	494	475	193	76	72	133	196	187	92
KMXK0E01660	ChrV	336782	338548	+	1767	8497	5758	17946	29686	23704	23383	13029	10397	21276	17391	16895	12713
KMXK0E01670	ChrV	338896	340569	+	1674	3482	220	2791	4124	3919	3922	3387	3332	3795	3299	3311	3196
KMXK0E01680	ChrV	340810	342177	+	1368	779	627	954	1049	962	969	644	636	869	721	688	487
KMXK0E01690	ChrV	342276	342764	-	489	5	0	2	7	6	7	8	16	5	10	12	15
KMXK0E01700	ChrV	343090	344079	-	990	629	15	611	683	745	748	554	625	588	548	565	502
KMXK0E01710	ChrV	344446	345600	-	1155	251	135	259	359	355	416	361	499	409	443	506	414
KMXK0E01720	ChrV	345808	346992	-	1185	406	132	436	346	386	358	344	380	382	409	412	433
KMXK0E01730	ChrV	347449	350079	+	2631	1435	324	1267	1495	1425	1549	1224	1210	1402	1208	1148	1149
KMXK0E01740	ChrV	350259	350927	-	669	332	22	399	355	311	346	347	379	322	384	348	397
KMXK0E01750	ChrV	351182	351640	-	459	0	0	0	0	1	0	0	0	0	0	0	1
KMXK0E01760	ChrV	351927	352694	+	768	15126	3260	14952	21076	22249	26848	21189	26577	18834	17591	19733	25646
KMXK0E01770	ChrV	352998	354041	-	1044	1847	118	1629	2487	2103	1968	1580	1764	2235	1964	1766	1766
KMXK0E01780	ChrV	354318	356351	+	2034	818	35	900	1035	1052	1249	916	1093	954	911	970	887
KMXK0E01790	ChrV	356443	359001	-	2559	1223	321	1476	2122	1901	2060	1343	1414	2054	1218	1402	1331
KMXK0E01800	ChrV	359460	360623	+	1164	680	23	605	675	543	536	527	623	568	567	515	688
KMXK0E01810	ChrV	360842	361840	-	999	1844	327	1667	1935	2077	2367	1722	2100	2080	1577	1601	1694
KMXK0E01820	ChrV	362110	362565	+	456	684	97	563	709	692	768	604	571	698	537	557	544
KMXK0E01830	ChrV	362780	367219	-	4440	902	189	735	774	754	803	641	686	864	806	821	992
KMXK0E01840	ChrV	367654	368967	-	1314	956	182	1467	1719	1556	766	789	754	1196	681	754	922
KMXK0E01850	ChrV	370201	370668	+	468	6292	1891	4976	6403	7052	5906	4262	4563	4473	5625	5773	5739
KMXK0E01860	ChrV	371412	374495	+	3084	1586	406	1365	1401	1363	1554	1647	1697	1595	1468	1300	1709
KMXK0E01870	ChrV	374516	375151	-	636	756	609	851	1100	936	1156	853	992	1022	790	869	1138
KMXK0E01880	ChrV	375498	377135	+	1638	2895	2391	3149	4981	4434	5264	3416	3408	4959	3530	3662	2826
KMXK0E01890	ChrV	377432	379383	-	1952	3821	5997	6313	5659	5830	5468	4004	5950	3875	3565	3323	4317
KMXK0E01900	ChrV	380866	382194	+	1329	700	60	606	720	647	666	418	505	535	669	582	943
KMXK0E01910	ChrV	382498	388500	-	6003	702	39	718	884	863	908	834	939	792	760	767	815
KMXK0E01920	ChrV	389243	392908	-	3666	3695	3659	3836	5444	4748	5517	4436	4584	4922	4294	4134	4105
KMXK0E01930	ChrV	393609	394328	+	720	2552	839	2178	2549	2527	2834	1887	2089	2134	1828	1835	1797
KMXK0E01940	ChrV	395122	395733	-	612	1259	289	1311	939	974	1156	1016	1108	998	1037	963	1212
KMXK0E01950	ChrV	396863	397093	+	231	4993	1421	9410	12705	11233	12997	6249	8473	14517	7665	7342	6522
KMXK0E01960	ChrV	397874	400459	+	2586	4110	1436	4594	3815	3743	3871	3769	4029	4012	4035	3766	4037
KMXK0E01970	ChrV	401137	401832	+	696	286	8	301	477	429	507	341	300	286	324	298	357
KMXK0E01980	ChrV	402057	403709	-	1653	2629	973	2131	2676	2745	2743	2392	2401	2804	2582	2543	3102
KMXK0E01990	ChrV	404277	404642	-	366	5056	730	4960	7586	7526	8047	6713	7754	6003	6015	6395	8227
KMXK0E02000	ChrV	406507	407223	+	717	1553	118	1235	2198	2188	2081	1320	1441	1584	1340	1241	1112
KMXK0E02010	ChrV	407512	409092	-	1581	2	0	3	1	3	0	1	2	8	2	3	1
KMXK0E02020	ChrV	409690	415368	-	5679	18859	19474	18923	12522	11148	12676	17950	15925	13703	18829	21745	20564
KMXK0E02030	ChrV	416174	416650	-	477	3	2	7	2	0	0	1	0	6	0	3	0
KMXK0E02040	ChrV	417475	418515	-	1041	5117	769	4661	4478	4302	3505	3774	2690	5131	4842	4636	4442
KMXK0E02050	ChrV	419572	421770	-	2199	3	24	223	135	155	5	9	6	9	0	2	10
KMXK0E02060	ChrV	422134	423069	-	936	4447	327	5759	8094	8360	9925	10152	12710	8715	8290	8927	12055
KMXK0E02070	ChrV	423804	424295	+	492	109	7	73	106	99	127	136	113	108	78	93	100
KMXK0E02080	ChrV	424655	426118	+	1464	796	9	603	789	543	860	898	812	522	925	984	1388
KMXK0E02090	ChrV	427432	429873	+	2442	1139	169	1099	1382	1220	1308	1360	1303	1603	1576	1538	1683
KMXK0E02100	ChrV	430010	430525	-	516	343	117	460	182	212	275	217	305	289	243	190	212
KMXK0E02110	ChrV	431039	432121	-	1083	1309	283	1274	1177	1269	1165	945	1244	1134	1093	1127	1157
KMXK0E02120	ChrV	432435	435656	+	3222	866	119	935	747	791	913	860	1305	1047	846	792	1565
KMXK0E02130	ChrV	435758	437926	-	2169	3398	638	3068	4118	3887	4010	3201	3363	3881	3303	3174	3211
KMXK0E02140	ChrV	439479	439805	+	327	7369	5076	7381	10391	10806	12452	9791	12374	9421	9104	9798	12712
KMXK0E02150	ChrV	441124	441939	-	816	1674	186	1529	1652	1615	1978	1714	1750	1725	1643	1865	2203
KMXK0E02160	ChrV	442298	443011	+	714	213	70	204	206	196	221	183	338	199	197	208	390
KMXK0E02170	ChrV	442998	444149	-	1152	665	25	467	644	644	804	576	644	639	580	592	474
KMXK0E02180	ChrV	444871	448482	-	3612	1988	680	2166	1986	1801	2386	2340	3453	2316	2168	2142	3610
KMXK0E02190	ChrV	451479	452261	+	783	44524	69774	29878	15975	14607	15409	29096	20326	28906	29108	26980	28083
KMXK0E02200	ChrV	453092	453958	+	867	655	807	746	858	734	650	665	707	1024	798	604	856
KMXK0E02210	ChrV	454270	455220	+	951	2298	5767	2166	1774	1753	1612	2143	2239	3814	2537	1926	2083
KMXK0E02220	ChrV	456991	458163	+	1173	3520	8644	3448	2651	2523	2208	3671	2454	7126	3160	1652	2007
KMXK0E02230	ChrV	458889	461762	+	2874	1570	389	1517	1833	1697	1900	1678	1727	1861	1687	1568	1954
KMXK0E02240	ChrV	461927	465070	-	3144	674	55	712	807	842	905	680	768	670	720	588	855
KMXK0E02250	ChrV	465823	466728	-	906	2692	603	2637	2609	2549	2882	2489	2534	2160	2547	2763	2847
KMXK0E02260	ChrV	467460	470078	-	2619	6185	3307	4047	4545	3854	4488	4709	4119	5065	4879	4173	5174
KMXK0E02270	ChrV	471255	474428	-	3174	124	4	162	224	238	252	242	213	212	184	194	348
KMXK0E02280	ChrV	474784	475230	+	447	971	165	741	940	784	770	557	607	805	858	747	670
KMXK0E02290	ChrV	475278	475910	-	633	273	8	240	363	313	264	257	259	245	384	326	446
KMXK0E02300	ChrV	476612	478153	+	1542	750	43	550	1067	991	1048	929	1141	1027	1209	1141	1278
KMXK0E02310	ChrV	478356	479108	-	753	358	27	345	315	317	271	283	296	295	298	271	293
KMXK0E02320	ChrV	479587	480216	+	630	251	160	236	151	139	193	150	250	170	231	237	348
KMXK0E02330	ChrV	480562	482241	+	1680	1884	1050	1052	1321	1499	1466	982	1175	1075	931	948	931
KMXK0E02340	ChrV	482791	483972	+	1182	4575	140	5493	7259	6934	5514	3801	4313	4388	4739	3680	4077
KMXK0E02350	ChrV	485143	486894	+	1752	574	377	181	77	99	107	432	691	301	152	244	791
KMXK0E02360	ChrV	487696	489714	+	2019	3577	3741	3667	5519	4194	4753	3392	4115	4446	5117	4029	4463
KMXK0E02370	ChrV	490143	491354	+	1212	1004	217	1089	1294	1213	1209	949	947	1375	1250	955	1684
KMXK0E02380	ChrV	491504	493540	-	2037	1214	297	1347	951	913	891	790	931	815	996	1145	1025
KMXK0E02390	ChrV	493904	494800	-	897	1	1	23	2	3	1	16	21	9	2	3	3
KMXK0E02400	ChrV	495687	496556	-	870	5470	259	4185	8864	9382	8887	7797	7072	7961	7409	6988	8321
KMXK0E02410	ChrV	498160	500874	+	2715	1385	1382	1258	1785	1712	1758	1843	2147	2461	1923	1641	2034
KMXK0E02420	ChrV	501660	501977	+	318	267	89	226	287	254	241	262	229	246	282	217	185
KMXK0E02430	ChrV	504159	505157	+	999	203	13	164	393	319	358	269	319	287	289	273	305
KMXK0E02440	ChrV	505454	506146	+	693	1682	78	1407	1736	1478	1582	1430	1886	1723	1708	1328	1390
KMXK0E02450	ChrV	506209	507945	-	1737	344	22	331	509	369	407	452	598	451	429	440	481
KMXK0E02460	ChrV	508282	508917	+	636	262	8	245	269	217	225	222	212	223	241	228	277
KMXK0E02470	ChrV	509265	510311	+	1047	946	68	1243	731	751	845	637	1537	654	677	579	1204
KMXK0E02480	ChrV	510889	511980	-	1092	10853	3812	11645	18085	18804	22162	19814	24762	17742	16285	17425	22545
KMXK0E02490	ChrV	512341	514005	-	1665	740	175	753	859	799	784	526	688	794	533	464	639
KMXK0E02500	ChrV	514317	514709	-	393	1432	174	1123	1508	1585	1588	906	1059	1224	1014	908	888
KMXK0E02510	ChrV	515512	516960	-	1449	2325	1279	2581	3258	2770	3456	2680	2608	2962	2467	2969	2527
KMXK0E02520	ChrV	518949	520793	-	1845	6048	1730	8068	5613	4886	5572	7587	5837	7050	8287	9002	8194
KMXK0E02530	ChrV	521264	524029	-	2766	1674	64	1449	1741	1800	1699	1785	1600	1359	1534	1693	1831
KMXK0E02540	ChrV	524558	526507	-	1950	1097	79	925	813	736	827	795	682	799	827	690	909
KMXK0E02550	ChrV	527901	528428	+	528	421	10	356	766	717	751	302	477	305	537	533	496
KMXK0E02560	ChrV	528772	529737	-	966	15649	1647	11608	13669	11254	11490	12721	10299	10361	14028	15583	16246
KMXK0E02570	ChrV	532670	533845	+	1176	67078	47255	94999	30144	29067	28193	46519	43934	46880	56525	62660	54416
KMXK0E02580	ChrV	535479	536507	-	1029	8451	538	8583	10711	9902	7550	10017	8952	6904	12768	13166	11333
KMXK0E02590	ChrV	537612	540380	-	2769	1572	54	847	1272	738	1170	2064	1215	992	628	560	178
KMXK0E02600	ChrV	541305	543452	-	2148	1621	2453	1498	1925	1869	1805	1896	1962	2143	1732	1561	1736
KMXK0E02610	ChrV	544734	546104	-	1371	3242	2978	3248	3140	3393	3234	3049	3443	4158	3435	3339	3490
KMXK0E02620	ChrV	546537	549185	-	2649	1798	200	1866	1892	1954	2199	2151	2056	2010	2061	2028	2342
KMXK0E02630	ChrV	550223	551260	+	1038	5368	557	8839	3312	3543	4899	11088	10284	19068	7903	4672	11093
KMXK0E02640	ChrV	551955	554216	+	2262	1378	70	936	1797	1460	1529	1595	1331	1454	1942	1906	1887
KMXK0E02650	ChrV	555019	555168	-	150	8528	1702	8162	14268	11431	16487	9105	13447	13079	10528	12768	12529
KMXK0E02660	ChrV	556531	556923	+	393	1392	66	1395	2470	2637	3119	2524	3168	2145	2016	1930	3047
KMXK0E02670	ChrV	557305	557682	-	378	4274	1111	4699	6616	7200	7475	7239	8617	5758	5659	5878	8027
KMXK0E02680	ChrV	559340	560044	+	705	717	36	682	871	829	977	721	712	657	757	668	1007
KMXK0E02690	ChrV	560276	566257	+	5982	1297	438	1358	623	456	561	632	674	692	792	810	973
KMXK0E02700	ChrV	566298	567440	-	1143	2544	1936	2217	2383	2619	2336	1513	1426	1199	2094	2640	2086
KMXK0E02710	ChrV	568162	569661	-	1500	275	233	310	580	563	52	60	72	84	106	114	17
KMXK0E02720	ChrV	570420	571718	+	1299	2450	285	2638	2409	2318	2294	2316	2441	2218	2153	2255	1995
KMXK0E02730	ChrV	571909	572541	-	633	1140	105	1000	1370	1339	1344	1474	1502	1789	1279	1203	1194
KMXK0E02740	ChrV	573519	574553	-	1035	1763	22	1320	2383	2069	2402	2095	2289	1979	2006	1945	2526
KMXK0E02750	ChrV	575344	579039	-	3696	5367	3084	4844	4161	3892	4279	3661	3887	4354	4312	3949	3878
KMXK0E02760	ChrV	579906	580436	+	531	1659	212	1514	1827	1606	1866	1643	1469	1787	1971	1909	1734
KMXK0E02770	ChrV	580539	582482	-	1944	4458	1370	5238	6278	5526	6418	3838	4102	5164	4381	4707	3847
KMXK0E02780	ChrV	582711	584447	-	1737	1391	606	1465	866	1023	958	769	1463	1425	1298	1113	1406
KMXK0E02790	ChrV	585597	587759	+	2163	689	515	979	437	574	476	1107	1024	1453	734	539	747
KMXK0E02800	ChrV	589296	592121	+	2826	16987	13051	19858	17097	18445	17812	17093	25404	28073	22407	18961	21827
KMXK0E02810	ChrV	592723	593574	-	852	665	133	743	698	847	678	776	1041	560	674	670	890
KMXK0E02820	ChrV	595422	597257	+	1836	757	116	760	731	774	781	675	954	661	620	638	894
KMXK0E02830	ChrV	597294	597629	-	336	252	4	221	320	306	353	319	257	280	230	236	276
KMXK0E02840	ChrV	598239	598547	+	309	389	45	295	326	383	372	318	309	291	287	304	284
KMXK0E02850	ChrV	598933	599877	+	945	437	80	358	381	355	391	345	352	343	307	235	282
KMXK0E02860	ChrV	599975	600247	-	273	505	1341	474	315	298	385	250	541	306	327	318	456
KMXK0E02870	ChrV	601123	605172	+	4050	1068	106	1515	1938	1815	2017	1871	2146	1436	1672	1595	2353
KMXK0E02880	ChrV	605603	606556	-	954	10619	1353	19008	9799	9860	8503	7292	9920	11256	10301	10251	8454
KMXK0E02890	ChrV	607841	608854	+	1014	2412	1599	2681	2568	2196	1994	1424	1776	2441	2261	1935	2329
KMXK0E02900	ChrV	609967	611619	-	1653	7	5	22	154	224	3	7	14	40	7	9	5
KMXK0E02910	ChrV	612118	612663	-	546	1439	476	1584	1124	1028	1078	1042	1006	1141	1144	1205	1318
KMXK0E02920	ChrV	612708	613208	+	501	0	0	0	0	0	0	0	0	0	1	0	0
KMXK0E02930	ChrV	614311	614622	-	312	10455	1915	10864	18390	18850	19700	14332	18565	15351	14131	14055	18164
KMXK0E02940	ChrV	615197	616324	+	1128	1132	846	1082	932	949	762	614	869	991	1019	758	1253
KMXK0E02950	ChrV	616405	620721	-	4317	810	103	862	1012	991	972	932	1049	764	811	792	1172
KMXK0E02960	ChrV	621899	627103	+	5205	879	301	1008	1249	1137	1481	1366	1781	1194	1101	1206	2518
KMXK0E02970	ChrV	627294	628409	+	1116	299	96	433	633	574	217	327	296	388	245	194	155
KMXK0E02980	ChrV	628523	629530	-	1008	557	254	540	455	494	561	339	438	549	380	351	520
KMXK0E02990	ChrV	630009	632156	+	2148	1821	513	1481	1832	1630	1641	1429	1421	1981	1675	1323	1286
KMXK0E03000	ChrV	633971	638863	+	4893	2983	6689	3191	3561	3128	3315	3781	3793	4248	3784	3402	5203
KMXK0E03010	ChrV	639492	640298	-	807	1211	24	971	1120	964	1419	719	918	365	843	1066	1464
KMXK0E03020	ChrV	641384	643111	+	1728	1986	86	2098	2554	2340	2740	2297	2539	2322	2330	2211	2815
KMXK0E03030	ChrV	643913	645301	+	1389	1675	30	969	3320	2918	2572	2019	1938	2081	2032	2051	2186
KMXK0E03040	ChrV	645977	647206	+	1230	1555	318	1084	1290	1279	1150	932	1110	1136	1054	878	1165
KMXK0E03050	ChrV	647423	647902	-	480	24644	8601	18435	25469	21969	29571	15223	18062	14423	12994	18202	7940
KMXK0E03060	ChrV	648670	650466	-	1797	2328	781	2188	3391	3561	3228	3022	2463	3161	3146	2905	4362
KMXK0E03070	ChrV	651001	651816	-	816	1624	510	1563	1520	1468	1337	1138	1199	1347	1253	1262	1255
KMXK0E03080	ChrV	652592	653053	+	462	1456	2170	1021	2216	2276	1931	1587	1811	2073	1445	1115	1203
KMXK0E03090	ChrV	653237	659656	-	6420	15445	3621	10705	10889	8301	12027	20416	20001	16966	14229	15210	21794
KMXK0E03100	ChrV	661154	663097	+	1944	711	138	736	565	555	619	528	942	627	633	674	753
KMXK0E03110	ChrV	663469	663996	-	528	3513	3738	3393	3163	3390	2772	3064	3302	3833	3253	2898	3507
KMXK0E03120	ChrV	664332	664922	-	591	431	176	778	1478	1160	895	598	509	628	692	536	699
KMXK0E03130	ChrV	665435	666784	-	1350	2239	341	2179	1881	1983	2018	1740	1974	1712	1592	1755	1639
KMXK0E03140	ChrV	667326	669074	+	1749	950	771	1048	762	736	817	822	1558	918	862	880	1635
KMXK0E03150	ChrV	669283	669795	-	513	2809	1612	3370	3019	2785	2744	1563	1881	2232	2149	2107	1471
KMXK0E03160	ChrV	670450	671997	+	1548	2742	1187	3244	3042	3006	3545	3042	4771	2971	2820	2525	4651
KMXK0E03170	ChrV	672362	673138	-	777	1267	243	1124	1254	1361	1228	887	981	1047	1010	930	1031
KMXK0E03180	ChrV	673513	673851	+	339	666	27	619	1158	964	932	669	789	907	814	729	790
KMXK0E03190	ChrV	673967	674722	-	756	2460	401	2463	4380	3791	3947	2018	2486	2846	2609	2336	2380
KMXK0E03200	ChrV	675756	676910	+	1155	37922	17189	46661	58534	60284	55966	32413	40782	34853	35166	42420	33049
KMXK0E03210	ChrV	677147	678814	-	1668	418	69	461	475	478	586	407	488	517	419	348	586
KMXK0E03220	ChrV	679181	679819	-	639	1031	120	910	1090	900	919	714	948	1123	945	788	1240
KMXK0E03230	ChrV	680145	680699	+	555	1275	202	1205	1473	1444	1291	1118	1148	1536	1244	946	1115
KMXK0E03240	ChrV	680840	682123	-	1284	2811	1213	2510	2612	2740	2766	2490	3041	3099	2651	2119	2598
KMXK0E03250	ChrV	683156	684106	-	951	889	200	508	2812	4466	2451	2055	887	1685	1272	850	1522
KMXK0E03260	ChrV	684450	686588	-	2139	492	102	660	672	578	616	674	577	830	635	516	674
KMXK0E03270	ChrV	687324	687872	-	549	370	31	331	185	215	176	206	222	269	223	191	306
KMXK0E03280	ChrV	688289	688585	-	297	6360	959	5846	8682	8122	10053	7350	9777	7639	7432	7288	9447
KMXK0E03290	ChrV	689794	690561	-	768	1450	327	1217	1708	1786	1946	1287	1423	1381	1135	1316	1234
KMXK0E03300	ChrV	690979	693228	-	2250	2630	816	2705	2233	2214	2594	2261	2594	2232	2500	2489	2956
KMXK0E03310	ChrV	693498	695294	-	1797	232	29	287	406	374	565	314	454	426	259	239	290
KMXK0E03320	ChrV	696321	698057	+	1737	248	9	200	78	121	93	160	145	155	236	241	396
KMXK0E03330	ChrV	698221	700233	-	2013	616	27	401	450	313	456	552	570	376	1340	1273	1900
KMXK0E03340	ChrV	700975	703674	-	2700	7718	1218	839	1156	1057	2891	1058	1117	1242	1140	1018	1453
KMXK0E03350	ChrV	705001	709161	+	4161	1475	289	942	880	772	860	854	1034	1029	1066	931	1786
KMXK0E03360	ChrV	709368	711143	-	1776	2325	349	1894	472	529	601	1757	2254	1122	998	1016	1798
KMXK0E03370	ChrV	711802	714906	-	3105	3664	315	5195	4499	4721	4024	2648	3182	2945	3116	2657	3255
KMXK0E03380	ChrV	715573	717081	-	1509	1724	692	1819	2750	2430	2655	1888	2011	2120	2514	2245	2247
KMXK0E03390	ChrV	717716	718543	-	828	1352	153	1980	1799	2033	1345	1044	1630	2336	798	928	1031
KMXK0E03400	ChrV	719375	720073	+	699	1661	202	1388	1474	1455	1687	1398	1404	1562	1249	1187	1289
KMXK0E03410	ChrV	720242	721063	-	822	893	16	840	975	915	1094	1018	1006	1003	1228	1055	1211
