"","protein","Gene","orthogroup"
"4016","Q04372","YMR028W","S+KZC"
"4017","Q04373","YDR496C","S+KZC"
"4018","Q04377","YDR499W","S+KZC"
"4019","Q04383","YDR501W","S+KZC"
"4020","Q04396","YDR503C","S+KZC"
"4021","Q04399","YDR506C","S+KZC"
"4022","Q04401","YDR511W","S+KZC"
"4023","Q04406","YDR512C","S+KZC"
"4024","Q04408","YDR514C","S+KZC"
"4025","Q04409","YDR516C","S+KZC"
"4026","Q04410","YDR517W","S+KZC"
"4027","Q04411","YDR520C","S+KZC"
"4028","Q04412","YDR524C","S+KZC"
"4029","Q04418","YDR527W","S+KZC"
"4030","Q04429","YDR528W","S+KZC"
"4031","Q04430","YDR531W","S+KZC"
"4032","Q04431","YDR532C","S+KZC"
"4033","Q04432","YDR533C","S+KZC"
"4034","Q04437","YMR106C","S+KZC"
"4035","Q04438","YMR107W","S+KZC"
"4036","Q04439","YMR109W","S+KZC"
"4037","Q04458","YMR110C","S+KZC"
"4038","Q04461","YMR111C","S+KZC"
"4039","Q04471","YMR114C","S+KZC"
"4040","Q04472","YMR115W","S+KZC"
"4041","Q04477","YMR117C","S+KZC"
"4042","Q04487","YMR118C","S+KZC"
"4043","Q04489","YML096W","S+KZC"
"4044","Q04491","YLR208W","S+KZC"
"4045","Q04493","YML094W","S+KZC"
"4046","Q04500","YML093W","S+KZC"
"4047","Q04511","YML088W","S+KZC"
"4048","Q04533","YML082W","S+KZC"
"4049","Q04545","YML081W","S+KZC"
"4050","Q04562","YDR107C","S+KZC"
"4051","Q04585","YDR109C","S+KZC"
"4052","Q04598","YDR115W","S+KZC"
"4053","Q04599","YDR116C","S+KZC"
"4054","Q04600","YDR117C","S+KZC"
"4055","Q04601","YDR118W","S+KZC"
"4056","Q04603","YDR121W","S+KZC"
"4057","Q04608","YDR124W","S+KZC"
"4058","Q04623","YDR125C","S+KZC"
"4059","Q04629","YDR126W","S+KZC"
"4060","Q04632","YML071C","S+KZC"
"4061","Q04636","YML069W","S+KZC"
"4062","Q04638","YML068W","S+KZC"
"4063","Q04651","YML067C","S+KZC"
"4064","Q04658","YML066C","S+KZC"
"4065","Q04659","YMR048W","S+KZC"
"4066","Q04660","YMR049C","S+KZC"
"4067","Q04670","YMR050C","S+KZC"
"4068","Q04673","YLR005W","S+KZC"
"4069","Q04675","YMR059W","S+KZC"
"4070","Q04689","YML050W","S+KZC"
"4071","Q04693","YML049C","S+KZC"
"4072","Q04697","YML048W","S+KZC"
"4073","Q04711","YML045W","S+KZC"
"4074","Q04712","YML043C","S+KZC"
"4075","Q04728","YMR062C","S+KZC"
"4076","Q04734","YMR063W","S+KZC"
"4077","Q04739","YER027C","S+KZC"
"4078","Q04740","YMR234W","S+KZC"
"4079","Q04746","YMR065W","S+KZC"
"4080","Q04748","YMR066W","S+KZC"
"4081","Q04749","YMR068W","S+KZC"
"4082","Q04751","YMR069W","S+KZC"
"4083","Q04767","YMR071C","S+KZC"
"4084","Q04772","YMR073C","S+KZC"
"4085","Q04773","YMR074C","S+KZC"
"4086","Q04779","YMR075W","S+KZC"
"4087","Q04781","YMR247C","S+KZC"
"4088","Q04792","YMR250W","S+KZC"
"4089","Q04806","YMR251W","S+KZC"
"4090","Q04814","YMR252C","S+KZC"
"4091","Q04835","YMR253C","S+KZC"
"4092","Q04847","YMR258C","S+KZC"
"4093","Q04867","YMR310C","S+KZC"
"4094","Q04868","YMR312W","S+KZC"
"4095","Q04869","YMR315W","S+KZC"
"4096","Q04894","YMR318C","S+KZC"
"4097","Q04895","YIR028W","S+KZC"
"4098","Q04921","YDR218C","S+KZC"
"4099","Q04922","YDR219C","S+KZC"
"4100","Q04924","YDR221W","S+KZC"
"4101","Q04925","YDR222W","S+KZC"
"4102","Q04934","YDR229W","S+KZC"
"4103","Q04935","YDR231C","S+KZC"
"4104","Q04947","YDR233C","S+KZC"
"4105","Q04949","YMR299C","S+KZC"
"4106","Q04951","YMR305C","S+KZC"
"4107","Q04952","YMR306W","S+KZC"
"4108","Q04958","YML059C","S+KZC"
"4109","Q04964","YML058W","S+KZC"
"4110","Q04969","YML055W","S+KZC"
"4111","Q04991","YMR221C","S+KZC"
"4112","Q05015","YMR222C","S+KZC"
"4113","Q05016","YMR226C","S+KZC"
"4114","Q05021","YMR227C","S+KZC"
"4115","Q05022","YMR229C","S+KZC"
"4116","Q05024","YMR233W","S+KZC"
"4117","Q05027","YMR236W","S+KZC"
"4118","Q05029","YMR237W","S+KZC"
"4119","Q05031","YMR238W","S+KZC"
"4120","Q05040","YMR029C","S+KZC"
"4121","Q05050","YMR031C","S+KZC"
"4122","Q05080","YMR032W","S+KZC"
"4123","Q05123","YMR033W","S+KZC"
"4124","Q05131","YMR034C","S+KZC"
"4125","Q05166","YDL088C","S+KZC"
"4126","Q05359","YAR002C-A","S+KZC"
"4127","Q05468","YDR333C","S+KZC"
"4128","Q05471","YDR334W","S+KZC"
"4129","Q05473","YDR336W","S+KZC"
"4130","Q05497","YDR338C","S+KZC"
"4131","Q05498","YDR339C","S+KZC"
"4132","Q05506","YDR341C","S+KZC"
"4133","Q05515","YDR346C","S+KZC"
"4134","Q05518","YDR348C","S+KZC"
"4135","Q05521","YDR284C","S+KZC"
"4136","Q05530","YDR286C","S+KZC"
"4137","Q05533","YDR287W","S+KZC"
"4138","Q05541","YDR288W","S+KZC"
"4139","Q05543","YDR289C","S+KZC"
"4140","Q05549","YDR291W","S+KZC"
"4141","Q05567","YDR294C","S+KZC"
"4142","Q05568","YDR265W","S+KZC"
"4143","Q05580","YDR266C","S+KZC"
"4144","Q05583","YDR267C","S+KZC"
"4145","Q05584","YDR272W","S+KZC"
"4146","Q05635","YDR279W","S+KZC"
"4147","Q05636","YDR280W","S+KZC"
"4148","Q05648","YDR282C","S+KZC"
"4149","Q05670","YMR232W","S+KZC"
"4150","Q05672","YDL189W","S+KZC"
"4151","Q05676","YEL059C-A","S+KZC"
"4152","Q05775","YLR192C","S+KZC"
"4153","Q05776","YLR193C","S+KZC"
"4154","Q05778","YLR199C","S+KZC"
"4155","Q05779","YLR201C","S+KZC"
"4156","Q05785","YLR206W","S+KZC"
"4157","Q05787","YLR207W","S+KZC"
"4158","Q05788","YLR209C","S+KZC"
"4159","Q05789","YLR211C","S+KZC"
"4160","Q05790","YLR213C","S+KZC"
"4161","Q05791","YLR215C","S+KZC"
"4162","Q05809","YLR218C","S+KZC"
"4163","Q05812","YLR219W","S+KZC"
"4164","Q05854","YLR278C","S+KZC"
"4165","Q05863","YLR281C","S+KZC"
"4166","Q05867","YLR283W","S+KZC"
"4167","Q05871","YLR284C","S+KZC"
"4168","Q05874","YLR285W","S+KZC"
"4169","Q05881","YLR287C","S+KZC"
"4170","Q05892","YLR290C","S+KZC"
"4171","Q05900","YLR298C","S+KZC"
"4172","Q05902","YLR299W","S+KZC"
"4173","Q05905","YLR301W","S+KZC"
"4174","Q05911","YLR359W","S+KZC"
"4175","Q05919","YLR360W","S+KZC"
"4176","Q05924","YLR361C","S+KZC"
"4177","Q05926","YLR364W","S+KZC"
"4178","Q05930","YLR368W","S+KZC"
"4179","Q05931","YLR369W","S+KZC"
"4180","Q05933","YLR370C","S+KZC"
"4181","Q05937","YLR375W","S+KZC"
"4182","Q05942","YLR221C","S+KZC"
"4183","Q05946","YLR222C","S+KZC"
"4184","Q05947","YLR224W","S+KZC"
"4185","Q05948","YLR225C","S+KZC"
"4186","Q05949","YLR226W","S+KZC"
"4187","Q05955","YLR227C","S+KZC"
"4188","Q05958","YLR228C","S+KZC"
"4189","Q05979","YLR231C","S+KZC"
"4190","Q05998","YLR237W","S+KZC"
"4191","Q06001","YLR238W","S+KZC"
"4192","Q06005","YLR239C","S+KZC"
"4193","Q06010","YLR389C","S+KZC"
"4194","Q06011","YLR390W","S+KZC"
"4195","Q06032","YLR394W","S+KZC"
"4196","Q06053","YLR401C","S+KZC"
"4197","Q06058","YLR404W","S+KZC"
"4198","Q06063","YLR405W","S+KZC"
"4199","Q06070","YLR407W","S+KZC"
"4200","Q06071","YLR408C","S+KZC"
"4201","Q06078","YLR409C","S+KZC"
"4202","Q06089","YPR098C","S+KZC"
"4203","Q06090","YPR100W","S+KZC"
"4204","Q06091","YPR101W","S+KZC"
"4205","Q06096","YPR105C","S+KZC"
"4206","Q06098","YPR106W","S+KZC"
"4207","Q06102","YPR107C","S+KZC"
"4208","Q06103","YPR108W","S+KZC"
"4209","Q06104","YPR109W","S+KZC"
"4210","Q06106","YPR112C","S+KZC"
"4211","Q06107","YPR114W","S+KZC"
"4212","Q06108","YPR115W","S+KZC"
"4213","Q06109","YPR116W","S+KZC"
"4214","Q06116","YPR117W","S+KZC"
"4215","Q06132","YLR336C","S+KZC"
"4216","Q06134","YLR341W","S+KZC"
"4217","Q06135","YLR343W","S+KZC"
"4218","Q06137","YLR345W","S+KZC"
"4219","Q06142","YLR347C","S+KZC"
"4220","Q06143","YLR348C","S+KZC"
"4221","Q06146","YLR257W","S+KZC"
"4222","Q06147","YLR260W","S+KZC"
"4223","Q06149","YLR266C","S+KZC"
"4224","Q06150","YLR267W","S+KZC"
"4225","Q06151","YLR270W","S+KZC"
"4226","Q06152","YLR271W","S+KZC"
"4227","Q06156","YLR272C","S+KZC"
"4228","Q06159","YLR312C","S+KZC"
"4229","Q06162","YLR315W","S+KZC"
"4230","Q06163","YLR318W","S+KZC"
"4231","Q06164","YLR320W","S+KZC"
"4232","Q06168","YLR321C","S+KZC"
"4233","Q06169","YLR324W","S+KZC"
"4234","Q06170","YLR326W","S+KZC"
"4235","Q06177","YLR327C","S+KZC"
"4236","Q06178","YLR328W","S+KZC"
"4237","Q06179","YLR454W","S+KZC"
"4238","Q06188","YLR455W","S+KZC"
"4239","Q06200","YLR443W","S+KZC"
"4240","Q06201","YLR445W","S+KZC"
"4241","Q06204","YLR446W","S+KZC"
"4242","Q06205","YLR449W","S+KZC"
"4243","Q06211","YPR164W","S+KZC"
"4244","Q06213","YPR168W","S+KZC"
"4245","Q06214","YPR169W","S+KZC"
"4246","Q06217","YLR275W","S+KZC"
"4247","Q06218","YLR276C","S+KZC"
"4248","Q06224","YLR277C","S+KZC"
"4249","Q06236","YLR164W","S+KZC"
"4250","Q06244","YLR165C","S+KZC"
"4251","Q06245","YLR166C","S+KZC"
"4252","Q06247","YLR173W","S+KZC"
"4253","Q06251","YLR177W","S+KZC"
"4254","Q06263","YLR181C","S+KZC"
"4255","Q06266","YLR183C","S+KZC"
"4256","Q06287","YLR186W","S+KZC"
"4257","Q06315","YLR187W","S+KZC"
"4258","Q06321","YLR189C","S+KZC"
"4259","Q06324","YLR190W","S+KZC"
"4260","Q06325","YDR349C","S+KZC"
"4261","Q06328","YDR352W","S+KZC"
"4262","Q06333","YDR357C","S+KZC"
"4263","Q06337","YDR359C","S+KZC"
"4264","Q06338","YDR361C","S+KZC"
"4265","Q06339","YDR362C","S+KZC"
"4266","Q06340","YDR363W","S+KZC"
"4267","Q06344","YDR365C","S+KZC"
"4268","Q06346","YDR367W","S+KZC"
"4269","Q06349","YDR370C","S+KZC"
"4270","Q06350","YDR371W","S+KZC"
"4271","Q06385","YDR372C","S+KZC"
"4272","Q06389","YDR373W","S+KZC"
"4273","Q06390","YDR374C","S+KZC"
"4274","Q06405","YDR377W","S+KZC"
"4275","Q06406","YDR378C","S+KZC"
"4276","Q06407","YDR379W","S+KZC"
"4277","Q06408","YDR380W","S+KZC"
"4278","Q06409","YLR422W","S+KZC"
"4279","Q06410","YLR423C","S+KZC"
"4280","Q06411","YLR424W","S+KZC"
"4281","Q06412","YLR425W","S+KZC"
"4282","Q06417","YLR426W","S+KZC"
"4283","Q06436","YLR427W","S+KZC"
"4284","Q06440","YLR429W","S+KZC"
"4285","Q06449","YPR154W","S+KZC"
"4286","Q06451","YPR156C","S+KZC"
"4287","Q06466","YPR157W","S+KZC"
"4288","Q06469","YPR158W","S+KZC"
"4289","Q06479","YLR352W","S+KZC"
"4290","Q06485","YLR356W","S+KZC"
"4291","Q06488","YLR357W","S+KZC"
"4292","Q06489","YPR118W","S+KZC"
"4293","Q06490","YPR121W","S+KZC"
"4294","Q06493","YPR125W","S+KZC"
"4295","Q06494","YPR127W","S+KZC"
"4296","Q06497","YPR128C","S+KZC"
"4297","Q06504","YPR131C","S+KZC"
"4298","Q06505","YPR133C","S+KZC"
"4299","Q06506","YPR137W","S+KZC"
"4300","Q06508","YPR139C","S+KZC"
"4301","Q06510","YPR140W","S+KZC"
"4302","Q06511","YPR143W","S+KZC"
"4303","Q06512","YPR144C","S+KZC"
"4304","Q06522","YPR147C","S+KZC"
"4305","Q06523","YPR148C","S+KZC"
"4306","Q06524","YPR151C","S+KZC"
"4307","Q06525","YPR152C","S+KZC"
"4308","Q06537","YPR153W","S+KZC"
"4309","Q06538","YLR241W","S+KZC"
"4310","Q06541","YLR242C","S+KZC"
"4311","Q06543","YLR243W","S+KZC"
"4312","Q06549","YLR245C","S+KZC"
"4313","Q06551","YLR246W","S+KZC"
"4314","Q06554","YLR247C","S+KZC"
"4315","Q06563","YLR251W","S+KZC"
"4316","Q06567","YLR253W","S+KZC"
"4317","Q06568","YLR254C","S+KZC"
"4318","Q06580","YPR188C","S+KZC"
"4319","Q06593","YPR194C","S+KZC"
"4320","Q06595","YPR196W","S+KZC"
"4321","Q06598","YPR201W","S+KZC"
"4322","Q06604","YPR171W","S+KZC"
"4323","Q06608","YPR172W","S+KZC"
"4324","Q06623","YPR179C","S+KZC"
"4325","Q06624","YPR180W","S+KZC"
"4326","Q06625","YPR184W","S+KZC"
"4327","Q06628","YPR185W","S+KZC"
"4328","Q06629","YDR295C","S+KZC"
"4329","Q06630","YDR296W","S+KZC"
"4330","Q06631","YDR299W","S+KZC"
"4331","Q06632","YDR301W","S+KZC"
"4332","Q06636","YDR302W","S+KZC"
"4333","Q06639","YDR303C","S+KZC"
"4334","Q06640","YDR306C","S+KZC"
"4335","Q06644","YDR307W","S+KZC"
"4336","Q06648","YDR309C","S+KZC"
"4337","Q06651","YDR313C","S+KZC"
"4338","Q06665","YDR314C","S+KZC"
"4339","Q06667","YDR315C","S+KZC"
"4340","Q06668","YDR316W","S+KZC"
"4341","Q06671","YLR431C","S+KZC"
"4342","Q06672","YLR435W","S+KZC"
"4343","Q06673","YLR436C","S+KZC"
"4344","Q06674","YDR317W","S+KZC"
"4345","Q06675","YDR318W","S+KZC"
"4346","Q06676","YDR319C","S+KZC"
"4347","Q06677","YDR320C","S+KZC"
"4348","Q06678","YDR322W","S+KZC"
"4349","Q06679","YDR324C","S+KZC"
"4350","Q06680","YDR325W","S+KZC"
"4351","Q06681","YDR326C","S+KZC"
"4352","Q06682","YDR330W","S+KZC"
"4353","Q06683","YDR332W","S+KZC"
"4354","Q06685","YLR410W","S+KZC"
"4355","Q06688","YLR412W","S+KZC"
"4356","Q06689","YLR413W","S+KZC"
"4357","Q06696","YLR417W","S+KZC"
"4358","Q06697","YLR418C","S+KZC"
"4359","Q06698","YLR419W","S+KZC"
"4360","Q06702","YLR307W","S+KZC"
"4361","Q06703","YLR308W","S+KZC"
"4362","Q06704","YLR309C","S+KZC"
"4363","Q06705","YLR380W","S+KZC"
"4364","Q06706","YLR384C","S+KZC"
"4365","Q06707","YLR385C","S+KZC"
"4366","Q06708","YLR386W","S+KZC"
"4367","Q06709","YLR387C","S+KZC"
"4368","Q06810","YPR075C","S+KZC"
"4369","Q06815","YPR079W","S+KZC"
"4370","Q06819","YPR082C","S+KZC"
"4371","Q06820","YPR083W","S+KZC"
"4372","Q06821","YPR084W","S+KZC"
"4373","Q06822","YPR085C","S+KZC"
"4374","Q06833","YPR091C","S+KZC"
"4375","Q06834","YPR093C","S+KZC"
"4376","Q06835","YPR094W","S+KZC"
"4377","Q06836","YPR095C","S+KZC"
"4378","Q06839","YPR097W","S+KZC"
"4379","Q06892","YPL188W","S+KZC"
"4380","Q06991","YLR414C","S+KZC"
"4381","Q07084","YLR006C","S+KZC"
"4382","Q07349","YDL027C","S+KZC"
"4383","Q07350","YDL043C","S+KZC"
"4384","Q07351","YDL048C","S+KZC"
"4385","Q07362","YDL053C","S+KZC"
"4386","Q07376","YDL054C","S+KZC"
"4387","Q07379","YDL057W","S+KZC"
"4388","Q07381","YDL060W","S+KZC"
"4389","Q07395","YDL063C","S+KZC"
"4390","Q07418","YDL065C","S+KZC"
"4391","Q07451","YDL072C","S+KZC"
"4392","Q07454","YDL073W","S+KZC"
"4393","Q07457","YDL074C","S+KZC"
"4394","Q07458","YDL076C","S+KZC"
"4395","Q07468","YDL077C","S+KZC"
"4396","Q07471","YDL080C","S+KZC"
"4397","Q07478","YDL084W","S+KZC"
"4398","Q07505","YDL086W","S+KZC"
"4399","Q07508","YDL087C","S+KZC"
"4400","Q07527","YDL112W","S+KZC"
"4401","Q07528","YDL113C","S+KZC"
"4402","Q07530","YDL114W","S+KZC"
"4403","Q07532","YDL115C","S+KZC"
"4404","Q07533","YDL117W","S+KZC"
"4405","Q07534","YDL119C","S+KZC"
"4406","Q07540","YDL120W","S+KZC"
"4407","Q07541","YDL121C","S+KZC"
"4408","Q07549","YDL123W","S+KZC"
"4409","Q07551","YDL124W","S+KZC"
"4410","Q07555","YDL129W","S+KZC"
"4411","Q07560","YDL142C","S+KZC"
"4412","Q07589","YDL144C","S+KZC"
"4413","Q07622","YDL203C","S+KZC"
"4414","Q07623","YDL213C","S+KZC"
"4415","Q07629","YDL218W","S+KZC"
"4416","Q07648","YDL219W","S+KZC"
"4417","Q07651","YDL222C","S+KZC"
"4418","Q07655","YDL224C","S+KZC"
"4419","Q07657","YDL225W","S+KZC"
"4420","Q07660","YDL231C","S+KZC"
"4421","Q07684","YDL233W","S+KZC"
"4422","Q07688","YDL235C","S+KZC"
"4423","Q07716","YDL237W","S+KZC"
"4424","Q07729","YDL238C","S+KZC"
"4425","Q07748","YDL244W","S+KZC"
"4426","Q07786","YDL246C","S+KZC"
"4427","Q07791","YDR261W-B","S+KZC"
"4428","Q07794","YLL002W","S+KZC"
"4429","Q07798","YLL005C","S+KZC"
"4430","Q07799","YLL007C","S+KZC"
"4431","Q07800","YLL010C","S+KZC"
"4432","Q07807","YLL013C","S+KZC"
"4433","Q07821","YLL027W","S+KZC"
"4434","Q07824","YLL028W","S+KZC"
"4435","Q07825","YLL029W","S+KZC"
"4436","Q07830","YLL031C","S+KZC"
"4437","Q07834","YLL032C","S+KZC"
"4438","Q07843","YLL033W","S+KZC"
"4439","Q07844","YLL034C","S+KZC"
"4440","Q07845","YLL035W","S+KZC"
"4441","Q07872","YLL038C","S+KZC"
"4442","Q07878","YLL040C","S+KZC"
"4443","Q07879","YLL042C","S+KZC"
"4444","Q07887","YLL049W","S+KZC"
"4445","Q07895","YLR001C","S+KZC"
"4446","Q07896","YLR002C","S+KZC"
"4447","Q07897","YLR003C","S+KZC"
"4448","Q07904","YLR004C","S+KZC"
"4449","Q07913","YLR007W","S+KZC"
"4450","Q07914","YLR008C","S+KZC"
"4451","Q07915","YLR009W","S+KZC"
"4452","Q07927","YLR012C","S+KZC"
"4453","Q07928","YLR013W","S+KZC"
"4454","Q07930","YLR016C","S+KZC"
"4455","Q07938","YLR017W","S+KZC"
"4456","Q07949","YLR019W","S+KZC"
"4457","Q07950","YLR020C","S+KZC"
"4458","Q07951","YLR021W","S+KZC"
"4459","Q07953","YLR022C","S+KZC"
"4460","Q07959","YLR023C","S+KZC"
"4461","Q07963","YLR024C","S+KZC"
"4462","Q07978","YLR031W","S+KZC"
"4463","Q07979","YLR033W","S+KZC"
"4464","Q07980","YLR035C","S+KZC"
"4465","Q07987","YLR037C","S+KZC"
"4466","Q07988","YLR040C","S+KZC"
"4467","Q07993","YLR070C","S+KZC"
"4468","Q08001","YLR072W","S+KZC"
"4469","Q08003","YLR073C","S+KZC"
"4470","Q08004","YLR074C","S+KZC"
"4471","Q08023","YLR077W","S+KZC"
"4472","Q08032","YLR103C","S+KZC"
"4473","Q08045","YLR104W","S+KZC"
"4474","Q08054","YOL007C","S+KZC"
"4475","Q08058","YOL008W","S+KZC"
"4476","Q08096","YOL010W","S+KZC"
"4477","Q08109","YOL013C","S+KZC"
"4478","Q08144","YOL018C","S+KZC"
"4479","Q08157","YOL019W","S+KZC"
"4480","Q08162","YOL021C","S+KZC"
"4481","Q08176","YOL026C","S+KZC"
"4482","Q08179","YOL027C","S+KZC"
"4483","Q08182","YOL028C","S+KZC"
"4484","Q08187","YOL029C","S+KZC"
"4485","Q08193","YOL030W","S+KZC"
"4486","Q08199","YOL031C","S+KZC"
"4487","Q08202","YOL032W","S+KZC"
"4488","Q08204","YOL034W","S+KZC"
"4489","Q08206","YOL036W","S+KZC"
"4490","Q08208","YOL041C","S+KZC"
"4491","Q08213","YOL042W","S+KZC"
"4492","Q08214","YOL043C","S+KZC"
"4493","Q08215","YOL044W","S+KZC"
"4494","Q08217","YOL045W","S+KZC"
"4495","Q08218","YOL047C","S+KZC"
"4496","Q08219","YOL048C","S+KZC"
"4497","Q08220","YOL049W","S+KZC"
"4498","Q08223","YOL053W","S+KZC"
"4499","Q08224","YOL055C","S+KZC"
"4500","Q08225","YOL057W","S+KZC"
"4501","Q08226","YOL063C","S+KZC"
"4502","Q08227","YOL065C","S+KZC"
"4503","Q08229","YOL070C","S+KZC"
"4504","Q08230","YOL071W","S+KZC"
"4505","Q08231","YOL072W","S+KZC"
"4506","Q08232","YOL073C","S+KZC"
"4507","Q08234","YOL075C","S+KZC"
"4508","Q08235","YOL077C","S+KZC"
"4509","Q08236","YOL078W","S+KZC"
"4510","Q08237","YOL080C","S+KZC"
"4511","Q08268","YOL119C","S+KZC"
"4512","Q08269","YOL130W","S+KZC"
"4513","Q08271","YOL132W","S+KZC"
"4514","Q08273","YOL133W","S+KZC"
"4515","Q08278","YOL135C","S+KZC"
"4516","Q08280","YOL137W","S+KZC"
"4517","Q08281","YOL138C","S+KZC"
"4518","Q08282","YOL141W","S+KZC"
"4519","Q08285","YOL142W","S+KZC"
"4520","Q08287","YOL144W","S+KZC"
"4521","Q08322","YOL161C","S+KZC"
"4522","Q08387","YOR005C","S+KZC"
"4523","Q08409","YOR011W","S+KZC"
"4524","Q08412","YOR042W","S+KZC"
"4525","Q08417","YOR049C","S+KZC"
"4526","Q08421","YOR051C","S+KZC"
"4527","Q08422","YOR052C","S+KZC"
"4528","Q08438","YOR054C","S+KZC"
"4529","Q08444","YOR056C","S+KZC"
"4530","Q08446","YOR057W","S+KZC"
"4531","Q08448","YOR059C","S+KZC"
"4532","Q08457","YOR060C","S+KZC"
"4533","Q08465","YOR064C","S+KZC"
"4534","Q08471","YOR066W","S+KZC"
"4535","Q08484","YOR070C","S+KZC"
"4536","Q08485","YOR071C","S+KZC"
"4537","Q08490","YOR073W","S+KZC"
"4538","Q08492","YOR078W","S+KZC"
"4539","Q08496","YOR080W","S+KZC"
"4540","Q08548","YOR175C","S+KZC"
"4541","Q08553","YOR179C","S+KZC"
"4542","Q08558","YOR180C","S+KZC"
"4543","Q08561","YOR189W","S+KZC"
"4544","Q08562","YOR191W","S+KZC"
"4545","Q08579","YOR192C","S+KZC"
"4546","Q08581","YOR195W","S+KZC"
"4547","Q08601","YOR197W","S+KZC"
"4548","Q08622","YOR205C","S+KZC"
"4549","Q08634","YOR238W","S+KZC"
"4550","Q08641","YOR239W","S+KZC"
"4551","Q08645","YOR241W","S+KZC"
"4552","Q08646","YOR242C","S+KZC"
"4553","Q08647","YOR243C","S+KZC"
"4554","Q08649","YOR244W","S+KZC"
"4555","Q08650","YOR245C","S+KZC"
"4556","Q08651","YOR246C","S+KZC"
"4557","Q08683","YOR249C","S+KZC"
"4558","Q08685","YOR250C","S+KZC"
"4559","Q08686","YOR251C","S+KZC"
"4560","Q08687","YOR252W","S+KZC"
"4561","Q08689","YOR253W","S+KZC"
"4562","Q08692","YOR255W","S+KZC"
"4563","Q08693","YOR256C","S+KZC"
"4564","Q08702","YOR258W","S+KZC"
"4565","Q08723","YOR261C","S+KZC"
"4566","Q08726","YOR262W","S+KZC"
"4567","Q08729","YOR264W","S+KZC"
"4568","Q08732","YOR267C","S+KZC"
"4569","Q08742","YOR286W","S+KZC"
"4570","Q08743","YOR292C","S+KZC"
"4571","Q08745","YOR293W","S+KZC"
"4572","Q08746","YOR294W","S+KZC"
"4573","Q08748","YOR296W","S+KZC"
"4574","Q08749","YOR297C","S+KZC"
"4575","Q08750","YOR298W","S+KZC"
"4576","Q08754","YOR299W","S+KZC"
"4577","Q08760","YOR301W","S+KZC"
"4578","Q08773","YOR304W","S+KZC"
"4579","Q08774","YOR305W","S+KZC"
"4580","Q08777","YOR306C","S+KZC"
"4581","Q08816","YOR352W","S+KZC"
"4582","Q08817","YOR353C","S+KZC"
"4583","Q08818","YOR354C","S+KZC"
"4584","Q08822","YOR356W","S+KZC"
"4585","Q08826","YOR357C","S+KZC"
"4586","Q08831","YOR359W","S+KZC"
"4587","Q08873","YOR367W","S+KZC"
"4588","Q08886","YOR371C","S+KZC"
"4589","Q08887","YOR372C","S+KZC"
"4590","Q08902","YOR378W","S+KZC"
"4591","Q08905","YOR381W","S+KZC"
"4592","Q08908","YOR384W","S+KZC"
"4593","Q08909","YOR385W","S+KZC"
"4594","Q08911","YOR388C","S+KZC"
"4595","Q08912","YOR389W","S+KZC"
"4596","Q08913","YOR390W","S+KZC"
"4597","Q08919","YPL176C","S+KZC"
"4598","Q08920","YPL178W","S+KZC"
"4599","Q08921","YPL180W","S+KZC"
"4600","Q08923","YPL181W","S+KZC"
"4601","Q08924","YPL183C","S+KZC"
"4602","Q08925","YPL184C","S+KZC"
"4603","Q08926","YPL186C","S+KZC"
"4604","Q08930","YPL191C","S+KZC"
"4605","Q08931","YPL192C","S+KZC"
"4606","Q08932","YPL193W","S+KZC"
"4607","Q08949","YPL194W","S+KZC"
"4608","Q08951","YPL195W","S+KZC"
"4609","Q08952","YPL196W","S+KZC"
"4610","Q08954","YPL199C","S+KZC"
"4611","Q08956","YPL201C","S+KZC"
"4612","Q08957","YPL202C","S+KZC"
"4613","Q08959","YPL206C","S+KZC"
"4614","Q08960","YPL207W","S+KZC"
"4615","Q08961","YPL208W","S+KZC"
"4616","Q08962","YPL211W","S+KZC"
"4617","Q08963","YPL213W","S+KZC"
"4618","Q08965","YPL217C","S+KZC"
"4619","Q08966","YPL219W","S+KZC"
"4620","Q08967","YPL221W","S+KZC"
"4621","Q08968","YPL222W","S+KZC"
"4622","Q08970","YPL224C","S+KZC"
"4623","Q08971","YPL225W","S+KZC"
"4624","Q08972","YPL226W","S+KZC"
"4625","Q08975","YPL258C","S+KZC"
"4626","Q08977","YPL260W","S+KZC"
"4627","Q08979","YPL263C","S+KZC"
"4628","Q08980","YPL264C","S+KZC"
"4629","Q08981","YPL267W","S+KZC"
"4630","Q08984","YPL272C","S+KZC"
"4631","Q08985","YPL273W","S+KZC"
"4632","Q08986","YPL274W","S+KZC"
"4633","Q08989","YPL277C","S+KZC"
"4634","Q08991","YPL279C","S+KZC"
"4635","Q10740","YNL045W","S+KZC"
"4636","Q12000","YOR091W","S+KZC"
"4637","Q12001","YOR002W","S+KZC"
"4638","Q12003","YPL236C","S+KZC"
"4639","Q12004","YPR056W","S+KZC"
"4640","Q12006","YOL003C","S+KZC"
"4641","Q12008","YDL021W","S+KZC"
"4642","Q12009","YDL201W","S+KZC"
"4643","Q12010","YOL092W","S+KZC"
"4644","Q12012","YOR289W","S+KZC"
"4645","Q12015","YOR223W","S+KZC"
"4646","Q12016","YOL129W","S+KZC"
"4647","Q12017","YOR281C","S+KZC"
"4648","Q12018","YDL132W","S+KZC"
"4649","Q12019","YLR106C","S+KZC"
"4650","Q12021","YDR030C","S+KZC"
"4651","Q12024","YOR272W","S+KZC"
