Orthogroup	S.cerevisiae	C.glabrata	K.marxianus	Z.rouxii
OG0002674	P25625	tr|Q6FIT6|Q6FIT6_CANGA	KMXK_0A07590	tr|C5DYZ4|C5DYZ4_ZYGRC
OG0002675	P40096	tr|Q6FQ70|Q6FQ70_CANGA	KMXK_0F03710	tr|C5DRU6|C5DRU6_ZYGRC
OG0002676	Q02783	sp|Q6FJD1|LPE10_CANGA	KMXK_0D03840	tr|C5DXZ5|C5DXZ5_ZYGRC
OG0002677	P34234	tr|Q6FWF9|Q6FWF9_CANGA	KMXK_0D05530	tr|C5DS18|C5DS18_ZYGRC
OG0002678	P38139	tr|Q6FJL0|Q6FJL0_CANGA	KMXK_0A00980	tr|C5DXZ7|C5DXZ7_ZYGRC
OG0002679	P38702	tr|Q6FN43|Q6FN43_CANGA	KMXK_0F02340	tr|C5DQN9|C5DQN9_ZYGRC
OG0002680	P50945	sp|Q6FSZ7|MIC27_CANGA	KMXK_0G02400	sp|C5DRL9|MIC27_ZYGRC
OG0002681	P36016	sp|Q6FU50|LHS1_CANGA	KMXK_0F03790	tr|C5E3Z5|C5E3Z5_ZYGRC
OG0002682	P38852	tr|Q6FR06|Q6FR06_CANGA	KMXK_0A07350	tr|C5DYW8|C5DYW8_ZYGRC
OG0002683	Q03667	tr|Q6FNH3|Q6FNH3_CANGA	KMXK_0A05920	tr|C5DTC7|C5DTC7_ZYGRC
OG0002684	P53919	tr|Q6FLE1|Q6FLE1_CANGA	KMXK_0F03200	tr|C5DZQ6|C5DZQ6_ZYGRC
OG0002685	Q06504	tr|Q6FVX4|Q6FVX4_CANGA	KMXK_0H02990	tr|C5DR10|C5DR10_ZYGRC
OG0002686	Q08920	tr|Q6FX03|Q6FX03_CANGA	KMXK_0C03230	tr|C5E1C3|C5E1C3_ZYGRC
OG0002687	P34160	tr|Q6FN07|Q6FN07_CANGA	KMXK_0D00900	tr|C5DQ64|C5DQ64_ZYGRC
OG0002688	P16603	tr|Q6FVZ9|Q6FVZ9_CANGA	KMXK_0B07400	tr|C5E0Y1|C5E0Y1_ZYGRC
OG0002689	P40360	sp|Q6FS75|NAGS_CANGA	KMXK_0B08320	tr|C5E1I0|C5E1I0_ZYGRC
OG0002690	P25293	tr|Q6FJI8|Q6FJI8_CANGA	KMXK_0F05570	tr|C5DV35|C5DV35_ZYGRC
OG0002691	P53914	tr|Q6FMA6|Q6FMA6_CANGA	KMXK_0F03100	tr|C5DZP6|C5DZP6_ZYGRC
OG0002692	Q12163	tr|Q6FVL1|Q6FVL1_CANGA	KMXK_0E05130	tr|C5DYL0|C5DYL0_ZYGRC
OG0002693	Q12366	tr|Q6FQC3|Q6FQC3_CANGA	KMXK_0G02860	tr|C5DRA1|C5DRA1_ZYGRC
OG0002694	Q02197	tr|Q6FV77|Q6FV77_CANGA	KMXK_0C06620	tr|C5DW70|C5DW70_ZYGRC
OG0002695	P38879	sp|Q6FJD5|NACA_CANGA	KMXK_0D05310	tr|C5DRH2|C5DRH2_ZYGRC
OG0002696	P12945	tr|Q6FWI9|Q6FWI9_CANGA	KMXK_0B03450	tr|C5DR29|C5DR29_ZYGRC
OG0002697	P37293	tr|Q6FVC4|Q6FVC4_CANGA	KMXK_0B00680	tr|C5E038|C5E038_ZYGRC
OG0002698	Q12144	tr|Q6FUQ1|Q6FUQ1_CANGA	KMXK_0H00520	tr|C5DX77|C5DX77_ZYGRC
OG0002699	P38626	sp|Q6FLT3|NCB5R_CANGA	KMXK_0D03670	tr|C5DWP9|C5DWP9_ZYGRC
OG0002700	P30771	tr|Q6FVZ1|Q6FVZ1_CANGA	KMXK_0E02230	tr|C5DZE5|C5DZE5_ZYGRC
OG0002701	Q00539	tr|Q6FSA7|Q6FSA7_CANGA	KMXK_0C01930	tr|C5DPX9|C5DPX9_ZYGRC
OG0002702	Q08689	tr|Q6FMD1|Q6FMD1_CANGA	KMXK_0C04530	tr|C5DW07|C5DW07_ZYGRC
OG0002703	Q03920	tr|Q6FXA1|Q6FXA1_CANGA	KMXK_0D01100	tr|C5DVE1|C5DVE1_ZYGRC
OG0002704	Q12093	tr|Q6FNA3|Q6FNA3_CANGA	KMXK_0F02970	tr|C5DR24|C5DR24_ZYGRC
OG0002705	P53238	tr|Q6FMX6|Q6FMX6_CANGA	KMXK_0E02910	tr|C5DRE5|C5DRE5_ZYGRC
OG0002706	P38880	tr|Q6FJD4|Q6FJD4_CANGA	KMXK_0D05300	tr|C5DRH3|C5DRH3_ZYGRC
OG0002707	P32569	sp|Q6FQ87|MED17_CANGA	KMXK_0F01310	tr|C5DUW1|C5DUW1_ZYGRC
OG0002708	Q06580	tr|Q6FSJ6|Q6FSJ6_CANGA	KMXK_0D04990	tr|C5DUR9|C5DUR9_ZYGRC
OG0002709	P40484	tr|Q6FTF9|Q6FTF9_CANGA	KMXK_0G01610	tr|C5DUY9|C5DUY9_ZYGRC
OG0002710	P07884	tr|Q6FKK1|Q6FKK1_CANGA	KMXK_0D04480	tr|C5DY14|C5DY14_ZYGRC
OG0002711	P47025	sp|Q6FT96|MDV1_CANGA	KMXK_0D02580	tr|C5DV47|C5DV47_ZYGRC
OG0002712	P08536	sp|Q6FXQ8|MET3_CANGA	KMXK_0G00710	tr|C5E0E3|C5E0E3_ZYGRC
OG0002713	P47169	tr|Q6FK83|Q6FK83_CANGA	KMXK_0D05180	tr|C5DRI3|C5DRI3_ZYGRC
OG0002714	P08465	tr|Q6FNX4|Q6FNX4_CANGA	KMXK_0A07630	tr|C5DYZ8|C5DYZ8_ZYGRC
OG0002715	Q12205	tr|Q6FUP5|Q6FUP5_CANGA	KMXK_0B03210	tr|C5DX91|C5DX91_ZYGRC
OG0002716	Q99257	tr|Q6FUH1|Q6FUH1_CANGA	KMXK_0C04550	tr|C5DW09|C5DW09_ZYGRC
OG0002717	P53152	tr|Q6FS64|Q6FS64_CANGA	KMXK_0F02140	tr|C5DZY6|C5DZY6_ZYGRC
OG0002718	P32419	tr|Q6FL22|Q6FL22_CANGA	KMXK_0D00690	tr|C5DQ42|C5DQ42_ZYGRC
OG0002719	P40573	tr|Q6FME6|Q6FME6_CANGA	KMXK_0H03250	tr|C5DZF9|C5DZF9_ZYGRC
OG0002720	P34072	tr|Q6FNN6|Q6FNN6_CANGA	KMXK_0D03980	tr|C5DU96|C5DU96_ZYGRC
OG0002721	P38257	sp|Q6FM02|EME1_CANGA	KMXK_0B00920	tr|C5DUD7|C5DUD7_ZYGRC
OG0002722	P38191	tr|Q6FUC1|Q6FUC1_CANGA	KMXK_0H01000	tr|C5E150|C5E150_ZYGRC
OG0002723	P48563	tr|Q6FJT7|Q6FJT7_CANGA	KMXK_0A04430	tr|C5DSQ9|C5DSQ9_ZYGRC
OG0002724	P39016	tr|Q6FL60|Q6FL60_CANGA	KMXK_0H04110	tr|C5E188|C5E188_ZYGRC
OG0002725	Q05930	tr|Q6FT69|Q6FT69_CANGA	KMXK_0E02780	tr|C5DRD3|C5DRD3_ZYGRC
OG0002726	Q06213	sp|Q6FQ75|MED10_CANGA	KMXK_0H02720	tr|C5DUU0|C5DUU0_ZYGRC
OG0002727	Q12171	sp|Q6FMB2|MDM32_CANGA	KMXK_0A05770	tr|C5DW29|C5DW29_ZYGRC
OG0002728	P19263	sp|Q6FKA5|MED14_CANGA	KMXK_0H00410	tr|C5DX63|C5DX63_ZYGRC
OG0002729	Q99278	sp|Q6FN16|MED11_CANGA	KMXK_0C01160	tr|C5E1D2|C5E1D2_ZYGRC
OG0002730	P25046	sp|Q6FJ36|MED19_CANGA	KMXK_0H01450	tr|C5E430|C5E430_ZYGRC
OG0002731	Q02574	tr|Q6FJ25|Q6FJ25_CANGA	KMXK_0A06370	tr|C5DWG6|C5DWG6_ZYGRC
OG0002732	Q12343	sp|Q6FLB8|MED4_CANGA	KMXK_0D02080	tr|C5DWE6|C5DWE6_ZYGRC
OG0002733	P24719	tr|Q6FW82|Q6FW82_CANGA	KMXK_0F03490	tr|C5DV87|C5DV87_ZYGRC
OG0002734	P38304	sp|Q6FJM0|MED8_CANGA	KMXK_0A00720	tr|C5DP05|C5DP05_ZYGRC
OG0002735	Q08176	tr|Q6FUR7|Q6FUR7_CANGA	KMXK_0H03220	tr|C5DZG2|C5DZG2_ZYGRC
OG0002736	P53141	tr|Q6FU01|Q6FU01_CANGA	KMXK_0B02550	tr|C5E1J8|C5E1J8_ZYGRC
OG0002737	P40850	tr|Q6FP97|Q6FP97_CANGA	KMXK_0G02130	tr|C5DUB1|C5DUB1_ZYGRC
OG0002738	P53102	tr|Q6FL56|Q6FL56_CANGA	KMXK_0C03160	tr|C5E195|C5E195_ZYGRC
OG0002739	P38888	tr|Q6FTT3|Q6FTT3_CANGA	KMXK_0D05040	tr|C5E1Q7|C5E1Q7_ZYGRC
OG0002740	P23748	tr|Q6FU63|Q6FU63_CANGA	KMXK_0D03380	tr|C5DWZ9|C5DWZ9_ZYGRC
OG0002741	P42834	tr|Q6FW68|Q6FW68_CANGA	KMXK_0B06400	tr|C5DSW2|C5DSW2_ZYGRC
OG0002742	Q08278	sp|Q6FVI8|MED7_CANGA	KMXK_0H01580	tr|C5DSU5|C5DSU5_ZYGRC
OG0002743	P38782	sp|Q6FW12|MED6_CANGA	KMXK_0C04370	tr|C5DU51|C5DU51_ZYGRC
OG0002744	P32489	tr|Q6FP40|Q6FP40_CANGA	KMXK_0E00500	tr|C5DY84|C5DY84_ZYGRC
OG0002745	P32179	tr|Q6FWJ2|Q6FWJ2_CANGA	KMXK_0F02960	tr|C5DR25|C5DR25_ZYGRC
OG0002746	P32906	tr|Q6FK76|Q6FK76_CANGA	KMXK_0D05340	tr|C5DRG9|C5DRG9_ZYGRC
OG0002747	P32783	sp|Q6FML4|MCES_CANGA	KMXK_0B02510	tr|C5E0R3|C5E0R3_ZYGRC
OG0002748	P29496	tr|Q6FUA8|Q6FUA8_CANGA	KMXK_0B07190	tr|C5DWF1|C5DWF1_ZYGRC
OG0002749	P38132	tr|Q6FJL2|Q6FJL2_CANGA	KMXK_0A00910	tr|C5DY05|C5DY05_ZYGRC
OG0002750	P17505	tr|Q6FL92|Q6FL92_CANGA	KMXK_0F04010	tr|C5E3W9|C5E3W9_ZYGRC
OG0002751	Q92328	sp|Q6FVF2|MDM12_CANGA	KMXK_0A05950	sp|C5DTC4|MDM12_ZYGRC
OG0002752	Q12124	sp|Q6FWM4|MED2_CANGA	KMXK_0C01880	tr|C5DPL2|C5DPL2_ZYGRC
OG0002753	P40469	tr|Q6FSP9|Q6FSP9_CANGA	KMXK_0F00300	tr|C5DP86|C5DP86_ZYGRC
OG0002754	Q08601	sp|Q6FPX9|MCA1_CANGA	KMXK_0E00400	tr|C5DY73|C5DY73_ZYGRC
OG0002755	P36051	sp|Q6FJ81|MCD4_CANGA	KMXK_0E02530	tr|C5E165|C5E165_ZYGRC
OG0002756	P21965	tr|Q6FVI2|Q6FVI2_CANGA	KMXK_0D04170	tr|C5DST1|C5DST1_ZYGRC
OG0002757	P32354	tr|Q6FRR2|Q6FRR2_CANGA	KMXK_0C07210	tr|C5DZR4|C5DZR4_ZYGRC
OG0002758	P29469	tr|Q6FPE5|Q6FPE5_CANGA	KMXK_0C01390	tr|C5E018|C5E018_ZYGRC
OG0002759	P24279	tr|Q6FLR1|Q6FLR1_CANGA	KMXK_0A01310	tr|C5DXH5|C5DXH5_ZYGRC
OG0002760	Q12321	sp|Q6FWB9|MED1_CANGA	KMXK_0G03040	tr|C5DUG0|C5DUG0_ZYGRC
OG0002761	P38633	sp|Q6FR78|MED31_CANGA	KMXK_0A06040	tr|C5DQ75|C5DQ75_ZYGRC
OG0002762	P10962	tr|Q6FT11|Q6FT11_CANGA	KMXK_0E01270	tr|C5DVA7|C5DVA7_ZYGRC
OG0002763	P32333	tr|Q6FRV8|Q6FRV8_CANGA	KMXK_0A00670	tr|C5DP10|C5DP10_ZYGRC
OG0002764	Q08179	tr|Q6FUR6|Q6FUR6_CANGA	KMXK_0H03190	tr|C5DZG5|C5DZG5_ZYGRC
OG0002765	Q12019	tr|Q6FIU8|Q6FIU8_CANGA	KMXK_0D01960	tr|C5DVF8|C5DVF8_ZYGRC
OG0002766	Q12285	tr|Q6FVG0|Q6FVG0_CANGA	KMXK_0A04390	tr|C5DSQ5|C5DSQ5_ZYGRC
OG0002767	P38801	tr|Q6FUI1|Q6FUI1_CANGA	KMXK_0F04680	tr|C5DVY1|C5DVY1_ZYGRC
OG0002768	P07866	sp|Q6FT12|LTE1_CANGA	KMXK_0E01280	tr|C5DVA8|C5DVA8_ZYGRC
OG0002769	Q07508	tr|Q6FL11|Q6FL11_CANGA	KMXK_0B03990	tr|C5DQ21|C5DQ21_ZYGRC
OG0002770	P40495	tr|Q6FTG9|Q6FTG9_CANGA	KMXK_0G01390	tr|C5DPB3|C5DPB3_ZYGRC
OG0002771	P49367	sp|Q6FM51|LYS4_CANGA	KMXK_0C05210	tr|C5DQB1|C5DQB1_ZYGRC
OG0002772	Q07376	sp|Q6FWD4|MCH1_CANGA	KMXK_0B04360	tr|C5DRC0|C5DRC0_ZYGRC
OG0002773	P53091	tr|Q6FP58|Q6FP58_CANGA	KMXK_0B02700	tr|C5DT75|C5DT75_ZYGRC
OG0002774	Q12106	tr|Q6FPG5|Q6FPG5_CANGA	KMXK_0B08010	tr|C5DXP6|C5DXP6_ZYGRC
OG0002775	Q06567	tr|Q6FXJ4|Q6FXJ4_CANGA	KMXK_0D03180	tr|C5E4E7|C5E4E7_ZYGRC
OG0002776	P30665	tr|Q6FN63|Q6FN63_CANGA	KMXK_0C02990	tr|C5E441|C5E441_ZYGRC
OG0002777	P22133	tr|Q6FVI1|Q6FVI1_CANGA	KMXK_0D04130	tr|C5DSS7|C5DSS7_ZYGRC
OG0002778	Q04087	tr|Q6FNM3|Q6FNM3_CANGA	KMXK_0D06210	tr|C5DWA2|C5DWA2_ZYGRC
OG0002779	P40957	sp|Q6FS63|MAD1_CANGA	KMXK_0F02130	tr|C5DZY7|C5DZY7_ZYGRC
OG0002780	P36013	tr|Q6FLN6|Q6FLN6_CANGA	KMXK_0F02370	tr|C5DQP3|C5DQP3_ZYGRC
OG0002781	P39678	tr|Q6FWD6|Q6FWD6_CANGA	KMXK_0H00780	tr|C5DRB5|C5DRB5_ZYGRC
OG0002782	Q07980	tr|Q6FY73|Q6FY73_CANGA	KMXK_0D00820	tr|C5DQ56|C5DQ56_ZYGRC
OG0002783	P41318	tr|Q6FS38|Q6FS38_CANGA	KMXK_0B04920	tr|C5E4B8|C5E4B8_ZYGRC
OG0002784	P38112	sp|Q6FY67|MAK5_CANGA	KMXK_0C03900	tr|C5DR62|C5DR62_ZYGRC
OG0002785	Q12296	tr|Q6FWJ6|Q6FWJ6_CANGA	KMXK_0A06770	tr|C5DR14|C5DR14_ZYGRC
OG0002786	P35688	tr|Q6FWH6|Q6FWH6_CANGA	KMXK_0E06270	tr|C5DYT9|C5DYT9_ZYGRC
OG0002787	P53145	tr|Q6FPA4|Q6FPA4_CANGA	KMXK_0B04240	tr|C5E1L0|C5E1L0_ZYGRC
OG0002788	P53237	tr|Q6FMX7|Q6FMX7_CANGA	KMXK_0C00820	tr|C5DRF0|C5DRF0_ZYGRC
OG0002789	P40958	tr|Q6FPT5|Q6FPT5_CANGA	KMXK_0B07120	tr|C5DQE0|C5DQE0_ZYGRC
OG0002790	P35192	tr|Q6FJB6|Q6FJB6_CANGA	KMXK_0D04020	tr|C5E4I2|C5E4I2_ZYGRC
OG0002791	P38203	tr|Q6FT61|Q6FT61_CANGA	KMXK_0B03080	tr|C5E022|C5E022_ZYGRC
OG0002792	P38999	tr|Q6FWR8|Q6FWR8_CANGA	KMXK_0D00300	tr|C5DWU2|C5DWU2_ZYGRC
OG0002793	P38286	sp|Q6FRM0|MKAR_CANGA	KMXK_0C03510	tr|C5DXY5|C5DXY5_ZYGRC
OG0002794	P34239	sp|Q6FJ91|LST4_CANGA	KMXK_0A04780	tr|C5E178|C5E178_ZYGRC
OG0002795	Q04781	tr|Q6FS84|Q6FS84_CANGA	KMXK_0C05590	tr|C5DYG2|C5DYG2_ZYGRC
OG0002796	P38998	sp|Q6FU27|LYS1_CANGA	KMXK_0D03920	tr|C5DUQ8|C5DUQ8_ZYGRC
OG0002797	P50113	sp|Q6FV34|LYS5_CANGA	KMXK_0G01130	tr|C5DPD8|C5DPD8_ZYGRC
OG0002798	Q12176	tr|Q6FIW9|Q6FIW9_CANGA	KMXK_0H03580	tr|C5E0I0|C5E0I0_ZYGRC
OG0002799	P25491	tr|Q6FNQ1|Q6FNQ1_CANGA	KMXK_0G01820	tr|C5DP95|C5DP95_ZYGRC
OG0002800	P38920	tr|Q6FTZ0|Q6FTZ0_CANGA	KMXK_0B06900	tr|C5DPZ1|C5DPZ1_ZYGRC
OG0002801	Q12083	tr|Q6FK13|Q6FK13_CANGA	KMXK_0C04440	tr|C5DXT4|C5DXT4_ZYGRC
OG0002802	P53905	tr|Q6FP88|Q6FP88_CANGA	KMXK_0A01060	tr|C5DZM8|C5DZM8_ZYGRC
OG0002803	P34078	tr|Q6FPU3|Q6FPU3_CANGA	KMXK_0H04170	tr|C5DQD5|C5DQD5_ZYGRC
OG0002804	P07702	sp|Q6FMI5|LYS2_CANGA	KMXK_0G03090	tr|C5DUG5|C5DUG5_ZYGRC
OG0002805	P38878	tr|Q6FJD6|Q6FJD6_CANGA	KMXK_0D05320	tr|C5DRH1|C5DRH1_ZYGRC
OG0002806	Q12405	tr|Q6FNW5|Q6FNW5_CANGA	KMXK_0H03880	tr|C5E0P7|C5E0P7_ZYGRC
OG0002807	P38828	tr|Q6FKA9|Q6FKA9_CANGA	KMXK_0F03160	tr|C5DZQ2|C5DZQ2_ZYGRC
OG0002808	P47093	tr|Q6FJA6|Q6FJA6_CANGA	KMXK_0F04930	tr|C5E0C0|C5E0C0_ZYGRC
OG0002809	P25369	tr|Q6FX90|Q6FX90_CANGA	KMXK_0A07930	tr|C5DZ27|C5DZ27_ZYGRC
OG0002810	Q03677	tr|Q6FME1|Q6FME1_CANGA	KMXK_0E04160	tr|C5E1T3|C5E1T3_ZYGRC
OG0002811	Q12387	tr|Q6FQ97|Q6FQ97_CANGA	KMXK_0F04330	tr|C5DR54|C5DR54_ZYGRC
OG0002812	P32505	tr|Q6FU17|Q6FU17_CANGA	KMXK_0B02820	tr|C5E402|C5E402_ZYGRC
OG0002813	P38996	tr|Q6FS59|Q6FS59_CANGA	KMXK_0F02070	tr|C5DZZ2|C5DZZ2_ZYGRC
OG0002814	P23059	tr|Q6FKX2|Q6FKX2_CANGA	KMXK_0A02870	tr|C5E485|C5E485_ZYGRC
OG0002815	Q03151	tr|Q6FPT0|Q6FPT0_CANGA	KMXK_0C05690	tr|C5DZB4|C5DZB4_ZYGRC
OG0002816	P53128	tr|Q6FU20|Q6FU20_CANGA	KMXK_0B02910	tr|C5E412|C5E412_ZYGRC
OG0002817	P39731	tr|Q6FIT4|Q6FIT4_CANGA	KMXK_0E01090	tr|C5DV76|C5DV76_ZYGRC
OG0002818	P28737	tr|Q6FMZ6|Q6FMZ6_CANGA	KMXK_0E02110	tr|C5DNX2|C5DNX2_ZYGRC
OG0002819	Q06489	sp|Q6FVY2|MTNA_CANGA	KMXK_0E04530	sp|C5DU12|MTNA_ZYGRC
OG0002820	P48240	tr|Q6FVB5|Q6FVB5_CANGA	KMXK_0D01270	tr|C5DZU4|C5DZU4_ZYGRC
OG0002821	P47047	tr|Q6FPC4|Q6FPC4_CANGA	KMXK_0E00630	tr|C5DRL1|C5DRL1_ZYGRC
OG0002822	Q03429	sp|Q6FT82|MZM1_CANGA	KMXK_0G02790	sp|C5DR94|MZM1_ZYGRC
OG0002823	Q03455	tr|Q6FU89|Q6FU89_CANGA	KMXK_0D02310	tr|C5DT15|C5DT15_ZYGRC
OG0002824	P34232	tr|Q6FWG2|Q6FWG2_CANGA	KMXK_0D05560	tr|C5DS21|C5DS21_ZYGRC
OG0002825	P40959	sp|Q6FNH2|MVP1_CANGA	KMXK_0A05960	tr|C5DTC3|C5DTC3_ZYGRC
OG0002826	P53077	tr|Q6FQR5|Q6FQR5_CANGA	KMXK_0C06900	tr|C5E4V1|C5E4V1_ZYGRC
OG0002827	P25566	tr|Q6FX89|Q6FX89_CANGA	KMXK_0A07920	tr|C5DZ26|C5DZ26_ZYGRC
OG0002828	P42939	tr|Q6FND2|Q6FND2_CANGA	KMXK_0F04950	tr|C5E0B7|C5E0B7_ZYGRC
OG0002829	Q05812	sp|Q6FX33|MSC3_CANGA	KMXK_0B01800	tr|C5DQ97|C5DQ97_ZYGRC
OG0002830	Q08818	sp|Q6FW79|MSC6_CANGA	KMXK_0G02500	tr|C5DV91|C5DV91_ZYGRC
OG0002831	P21339	tr|Q6FSL9|Q6FSL9_CANGA	KMXK_0A06270	tr|C5DWH8|C5DWH8_ZYGRC
OG0002832	P34246	sp|Q6FTZ5|MTC2_CANGA	KMXK_0B01730	sp|C5E1C0|MTC2_ZYGRC
OG0002833	P53320	tr|Q6FTW4|Q6FTW4_CANGA	KMXK_0A03670	tr|C5DVM2|C5DVM2_ZYGRC
OG0002834	P53944	tr|Q6FNQ0|Q6FNQ0_CANGA	KMXK_0G01810	tr|C5DP96|C5DP96_ZYGRC
OG0002835	P36084	tr|Q6FLA1|Q6FLA1_CANGA	KMXK_0F03800	tr|C5E3Z4|C5E3Z4_ZYGRC
OG0002836	P33748, P33749	tr|Q6FU62|Q6FU62_CANGA		tr|C5DWZ7|C5DWZ7_ZYGRC
OG0002837	P14908	tr|Q6FIW3|Q6FIW3_CANGA	KMXK_0E02980	tr|C5E0U8|C5E0U8_ZYGRC
OG0002838	P32377	tr|Q6FWQ9|Q6FWQ9_CANGA	KMXK_0B02620	tr|C5DWS8|C5DWS8_ZYGRC
OG0002839	Q04751	tr|Q6FN40|Q6FN40_CANGA	KMXK_0F02390	tr|C5DQP6|C5DQP6_ZYGRC
OG0002840	P32559	tr|Q6FJB8|Q6FJB8_CANGA	KMXK_0D04070	tr|C5E4I7|C5E4I7_ZYGRC
OG0002841	P47095	sp|Q6FJA5|MTNB_CANGA	KMXK_0F04940	sp|C5E0B9|MTNB_ZYGRC
OG0002842	Q07938	tr|Q6FW39|Q6FW39_CANGA	KMXK_0C02250	tr|C5DRQ6|C5DRQ6_ZYGRC
OG0002843	P38236	tr|Q6FRA5|Q6FRA5_CANGA	KMXK_0D01300	tr|C5DX10|C5DX10_ZYGRC
OG0002844	P38860	tr|Q6FQZ1|Q6FQZ1_CANGA	KMXK_0A05390	tr|C5DTV6|C5DTV6_ZYGRC
OG0002845	Q02866	tr|Q6FRW8|Q6FRW8_CANGA	KMXK_0A00850	tr|C5DV57|C5DV57_ZYGRC
OG0002846	Q08750	tr|Q6FYA3|Q6FYA3_CANGA	KMXK_0F02810	tr|C5DSL0|C5DSL0_ZYGRC
OG0002847	P46985	tr|Q6FSV7|Q6FSV7_CANGA	KMXK_0A04920	tr|C5DWR7|C5DWR7_ZYGRC
OG0002848	P47069	tr|Q6FSY5|Q6FSY5_CANGA	KMXK_0D03040	tr|C5E0F5|C5E0F5_ZYGRC
OG0002849	P25588	tr|Q6FX70|Q6FX70_CANGA	KMXK_0A08280	tr|C5DZ62|C5DZ62_ZYGRC
OG0002850	Q12467	tr|Q6FSV9|Q6FSV9_CANGA	KMXK_0C04520	tr|C5DXU2|C5DXU2_ZYGRC
OG0002851	P47007	tr|Q6FQI4|Q6FQI4_CANGA	KMXK_0A05040	tr|C5DUX6|C5DUX6_ZYGRC
OG0002852	P25847	tr|Q6FQA9|Q6FQA9_CANGA	KMXK_0C05780	tr|C5DR76|C5DR76_ZYGRC
OG0002853	P13712	tr|Q6FJL8|Q6FJL8_CANGA	KMXK_0A00750	tr|C5DP02|C5DP02_ZYGRC
OG0002854	P38849	sp|Q6FR11|MTC6_CANGA	KMXK_0F05210	sp|C5DSA7|MTC6_ZYGRC
OG0002855	P53070	tr|Q6FRK4|Q6FRK4_CANGA	KMXK_0C07050	tr|C5E4W7|C5E4W7_ZYGRC
OG0002856	Q03162	tr|Q6FN25|Q6FN25_CANGA	KMXK_0C00960	tr|C5DZA3|C5DZA3_ZYGRC
OG0002857	P29952	sp|Q76IQ2|MPI_CANGA	KMXK_0E03890	tr|C5DVU6|C5DVU6_ZYGRC
OG0002858	P53166	sp|Q6FJJ8|MRH4_CANGA	KMXK_0D05710	tr|C5E4L3|C5E4L3_ZYGRC
OG0002859	Q05648	tr|Q6FSE9|Q6FSE9_CANGA	KMXK_0C03940	tr|C5E0Y0|C5E0Y0_ZYGRC
OG0002860	Q99316	tr|Q6FQA7|Q6FQA7_CANGA	KMXK_0C05740	tr|C5DR73|C5DR73_ZYGRC
OG0002861	P10507	tr|Q6FS80|Q6FS80_CANGA	KMXK_0E05460	tr|C5DSX8|C5DSX8_ZYGRC
OG0002862	P40567	tr|Q6FKR0|Q6FKR0_CANGA	KMXK_0H03130	tr|C5DWI9|C5DWI9_ZYGRC
OG0002863	P38994	tr|Q6FU92|Q6FU92_CANGA	KMXK_0E01370	tr|C5DT20|C5DT20_ZYGRC
OG0002864	P47018	tr|Q6FL79|Q6FL79_CANGA	KMXK_0F05540	tr|C5DV32|C5DV32_ZYGRC
OG0002865	P38694	tr|Q6FTT7|Q6FTT7_CANGA	KMXK_0C04180	tr|C5E0Z5|C5E0Z5_ZYGRC
OG0002866	P32335	tr|Q6FY98|Q6FY98_CANGA	KMXK_0E03240	tr|C5DYB0|C5DYB0_ZYGRC
OG0002867	P38335	tr|Q6FVV3|Q6FVV3_CANGA	KMXK_0E04650	tr|C5DWJ9|C5DWJ9_ZYGRC
OG0002868	P38734	tr|Q6FV83|Q6FV83_CANGA	KMXK_0G04200	tr|C5DZV8|C5DZV8_ZYGRC
OG0002869	P35724	tr|Q6FIM5|Q6FIM5_CANGA	KMXK_0D03330	tr|C5DWZ4|C5DWZ4_ZYGRC
OG0002870	P54785	tr|Q6FN39|Q6FN39_CANGA	KMXK_0F02400	tr|C5DQP7|C5DQP7_ZYGRC
OG0002871	P53129	sp|Q6FU19|MON1_CANGA	KMXK_0B02850	tr|C5E405|C5E405_ZYGRC
OG0002872	P35728	tr|Q6FQK8|Q6FQK8_CANGA	KMXK_0G02610	tr|C5E4J3|C5E4J3_ZYGRC
OG0002873	P38172	tr|Q6FJ35|Q6FJ35_CANGA	KMXK_0H01430	tr|C5E426|C5E426_ZYGRC
OG0002874	P48564	tr|Q6FJT8|Q6FJT8_CANGA	KMXK_0A04420	tr|C5DSQ8|C5DSQ8_ZYGRC
OG0002875	P53159	sp|Q6FS52|MPS2_CANGA	KMXK_0A01900	sp|C5E006|MPS2_ZYGRC
OG0002876	Q12175	tr|Q6FQU0|Q6FQU0_CANGA	KMXK_0H02400	tr|C5DY97|C5DY97_ZYGRC
OG0002877	Q03825	sp|Q6FTZ3|MSS11_CANGA	KMXK_0B06540	tr|C5DPZ6|C5DPZ6_ZYGRC
OG0002878	Q12411	tr|Q6FQB0|Q6FQB0_CANGA	KMXK_0A06850	tr|C5DR77|C5DR77_ZYGRC
OG0002879	P40050	tr|Q6FPJ7|Q6FPJ7_CANGA	KMXK_0D04310	tr|C5DTI2|C5DTI2_ZYGRC
OG0002880	P46151	tr|Q6FNS2|Q6FNS2_CANGA	KMXK_0F01940	tr|C5DPF1|C5DPF1_ZYGRC
OG0002881	P25846	tr|Q6FKB0|Q6FKB0_CANGA	KMXK_0F03210	tr|C5DZQ7|C5DZQ7_ZYGRC
OG0002882	P40965	tr|Q6FUM7|Q6FUM7_CANGA	KMXK_0B02270	tr|C5DXC6|C5DXC6_ZYGRC
