Orthogroup	A_s288c	K.marxianus	L.fermentati	Z.rouxii
OG0002758	P24279	KMXK_0A01310	tr|A0A1G4M8L7|A0A1G4M8L7_LACFM	tr|C5DXH5|C5DXH5_ZYGRC
OG0002759	Q12321	KMXK_0G03040	tr|A0A1G4MBR8|A0A1G4MBR8_LACFM	tr|C5DUG0|C5DUG0_ZYGRC
OG0002760	P38633	KMXK_0A06040	tr|A0A1G4M9P6|A0A1G4M9P6_LACFM	tr|C5DQ75|C5DQ75_ZYGRC
OG0002761	P10962	KMXK_0E01270	tr|A0A1G4MC35|A0A1G4MC35_LACFM	tr|C5DVA7|C5DVA7_ZYGRC
OG0002762	P32333	KMXK_0A00670	tr|A0A1G4MI95|A0A1G4MI95_LACFM	tr|C5DP10|C5DP10_ZYGRC
OG0002763	Q08179	KMXK_0H03190	tr|A0A1G4MES1|A0A1G4MES1_LACFM	tr|C5DZG5|C5DZG5_ZYGRC
OG0002764	Q12019	KMXK_0D01960	tr|A0A1G4MK14|A0A1G4MK14_LACFM	tr|C5DVF8|C5DVF8_ZYGRC
OG0002765	Q12285	KMXK_0A04390	tr|A0A1G4ML30|A0A1G4ML30_LACFM	tr|C5DSQ5|C5DSQ5_ZYGRC
OG0002766	P38801	KMXK_0F04680	tr|A0A1G4MBE4|A0A1G4MBE4_LACFM	tr|C5DVY1|C5DVY1_ZYGRC
OG0002767	P07866	KMXK_0E01280	tr|A0A1G4MBX4|A0A1G4MBX4_LACFM	tr|C5DVA8|C5DVA8_ZYGRC
OG0002768	Q07508	KMXK_0B03990	tr|A0A1G4MAT3|A0A1G4MAT3_LACFM	tr|C5DQ21|C5DQ21_ZYGRC
OG0002769	P40495	KMXK_0G01390	tr|A0A1G4MDE9|A0A1G4MDE9_LACFM	tr|C5DPB3|C5DPB3_ZYGRC
OG0002770	P49367	KMXK_0C05210	tr|A0A1G4MJS0|A0A1G4MJS0_LACFM	tr|C5DQB1|C5DQB1_ZYGRC
OG0002771	Q07376	KMXK_0B04360	tr|A0A1G4MD54|A0A1G4MD54_LACFM	tr|C5DRC0|C5DRC0_ZYGRC
OG0002772	P53091	KMXK_0B02700	tr|A0A1G4MG44|A0A1G4MG44_LACFM	tr|C5DT75|C5DT75_ZYGRC
OG0002773	Q12106	KMXK_0B08010	tr|A0A1G4MHL3|A0A1G4MHL3_LACFM	tr|C5DXP6|C5DXP6_ZYGRC
OG0002774	Q06567	KMXK_0D03180	tr|A0A1G4MF61|A0A1G4MF61_LACFM	tr|C5E4E7|C5E4E7_ZYGRC
OG0002775	P22133	KMXK_0D04130	tr|A0A1G4MIP6|A0A1G4MIP6_LACFM	tr|C5DSS7|C5DSS7_ZYGRC
OG0002776	Q04087	KMXK_0D06210	tr|A0A1G4MG68|A0A1G4MG68_LACFM	tr|C5DWA2|C5DWA2_ZYGRC
OG0002777	P40957	KMXK_0F02130	tr|A0A1G4M9F7|A0A1G4M9F7_LACFM	tr|C5DZY7|C5DZY7_ZYGRC
OG0002778	P36013	KMXK_0F02370	tr|A0A1G4MKN5|A0A1G4MKN5_LACFM	tr|C5DQP3|C5DQP3_ZYGRC
OG0002779	P39678	KMXK_0H00780	tr|A0A1G4MDE7|A0A1G4MDE7_LACFM	tr|C5DRB5|C5DRB5_ZYGRC
OG0002780	P42951	KMXK_0C01580	tr|A0A1G4MAF9|A0A1G4MAF9_LACFM	tr|C5DX37|C5DX37_ZYGRC
OG0002781	P41318	KMXK_0B04920	tr|A0A1G4MF82|A0A1G4MF82_LACFM	tr|C5E4B8|C5E4B8_ZYGRC
OG0002782	P38157, P43551, P53338, Q06595			
OG0002783	P38112	KMXK_0C03900	tr|A0A1G4M9Z1|A0A1G4M9Z1_LACFM	tr|C5DR62|C5DR62_ZYGRC
OG0002784	Q12296	KMXK_0A06770	tr|A0A1G4MHL2|A0A1G4MHL2_LACFM	tr|C5DR14|C5DR14_ZYGRC
OG0002785	P35688	KMXK_0E06270	tr|A0A1G4MIY5|A0A1G4MIY5_LACFM	tr|C5DYT9|C5DYT9_ZYGRC
OG0002786	P53145	KMXK_0B04240	tr|A0A1G4M9Z0|A0A1G4M9Z0_LACFM	tr|C5E1L0|C5E1L0_ZYGRC
OG0002787	P53237	KMXK_0C00820	tr|A0A1G4M7X1|A0A1G4M7X1_LACFM	tr|C5DRF0|C5DRF0_ZYGRC
OG0002788	P40958	KMXK_0B07120	tr|A0A1G4M6S0|A0A1G4M6S0_LACFM	tr|C5DQE0|C5DQE0_ZYGRC
OG0002789	P35192	KMXK_0D04020	tr|A0A1G4ML05|A0A1G4ML05_LACFM	tr|C5E4I2|C5E4I2_ZYGRC
OG0002790	P38203	KMXK_0B03080	tr|A0A1G4MKE9|A0A1G4MKE9_LACFM	tr|C5E022|C5E022_ZYGRC
OG0002791	P38999	KMXK_0D00300	tr|A0A1G4M8X1|A0A1G4M8X1_LACFM	tr|C5DWU2|C5DWU2_ZYGRC
OG0002792	P38286	KMXK_0C03510	tr|A0A1G4MI30|A0A1G4MI30_LACFM	tr|C5DXY5|C5DXY5_ZYGRC
OG0002793	P34239	KMXK_0A04780	tr|A0A1G4MGZ6|A0A1G4MGZ6_LACFM	tr|C5E178|C5E178_ZYGRC
OG0002794	Q04781	KMXK_0C05590	tr|A0A1G4MIL9|A0A1G4MIL9_LACFM	tr|C5DYG2|C5DYG2_ZYGRC
OG0002795	P38998	KMXK_0D03920	tr|A0A1G4MAH1|A0A1G4MAH1_LACFM	tr|C5DUQ8|C5DUQ8_ZYGRC
OG0002796	P50113	KMXK_0G01130	tr|A0A1G4MDR5|A0A1G4MDR5_LACFM	tr|C5DPD8|C5DPD8_ZYGRC
OG0002797	Q12176	KMXK_0H03580	tr|A0A1G4MIT1|A0A1G4MIT1_LACFM	tr|C5E0I0|C5E0I0_ZYGRC
OG0002798	P25491	KMXK_0G01820	tr|A0A1G4ME08|A0A1G4ME08_LACFM	tr|C5DP95|C5DP95_ZYGRC
OG0002799	P38920	KMXK_0B06900	tr|A0A1G4MDS5|A0A1G4MDS5_LACFM	tr|C5DPZ1|C5DPZ1_ZYGRC
OG0002800	Q12083	KMXK_0C04440	tr|A0A1G4MHH3|A0A1G4MHH3_LACFM	tr|C5DXT4|C5DXT4_ZYGRC
OG0002801	P53905	KMXK_0A01060	tr|A0A1G4MI86|A0A1G4MI86_LACFM	tr|C5DZM8|C5DZM8_ZYGRC
OG0002802	P34078	KMXK_0H04170	tr|A0A1G4M764|A0A1G4M764_LACFM	tr|C5DQD5|C5DQD5_ZYGRC
OG0002803	P07702	KMXK_0G03090	tr|A0A1G4MBS0|A0A1G4MBS0_LACFM	tr|C5DUG5|C5DUG5_ZYGRC
OG0002804	P38878	KMXK_0D05320	tr|A0A1G4M6A4|A0A1G4M6A4_LACFM	tr|C5DRH1|C5DRH1_ZYGRC
OG0002805	P38828	KMXK_0F03160	tr|A0A1G4MEX5|A0A1G4MEX5_LACFM	tr|C5DZQ2|C5DZQ2_ZYGRC
OG0002806	P47093	KMXK_0F04930	tr|A0A1G4M7G7|A0A1G4M7G7_LACFM	tr|C5E0C0|C5E0C0_ZYGRC
OG0002807	P25369	KMXK_0A07930	tr|A0A1G4MGU3|A0A1G4MGU3_LACFM	tr|C5DZ27|C5DZ27_ZYGRC
OG0002808	Q03677	KMXK_0E04160	tr|A0A1G4M6K1|A0A1G4M6K1_LACFM	tr|C5E1T3|C5E1T3_ZYGRC
OG0002809	Q12387	KMXK_0F04330	tr|A0A1G4M9U9|A0A1G4M9U9_LACFM	tr|C5DR54|C5DR54_ZYGRC
OG0002810	P32505	KMXK_0B02820	tr|A0A1G4M9Q3|A0A1G4M9Q3_LACFM	tr|C5E402|C5E402_ZYGRC
OG0002811	P38996	KMXK_0F02070	tr|A0A1G4M9I2|A0A1G4M9I2_LACFM	tr|C5DZZ2|C5DZZ2_ZYGRC
OG0002812	P23059	KMXK_0A02870	tr|A0A1G4MFE8|A0A1G4MFE8_LACFM	tr|C5E485|C5E485_ZYGRC
OG0002813	Q03151	KMXK_0C05690	tr|A0A1G4MKX7|A0A1G4MKX7_LACFM	tr|C5DZB4|C5DZB4_ZYGRC
OG0002814	P53128	KMXK_0B02910	tr|A0A1G4M9R0|A0A1G4M9R0_LACFM	tr|C5E412|C5E412_ZYGRC
OG0002815	P39731	KMXK_0E01090	tr|A0A1G4MC56|A0A1G4MC56_LACFM	tr|C5DV76|C5DV76_ZYGRC
OG0002816	P28737	KMXK_0E02110	tr|A0A1G4M8B3|A0A1G4M8B3_LACFM	tr|C5DNX2|C5DNX2_ZYGRC
OG0002817	Q06489	KMXK_0E04530	tr|A0A1G4MBK7|A0A1G4MBK7_LACFM	sp|C5DU12|MTNA_ZYGRC
OG0002818	P48240	KMXK_0D01270	tr|A0A1G4MB66|A0A1G4MB66_LACFM	tr|C5DZU4|C5DZU4_ZYGRC
OG0002819	P47047	KMXK_0E00630	tr|A0A1G4MF83|A0A1G4MF83_LACFM	tr|C5DRL1|C5DRL1_ZYGRC
OG0002820	Q03429	KMXK_0G02790	tr|A0A1G4MCY0|A0A1G4MCY0_LACFM	sp|C5DR94|MZM1_ZYGRC
OG0002821	Q03455	KMXK_0D02310	tr|A0A1G4MJP5|A0A1G4MJP5_LACFM	tr|C5DT15|C5DT15_ZYGRC
OG0002822	P34232	KMXK_0D05560	tr|A0A1G4MDB1|A0A1G4MDB1_LACFM	tr|C5DS21|C5DS21_ZYGRC
OG0002823	P40959	KMXK_0A05960	tr|A0A1G4MCD1|A0A1G4MCD1_LACFM	tr|C5DTC3|C5DTC3_ZYGRC
OG0002824	P53077	KMXK_0C06900	tr|A0A1G4MGN8|A0A1G4MGN8_LACFM	tr|C5E4V1|C5E4V1_ZYGRC
OG0002825	P25566	KMXK_0A07920	tr|A0A1G4MGJ0|A0A1G4MGJ0_LACFM	tr|C5DZ26|C5DZ26_ZYGRC
OG0002826	P42939	KMXK_0F04950	tr|A0A1G4M756|A0A1G4M756_LACFM	tr|C5E0B7|C5E0B7_ZYGRC
OG0002827	Q05812	KMXK_0B01800	tr|A0A1G4MJQ8|A0A1G4MJQ8_LACFM	tr|C5DQ97|C5DQ97_ZYGRC
OG0002828	Q08818	KMXK_0G02500	tr|A0A1G4MCC1|A0A1G4MCC1_LACFM	tr|C5DV91|C5DV91_ZYGRC
OG0002829	P21339	KMXK_0A06270	tr|A0A1G4M9Q4|A0A1G4M9Q4_LACFM	tr|C5DWH8|C5DWH8_ZYGRC
OG0002830	P34246	KMXK_0B01730	tr|A0A1G4MF06|A0A1G4MF06_LACFM	sp|C5E1C0|MTC2_ZYGRC
OG0002831	P53320	KMXK_0A03670	tr|A0A1G4MJ70|A0A1G4MJ70_LACFM	tr|C5DVM2|C5DVM2_ZYGRC
OG0002832	P53944	KMXK_0G01810	tr|A0A1G4MDP8|A0A1G4MDP8_LACFM	tr|C5DP96|C5DP96_ZYGRC
OG0002833	P36084	KMXK_0F03800	tr|A0A1G4MJ60|A0A1G4MJ60_LACFM	tr|C5E3Z4|C5E3Z4_ZYGRC
OG0002834	P14908	KMXK_0E02980	tr|A0A1G4MD24|A0A1G4MD24_LACFM	tr|C5E0U8|C5E0U8_ZYGRC
OG0002835	P50276	KMXK_0C00790	tr|A0A1G4M7X0|A0A1G4M7X0_LACFM	tr|C5DRF4|C5DRF4_ZYGRC
OG0002836	P32377	KMXK_0B02620	tr|A0A1G4M9A1|A0A1G4M9A1_LACFM	tr|C5DWS8|C5DWS8_ZYGRC
OG0002837	Q04751	KMXK_0F02390	tr|A0A1G4MKR2|A0A1G4MKR2_LACFM	tr|C5DQP6|C5DQP6_ZYGRC
OG0002838	P32559	KMXK_0D04070	tr|A0A1G4MKX5|A0A1G4MKX5_LACFM	tr|C5E4I7|C5E4I7_ZYGRC
OG0002839	P47095	KMXK_0F04940	tr|A0A1G4M719|A0A1G4M719_LACFM	sp|C5E0B9|MTNB_ZYGRC
OG0002840	Q07938	KMXK_0C02250	tr|A0A1G4M704|A0A1G4M704_LACFM	tr|C5DRQ6|C5DRQ6_ZYGRC
OG0002841	P38236	KMXK_0D01300	tr|A0A1G4MCS6|A0A1G4MCS6_LACFM	tr|C5DX10|C5DX10_ZYGRC
OG0002842	P38860	KMXK_0A05390	tr|A0A1G4MJ29|A0A1G4MJ29_LACFM	tr|C5DTV6|C5DTV6_ZYGRC
OG0002843	Q02866	KMXK_0A00850	tr|A0A1G4MIA3|A0A1G4MIA3_LACFM	tr|C5DV57|C5DV57_ZYGRC
OG0002844	Q08750	KMXK_0F02810	tr|A0A1G4MBC3|A0A1G4MBC3_LACFM	tr|C5DSL0|C5DSL0_ZYGRC
OG0002845	P46985	KMXK_0A04920	tr|A0A1G4MH69|A0A1G4MH69_LACFM	tr|C5DWR7|C5DWR7_ZYGRC
OG0002846	P47069	KMXK_0D03040	tr|A0A1G4ME50|A0A1G4ME50_LACFM	tr|C5E0F5|C5E0F5_ZYGRC
OG0002847	P25588	KMXK_0A08280	tr|A0A1G4MGE6|A0A1G4MGE6_LACFM	tr|C5DZ62|C5DZ62_ZYGRC
OG0002848	Q12467	KMXK_0C04520	tr|A0A1G4MHD9|A0A1G4MHD9_LACFM	tr|C5DXU2|C5DXU2_ZYGRC
OG0002849	P47007	KMXK_0A05040	tr|A0A1G4MH08|A0A1G4MH08_LACFM	tr|C5DUX6|C5DUX6_ZYGRC
OG0002850	P25847	KMXK_0C05780	tr|A0A1G4MCN7|A0A1G4MCN7_LACFM	tr|C5DR76|C5DR76_ZYGRC
OG0002851	P13712	KMXK_0A00750	tr|A0A1G4MIN5|A0A1G4MIN5_LACFM	tr|C5DP02|C5DP02_ZYGRC
OG0002852	P38849	KMXK_0F05210	tr|A0A1G4MAB9|A0A1G4MAB9_LACFM	sp|C5DSA7|MTC6_ZYGRC
OG0002853	P53070	KMXK_0C07050	tr|A0A1G4MGU1|A0A1G4MGU1_LACFM	tr|C5E4W7|C5E4W7_ZYGRC
OG0002854	Q03162	KMXK_0C00960	tr|A0A1G4ML32|A0A1G4ML32_LACFM	tr|C5DZA3|C5DZA3_ZYGRC
OG0002855	P29952	KMXK_0E03890	tr|A0A1G4MHU5|A0A1G4MHU5_LACFM	tr|C5DVU6|C5DVU6_ZYGRC
OG0002856	P53166	KMXK_0D05710	tr|A0A1G4M9E2|A0A1G4M9E2_LACFM	tr|C5E4L3|C5E4L3_ZYGRC
OG0002857	Q05648	KMXK_0C03940	tr|A0A1G4M6L7|A0A1G4M6L7_LACFM	tr|C5E0Y0|C5E0Y0_ZYGRC
OG0002858	Q99316	KMXK_0C05740	tr|A0A1G4MCG4|A0A1G4MCG4_LACFM	tr|C5DR73|C5DR73_ZYGRC
OG0002859	P10507	KMXK_0E05460	tr|A0A1G4MJZ7|A0A1G4MJZ7_LACFM	tr|C5DSX8|C5DSX8_ZYGRC
OG0002860	P40567	KMXK_0H03130	tr|A0A1G4MEP1|A0A1G4MEP1_LACFM	tr|C5DWI9|C5DWI9_ZYGRC
OG0002861	P38994	KMXK_0E01370	tr|A0A1G4MJP6|A0A1G4MJP6_LACFM	tr|C5DT20|C5DT20_ZYGRC
OG0002862	P47018	KMXK_0F05540	tr|A0A1G4MH65|A0A1G4MH65_LACFM	tr|C5DV32|C5DV32_ZYGRC
OG0002863	P38694	KMXK_0C04180	tr|A0A1G4MFY1|A0A1G4MFY1_LACFM	tr|C5E0Z5|C5E0Z5_ZYGRC
OG0002864	P32335	KMXK_0E03240	tr|A0A1G4M7H0|A0A1G4M7H0_LACFM	tr|C5DYB0|C5DYB0_ZYGRC
OG0002865	P38335	KMXK_0E04650	tr|A0A1G4MBL4|A0A1G4MBL4_LACFM	tr|C5DWJ9|C5DWJ9_ZYGRC
OG0002866	P38734	KMXK_0G04200	tr|A0A1G4MAI3|A0A1G4MAI3_LACFM	tr|C5DZV8|C5DZV8_ZYGRC
OG0002867	P35724	KMXK_0D03330	tr|A0A1G4MFC6|A0A1G4MFC6_LACFM	tr|C5DWZ4|C5DWZ4_ZYGRC
OG0002868	P54785	KMXK_0F02400	tr|A0A1G4ML13|A0A1G4ML13_LACFM	tr|C5DQP7|C5DQP7_ZYGRC
OG0002869	P53129	KMXK_0B02850	tr|A0A1G4M9X3|A0A1G4M9X3_LACFM	tr|C5E405|C5E405_ZYGRC
OG0002870	P35728	KMXK_0G02610	tr|A0A1G4MF35|A0A1G4MF35_LACFM	tr|C5E4J3|C5E4J3_ZYGRC
OG0002871	P38172	KMXK_0H01430	tr|A0A1G4M8G8|A0A1G4M8G8_LACFM	tr|C5E426|C5E426_ZYGRC
OG0002872	P48564	KMXK_0A04420	tr|A0A1G4ML54|A0A1G4ML54_LACFM	tr|C5DSQ8|C5DSQ8_ZYGRC
OG0002873	P41940	KMXK_0H00790	tr|A0A1G4MDD7|A0A1G4MDD7_LACFM	tr|C5DRB6|C5DRB6_ZYGRC
OG0002874	P53159	KMXK_0A01900	tr|A0A1G4M9N3|A0A1G4M9N3_LACFM	sp|C5E006|MPS2_ZYGRC
OG0002875	Q03825	KMXK_0B06540	tr|A0A1G4MDE5|A0A1G4MDE5_LACFM	tr|C5DPZ6|C5DPZ6_ZYGRC
OG0002876	Q12411	KMXK_0A06850	tr|A0A1G4MCF7|A0A1G4MCF7_LACFM	tr|C5DR77|C5DR77_ZYGRC
OG0002877	P40050	KMXK_0D04310	tr|A0A1G4M7U1|A0A1G4M7U1_LACFM	tr|C5DTI2|C5DTI2_ZYGRC
OG0002878	P46151	KMXK_0F01940	tr|A0A1G4MJJ3|A0A1G4MJJ3_LACFM	tr|C5DPF1|C5DPF1_ZYGRC
OG0002879	P25846	KMXK_0F03210	tr|A0A1G4MEX7|A0A1G4MEX7_LACFM	tr|C5DZQ7|C5DZQ7_ZYGRC
OG0002880	P43563	KMXK_0H00550	tr|A0A1G4M7E5|A0A1G4M7E5_LACFM	tr|C5DX80|C5DX80_ZYGRC
OG0002881	P33201	KMXK_0C00640	tr|A0A1G4MKL6|A0A1G4MKL6_LACFM	tr|C5DQL1|C5DQL1_ZYGRC
OG0002882	P22148	KMXK_0A04470	tr|A0A1G4ML20|A0A1G4ML20_LACFM	tr|C5DSR4|C5DSR4_ZYGRC
OG0002883	P40029	KMXK_0C06890	tr|A0A1G4MGG5|A0A1G4MGG5_LACFM	tr|C5E4V0|C5E4V0_ZYGRC
OG0002884	P38079, Q12117		tr|A0A1G4MCY1|A0A1G4MCY1_LACFM	tr|C5DPG4|C5DPG4_ZYGRC
OG0002885	Q08471	KMXK_0C02670	tr|A0A1G4MEL5|A0A1G4MEL5_LACFM	tr|C5DNU0|C5DNU0_ZYGRC
OG0002886	Q01926	KMXK_0E01170	tr|A0A1G4MCA5|A0A1G4MCA5_LACFM	tr|C5DV67|C5DV67_ZYGRC
OG0002887	P52918	KMXK_0D02650	tr|A0A1G4MBL9|A0A1G4MBL9_LACFM	tr|C5DPX4|C5DPX4_ZYGRC
OG0002888	P25336	KMXK_0D00370	tr|A0A1G4M8X8|A0A1G4M8X8_LACFM	tr|C5DWT8|C5DWT8_ZYGRC
OG0002889	P53163	KMXK_0A01960	tr|A0A1G4M9T3|A0A1G4M9T3_LACFM	tr|C5E011|C5E011_ZYGRC
OG0002890	P40562	KMXK_0E03800	tr|A0A1G4MHT8|A0A1G4MHT8_LACFM	tr|C5DZF4|C5DZF4_ZYGRC
OG0002891	Q12404	KMXK_0A02250	tr|A0A1G4MCW9|A0A1G4MCW9_LACFM	tr|C5DPS7|C5DPS7_ZYGRC
OG0002892	P53604	KMXK_0D00310	tr|A0A1G4M8W3|A0A1G4M8W3_LACFM	tr|C5DWU1|C5DWU1_ZYGRC
OG0002893	Q02046	KMXK_0A04190	tr|A0A1G4MEI3|A0A1G4MEI3_LACFM	tr|C5DNU5|C5DNU5_ZYGRC
OG0002894	P38069	KMXK_0F04340	tr|A0A1G4M9Y9|A0A1G4M9Y9_LACFM	tr|C5DPP1|C5DPP1_ZYGRC
OG0002895	P23641	KMXK_0C00270	tr|A0A1G4M749|A0A1G4M749_LACFM	tr|C5DQI1|C5DQI1_ZYGRC
OG0002896	P15424	KMXK_0E05720	tr|A0A1G4MK49|A0A1G4MK49_LACFM	tr|C5DT04|C5DT04_ZYGRC
OG0002897	P53123	KMXK_0D05860	tr|A0A1G4M993|A0A1G4M993_LACFM	tr|C5E4M8|C5E4M8_ZYGRC
OG0002898	P32829	KMXK_0A05570	tr|A0A1G4MD52|A0A1G4MD52_LACFM	tr|C5DPT3|C5DPT3_ZYGRC
OG0002899	P47084	KMXK_0B07010	tr|A0A1G4M787|A0A1G4M787_LACFM	tr|C5DRN7|C5DRN7_ZYGRC
OG0002900	Q99189	KMXK_0C06440	tr|A0A1G4MGJ8|A0A1G4MGJ8_LACFM	tr|C5DW51|C5DW51_ZYGRC
OG0002901	P40364	KMXK_0E00880	tr|A0A1G4MF31|A0A1G4MF31_LACFM	tr|C5E1H0|C5E1H0_ZYGRC
OG0002902	P47083	KMXK_0B06980	tr|A0A1G4M6V8|A0A1G4M6V8_LACFM	tr|C5DRP0|C5DRP0_ZYGRC
OG0002903	Q06390	KMXK_0B06210	tr|A0A1G4MEM0|A0A1G4MEM0_LACFM	tr|C5E1V0|C5E1V0_ZYGRC
OG0002904	Q03079	KMXK_0F01790	tr|A0A1G4MIG7|A0A1G4MIG7_LACFM	tr|C5DXW2|C5DXW2_ZYGRC
OG0002905	Q05473	KMXK_0D02640	tr|A0A1G4MC14|A0A1G4MC14_LACFM	tr|C5DPX3|C5DPX3_ZYGRC
OG0002906	O75012	KMXK_0H04000	tr|A0A1G4MD14|A0A1G4MD14_LACFM	tr|C5DR38|C5DR38_ZYGRC
OG0002907	P35719	KMXK_0H04160	tr|A0A1G4M6R6|A0A1G4M6R6_LACFM	tr|C5DQD6|C5DQD6_ZYGRC
OG0002908	Q08925	KMXK_0F02190	tr|A0A1G4M9F4|A0A1G4M9F4_LACFM	tr|C5DZY2|C5DZY2_ZYGRC
OG0002909	P40990	KMXK_0F05710	tr|A0A1G4MDF1|A0A1G4MDF1_LACFM	tr|C5DPY3|C5DPY3_ZYGRC
OG0002910	P10849	KMXK_0H04020	tr|A0A1G4MCL5|A0A1G4MCL5_LACFM	tr|C5DR36|C5DR36_ZYGRC
OG0002911	P39107	KMXK_0H03740	tr|A0A1G4MI40|A0A1G4MI40_LACFM	tr|C5DXX3|C5DXX3_ZYGRC
OG0002912	P53157	KMXK_0F02020	tr|A0A1G4M9E9|A0A1G4M9E9_LACFM	tr|C5DZZ7|C5DZZ7_ZYGRC
OG0002913	P11914	KMXK_0B00990	tr|A0A1G4M745|A0A1G4M745_LACFM	tr|C5DTT1|C5DTT1_ZYGRC
OG0002914	P25270	KMXK_0E00430	tr|A0A1G4MHP1|A0A1G4MHP1_LACFM	tr|C5DY76|C5DY76_ZYGRC
OG0002915	Q03834	KMXK_0C02890	tr|A0A1G4MKB8|A0A1G4MKB8_LACFM	tr|C5DRW1|C5DRW1_ZYGRC
OG0002916	P50108	KMXK_0C05070	tr|A0A1G4MJN3|A0A1G4MJN3_LACFM	tr|C5DPF4|C5DPF4_ZYGRC
OG0002917	P47123	KMXK_0C00340	tr|A0A1G4M740|A0A1G4M740_LACFM	tr|C5DZ86|C5DZ86_ZYGRC
OG0002918	P54199	KMXK_0A06830	tr|A0A1G4MHA8|A0A1G4MHA8_LACFM	tr|C5DR20|C5DR20_ZYGRC
OG0002919	Q06106	KMXK_0E04310	tr|A0A1G4MDB5|A0A1G4MDB5_LACFM	tr|C5DTZ1|C5DTZ1_ZYGRC
OG0002920	P53869	KMXK_0E05930	tr|A0A1G4MJ99|A0A1G4MJ99_LACFM	tr|C5DTQ9|C5DTQ9_ZYGRC
OG0002921	Q03104	KMXK_0B06720	tr|A0A1G4M8R3|A0A1G4M8R3_LACFM	tr|C5DP61|C5DP61_ZYGRC
OG0002922	P46982	KMXK_0H02420	tr|A0A1G4MHD6|A0A1G4MHD6_LACFM	tr|C5DWS3|C5DWS3_ZYGRC
OG0002923	Q06815	KMXK_0G03170	tr|A0A1G4MBQ1|A0A1G4MBQ1_LACFM	tr|C5DUH2|C5DUH2_ZYGRC
OG0002924	Q08229	KMXK_0H04030	tr|A0A1G4MCV6|A0A1G4MCV6_LACFM	tr|C5DR35|C5DR35_ZYGRC
OG0002925	P52920	KMXK_0F02210	tr|A0A1G4M9R3|A0A1G4M9R3_LACFM	tr|C5DZY0|C5DZY0_ZYGRC
OG0002926	Q92317	KMXK_0A05710	tr|A0A1G4MGI0|A0A1G4MGI0_LACFM	tr|C5DW35|C5DW35_ZYGRC
OG0002927	P38205	KMXK_0C01400	tr|A0A1G4MKQ1|A0A1G4MKQ1_LACFM	tr|C5E019|C5E019_ZYGRC
OG0002928	P38292	KMXK_0A00280	tr|A0A1G4MIT5|A0A1G4MIT5_LACFM	tr|C5DQC9|C5DQC9_ZYGRC
OG0002929	P38244	KMXK_0B01950	tr|A0A1G4MCP8|A0A1G4MCP8_LACFM	sp|C5E0G6|PFF1_ZYGRC
OG0002930	Q06287	KMXK_0A07670	tr|A0A1G4MGU2|A0A1G4MGU2_LACFM	tr|C5DZ02|C5DZ02_ZYGRC
OG0002931	Q03503	KMXK_0H03350	tr|A0A1G4MIY4|A0A1G4MIY4_LACFM	tr|C5DUC7|C5DUC7_ZYGRC
OG0002932	P53903	KMXK_0A02740	tr|A0A1G4MID9|A0A1G4MID9_LACFM	tr|C5DZN0|C5DZN0_ZYGRC
OG0002933	P34230	KMXK_0D05600	tr|A0A1G4MD99|A0A1G4MD99_LACFM	tr|C5DS24|C5DS24_ZYGRC
OG0002934	P53335	KMXK_0G02040	tr|A0A1G4MEG1|A0A1G4MEG1_LACFM	tr|C5DVI2|C5DVI2_ZYGRC
OG0002935	Q00578	KMXK_0H03840	tr|A0A1G4MEB7|A0A1G4MEB7_LACFM	tr|C5E0P9|C5E0P9_ZYGRC
OG0002936	P25443	KMXK_0B02830	tr|A0A1G4M9L7|A0A1G4M9L7_LACFM	tr|C5E403|C5E403_ZYGRC
OG0002937	P09547	KMXK_0F01960	tr|A0A1G4MJI0|A0A1G4MJI0_LACFM	tr|C5DPF3|C5DPF3_ZYGRC
OG0002938	P25302	KMXK_0G03850	tr|A0A1G4M8E1|A0A1G4M8E1_LACFM	tr|C5DQX4|C5DQX4_ZYGRC
OG0002939	Q08281	KMXK_0G03940	tr|A0A1G4MIT4|A0A1G4MIT4_LACFM	sp|C5DSV0|RTC1_ZYGRC
OG0002940	Q12108	KMXK_0G04020	tr|A0A1G4MED7|A0A1G4MED7_LACFM	sp|C5DY36|RTC5_ZYGRC
OG0002941	P53292	KMXK_0D03030	tr|A0A1G4MEA5|A0A1G4MEA5_LACFM	tr|C5E0F6|C5E0F6_ZYGRC
OG0002942	P32605	KMXK_0G03190	tr|A0A1G4MC15|A0A1G4MC15_LACFM	tr|C5DUH4|C5DUH4_ZYGRC
OG0002943	Q12100	KMXK_0A06780	tr|A0A1G4MHD5|A0A1G4MHD5_LACFM	tr|C5DR15|C5DR15_ZYGRC
OG0002944	Q12379	KMXK_0F04750	tr|A0A1G4MC44|A0A1G4MC44_LACFM	tr|C5E0V3|C5E0V3_ZYGRC
OG0002945	P47141	KMXK_0B04380	tr|A0A1G4MII4|A0A1G4MII4_LACFM	tr|C5E134|C5E134_ZYGRC
OG0002946	Q04947	KMXK_0C05220	tr|A0A1G4MJK5|A0A1G4MJK5_LACFM	tr|C5DQB0|C5DQB0_ZYGRC
OG0002947	Q05900	KMXK_0A06300	tr|A0A1G4MA48|A0A1G4MA48_LACFM	tr|C5DWH5|C5DWH5_ZYGRC
OG0002948	Q07478	KMXK_0A01420	tr|A0A1G4MAU5|A0A1G4MAU5_LACFM	tr|C5DQ33|C5DQ33_ZYGRC
