"","protein","Gene","orthogroup"
"4018","Q04080","YDR434W","S+EMP"
"4019","Q04081","YDR435C","S+EMP"
"4020","Q04082","YDR437W","S+EMP"
"4021","Q04083","YDR438W","S+EMP"
"4022","Q04087","YDR439W","S+EMP"
"4023","Q04089","YDR440W","S+EMP"
"4024","Q04093","YDR444W","S+EMP"
"4025","Q04110","YDR446W","S+EMP"
"4026","Q04116","YDR451C","S+EMP"
"4027","Q04119","YDR452W","S+EMP"
"4028","Q04120","YDR453C","S+EMP"
"4029","Q04121","YDR456W","S+EMP"
"4030","Q04149","YDR386W","S+EMP"
"4031","Q04162","YDR387C","S+EMP"
"4032","Q04170","YDR391C","S+EMP"
"4033","Q04172","YDR393W","S+EMP"
"4034","Q04174","YOR149C","S+EMP"
"4035","Q04175","YDR395W","S+EMP"
"4036","Q04177","YDR398W","S+EMP"
"4037","Q04178","YDR399W","S+EMP"
"4038","Q04179","YDR400W","S+EMP"
"4039","Q04182","YDR406W","S+EMP"
"4040","Q04183","YDR407C","S+EMP"
"4041","Q04195","YDR409W","S+EMP"
"4042","Q04199","YML102W","S+EMP"
"4043","Q04201","YML101C","S+EMP"
"4044","Q04210","YMR040W","S+EMP"
"4045","Q04212","YMR041C","S+EMP"
"4046","Q04213","YMR044W","S+EMP"
"4047","Q04216","YMR126C","S+EMP"
"4048","Q04217","YMR128W","S+EMP"
"4049","Q04223","YMR130W","S+EMP"
"4050","Q04225","YMR131C","S+EMP"
"4051","Q04226","YML015C","S+EMP"
"4052","Q04228","YML013W","S+EMP"
"4053","Q04231","YML011C","S+EMP"
"4054","Q04233","YML006C","S+EMP"
"4055","Q04235","YML005W","S+EMP"
"4056","Q04264","YMR076C","S+EMP"
"4057","Q04272","YMR077C","S+EMP"
"4058","Q04279","YMR086W","S+EMP"
"4059","Q04299","YMR087W","S+EMP"
"4060","Q04301","YMR088C","S+EMP"
"4061","Q04304","YMR090W","S+EMP"
"4062","Q04305","YMR093W","S+EMP"
"4063","Q04307","YDR045C","S+EMP"
"4064","Q04311","YDR049W","S+EMP"
"4065","Q04322","YMR192W","S+EMP"
"4066","Q04329","YMR195W","S+EMP"
"4067","Q04336","YMR196W","S+EMP"
"4068","Q04338","YMR197C","S+EMP"
"4069","Q04341","YDR031W","S+EMP"
"4070","Q04347","YMR014W","S+EMP"
"4071","Q04359","YMR017W","S+EMP"
"4072","Q04364","YMR018W","S+EMP"
"4073","Q04368","YMR025W","S+EMP"
"4074","Q04370","YMR026C","S+EMP"
"4075","Q04371","YMR027W","S+EMP"
"4076","Q04372","YMR028W","S+EMP"
"4077","Q04373","YDR496C","S+EMP"
"4078","Q04377","YDR499W","S+EMP"
"4079","Q04383","YDR501W","S+EMP"
"4080","Q04396","YDR503C","S+EMP"
"4081","Q04399","YDR506C","S+EMP"
"4082","Q04401","YDR511W","S+EMP"
"4083","Q04406","YDR512C","S+EMP"
"4084","Q04408","YDR514C","S+EMP"
"4085","Q04409","YDR516C","S+EMP"
"4086","Q04410","YDR517W","S+EMP"
"4087","Q04411","YDR520C","S+EMP"
"4088","Q04412","YDR524C","S+EMP"
"4089","Q04418","YDR527W","S+EMP"
"4090","Q04429","YDR528W","S+EMP"
"4091","Q04430","YDR531W","S+EMP"
"4092","Q04431","YDR532C","S+EMP"
"4093","Q04432","YDR533C","S+EMP"
"4094","Q04433","YDR534C","S+EMP"
"4095","Q04437","YMR106C","S+EMP"
"4096","Q04438","YMR107W","S+EMP"
"4097","Q04439","YMR109W","S+EMP"
"4098","Q04458","YMR110C","S+EMP"
"4099","Q04461","YMR111C","S+EMP"
"4100","Q04471","YMR114C","S+EMP"
"4101","Q04472","YMR115W","S+EMP"
"4102","Q04477","YMR117C","S+EMP"
"4103","Q04489","YML096W","S+EMP"
"4104","Q04491","YLR208W","S+EMP"
"4105","Q04493","YML094W","S+EMP"
"4106","Q04500","YML093W","S+EMP"
"4107","Q04511","YML088W","S+EMP"
"4108","Q04516","YML087C","S+EMP"
"4109","Q04533","YML082W","S+EMP"
"4110","Q04545","YML081W","S+EMP"
"4111","Q04549","YDR106W","S+EMP"
"4112","Q04562","YDR107C","S+EMP"
"4113","Q04585","YDR109C","S+EMP"
"4114","Q04598","YDR115W","S+EMP"
"4115","Q04600","YDR117C","S+EMP"
"4116","Q04601","YDR118W","S+EMP"
"4117","Q04602","YDR119W","S+EMP"
"4118","Q04603","YDR121W","S+EMP"
"4119","Q04608","YDR124W","S+EMP"
"4120","Q04623","YDR125C","S+EMP"
"4121","Q04629","YDR126W","S+EMP"
"4122","Q04632","YML071C","S+EMP"
"4123","Q04638","YML068W","S+EMP"
"4124","Q04651","YML067C","S+EMP"
"4125","Q04658","YML066C","S+EMP"
"4126","Q04659","YMR048W","S+EMP"
"4127","Q04660","YMR049C","S+EMP"
"4128","Q04673","YLR005W","S+EMP"
"4129","Q04675","YMR059W","S+EMP"
"4130","Q04693","YML049C","S+EMP"
"4131","Q04697","YML048W","S+EMP"
"4132","Q04705","YML047C","S+EMP"
"4133","Q04712","YML043C","S+EMP"
"4134","Q04728","YMR062C","S+EMP"
"4135","Q04734","YMR063W","S+EMP"
"4136","Q04739","YER027C","S+EMP"
"4137","Q04740","YMR234W","S+EMP"
"4138","Q04748","YMR066W","S+EMP"
"4139","Q04749","YMR068W","S+EMP"
"4140","Q04751","YMR069W","S+EMP"
"4141","Q04767","YMR071C","S+EMP"
"4142","Q04772","YMR073C","S+EMP"
"4143","Q04773","YMR074C","S+EMP"
"4144","Q04779","YMR075W","S+EMP"
"4145","Q04781","YMR247C","S+EMP"
"4146","Q04792","YMR250W","S+EMP"
"4147","Q04806","YMR251W","S+EMP"
"4148","Q04835","YMR253C","S+EMP"
"4149","Q04839","YMR255W","S+EMP"
"4150","Q04847","YMR258C","S+EMP"
"4151","Q04867","YMR310C","S+EMP"
"4152","Q04868","YMR312W","S+EMP"
"4153","Q04869","YMR315W","S+EMP"
"4154","Q04893","YMR317W","S+EMP"
"4155","Q04894","YMR318C","S+EMP"
"4156","Q04895","YIR028W","S+EMP"
"4157","Q04902","YMR322C","S+EMP"
"4158","Q04921","YDR218C","S+EMP"
"4159","Q04922","YDR219C","S+EMP"
"4160","Q04924","YDR221W","S+EMP"
"4161","Q04925","YDR222W","S+EMP"
"4162","Q04930","YDR223W","S+EMP"
"4163","Q04934","YDR229W","S+EMP"
"4164","Q04935","YDR231C","S+EMP"
"4165","Q04947","YDR233C","S+EMP"
"4166","Q04951","YMR305C","S+EMP"
"4167","Q04952","YMR306W","S+EMP"
"4168","Q04958","YML059C","S+EMP"
"4169","Q04964","YML058W","S+EMP"
"4170","Q04969","YML055W","S+EMP"
"4171","Q04978","YML053C","S+EMP"
"4172","Q04991","YMR221C","S+EMP"
"4173","Q05015","YMR222C","S+EMP"
"4174","Q05016","YMR226C","S+EMP"
"4175","Q05021","YMR227C","S+EMP"
"4176","Q05022","YMR229C","S+EMP"
"4177","Q05027","YMR236W","S+EMP"
"4178","Q05029","YMR237W","S+EMP"
"4179","Q05031","YMR238W","S+EMP"
"4180","Q05040","YMR029C","S+EMP"
"4181","Q05043","YMR030W","S+EMP"
"4182","Q05050","YMR031C","S+EMP"
"4183","Q05080","YMR032W","S+EMP"
"4184","Q05123","YMR033W","S+EMP"
"4185","Q05131","YMR034C","S+EMP"
"4186","Q05164","YOL155C","S+EMP"
"4187","Q05166","YDL088C","S+EMP"
"4188","Q05359","YAR002C-A","S+EMP"
"4189","Q05468","YDR333C","S+EMP"
"4190","Q05471","YDR334W","S+EMP"
"4191","Q05473","YDR336W","S+EMP"
"4192","Q05497","YDR338C","S+EMP"
"4193","Q05498","YDR339C","S+EMP"
"4194","Q05506","YDR341C","S+EMP"
"4195","Q05515","YDR346C","S+EMP"
"4196","Q05518","YDR348C","S+EMP"
"4197","Q05521","YDR284C","S+EMP"
"4198","Q05530","YDR286C","S+EMP"
"4199","Q05533","YDR287W","S+EMP"
"4200","Q05541","YDR288W","S+EMP"
"4201","Q05543","YDR289C","S+EMP"
"4202","Q05549","YDR291W","S+EMP"
"4203","Q05567","YDR294C","S+EMP"
"4204","Q05568","YDR265W","S+EMP"
"4205","Q05580","YDR266C","S+EMP"
"4206","Q05583","YDR267C","S+EMP"
"4207","Q05611","YDR275W","S+EMP"
"4208","Q05635","YDR279W","S+EMP"
"4209","Q05636","YDR280W","S+EMP"
"4210","Q05637","YDR281C","S+EMP"
"4211","Q05648","YDR282C","S+EMP"
"4212","Q05670","YMR232W","S+EMP"
"4213","Q05672","YDL189W","S+EMP"
"4214","Q05676","YEL059C-A","S+EMP"
"4215","Q05775","YLR192C","S+EMP"
"4216","Q05778","YLR199C","S+EMP"
"4217","Q05779","YLR201C","S+EMP"
"4218","Q05787","YLR207W","S+EMP"
"4219","Q05788","YLR209C","S+EMP"
"4220","Q05789","YLR211C","S+EMP"
"4221","Q05790","YLR213C","S+EMP"
"4222","Q05791","YLR215C","S+EMP"
"4223","Q05809","YLR218C","S+EMP"
"4224","Q05812","YLR219W","S+EMP"
"4225","Q05827","YMR251W-A","S+EMP"
"4226","Q05854","YLR278C","S+EMP"
"4227","Q05863","YLR281C","S+EMP"
"4228","Q05867","YLR283W","S+EMP"
"4229","Q05871","YLR284C","S+EMP"
"4230","Q05874","YLR285W","S+EMP"
"4231","Q05881","YLR287C","S+EMP"
"4232","Q05899","YLR297W","S+EMP"
"4233","Q05900","YLR298C","S+EMP"
"4234","Q05902","YLR299W","S+EMP"
"4235","Q05905","YLR301W","S+EMP"
"4236","Q05911","YLR359W","S+EMP"
"4237","Q05919","YLR360W","S+EMP"
"4238","Q05924","YLR361C","S+EMP"
"4239","Q05926","YLR364W","S+EMP"
"4240","Q05930","YLR368W","S+EMP"
"4241","Q05931","YLR369W","S+EMP"
"4242","Q05933","YLR370C","S+EMP"
"4243","Q05934","YLR373C","S+EMP"
"4244","Q05937","YLR375W","S+EMP"
"4245","Q05942","YLR221C","S+EMP"
"4246","Q05946","YLR222C","S+EMP"
"4247","Q05947","YLR224W","S+EMP"
"4248","Q05948","YLR225C","S+EMP"
"4249","Q05949","YLR226W","S+EMP"
"4250","Q05955","YLR227C","S+EMP"
"4251","Q05958","YLR228C","S+EMP"
"4252","Q05979","YLR231C","S+EMP"
"4253","Q05998","YLR237W","S+EMP"
"4254","Q06001","YLR238W","S+EMP"
"4255","Q06005","YLR239C","S+EMP"
"4256","Q06010","YLR389C","S+EMP"
"4257","Q06011","YLR390W","S+EMP"
"4258","Q06032","YLR394W","S+EMP"
"4259","Q06053","YLR401C","S+EMP"
"4260","Q06063","YLR405W","S+EMP"
"4261","Q06070","YLR407W","S+EMP"
"4262","Q06078","YLR409C","S+EMP"
"4263","Q06089","YPR098C","S+EMP"
"4264","Q06090","YPR100W","S+EMP"
"4265","Q06096","YPR105C","S+EMP"
"4266","Q06098","YPR106W","S+EMP"
"4267","Q06102","YPR107C","S+EMP"
"4268","Q06103","YPR108W","S+EMP"
"4269","Q06104","YPR109W","S+EMP"
"4270","Q06106","YPR112C","S+EMP"
"4271","Q06107","YPR114W","S+EMP"
"4272","Q06108","YPR115W","S+EMP"
"4273","Q06109","YPR116W","S+EMP"
"4274","Q06116","YPR117W","S+EMP"
"4275","Q06132","YLR336C","S+EMP"
"4276","Q06134","YLR341W","S+EMP"
"4277","Q06135","YLR343W","S+EMP"
"4278","Q06137","YLR345W","S+EMP"
"4279","Q06139","YLR346C","S+EMP"
"4280","Q06142","YLR347C","S+EMP"
"4281","Q06143","YLR348C","S+EMP"
"4282","Q06144","YLR350W","S+EMP"
"4283","Q06146","YLR257W","S+EMP"
"4284","Q06147","YLR260W","S+EMP"
"4285","Q06148","YLR265C","S+EMP"
"4286","Q06149","YLR266C","S+EMP"
"4287","Q06150","YLR267W","S+EMP"
"4288","Q06152","YLR271W","S+EMP"
"4289","Q06156","YLR272C","S+EMP"
"4290","Q06159","YLR312C","S+EMP"
"4291","Q06160","YLR313C","S+EMP"
"4292","Q06162","YLR315W","S+EMP"
"4293","Q06163","YLR318W","S+EMP"
"4294","Q06164","YLR320W","S+EMP"
"4295","Q06168","YLR321C","S+EMP"
"4296","Q06169","YLR324W","S+EMP"
"4297","Q06170","YLR326W","S+EMP"
"4298","Q06177","YLR327C","S+EMP"
"4299","Q06178","YLR328W","S+EMP"
"4300","Q06179","YLR454W","S+EMP"
"4301","Q06188","YLR455W","S+EMP"
"4302","Q06199","YLR456W","S+EMP"
"4303","Q06200","YLR443W","S+EMP"
"4304","Q06201","YLR445W","S+EMP"
"4305","Q06204","YLR446W","S+EMP"
"4306","Q06205","YLR449W","S+EMP"
"4307","Q06208","YLR453C","S+EMP"
"4308","Q06211","YPR164W","S+EMP"
"4309","Q06213","YPR168W","S+EMP"
"4310","Q06214","YPR169W","S+EMP"
"4311","Q06216","YLR273C","S+EMP"
"4312","Q06217","YLR275W","S+EMP"
"4313","Q06218","YLR276C","S+EMP"
"4314","Q06224","YLR277C","S+EMP"
"4315","Q06236","YLR164W","S+EMP"
"4316","Q06244","YLR165C","S+EMP"
"4317","Q06245","YLR166C","S+EMP"
"4318","Q06247","YLR173W","S+EMP"
"4319","Q06251","YLR177W","S+EMP"
"4320","Q06263","YLR181C","S+EMP"
"4321","Q06266","YLR183C","S+EMP"
"4322","Q06287","YLR186W","S+EMP"
"4323","Q06315","YLR187W","S+EMP"
"4324","Q06321","YLR189C","S+EMP"
"4325","Q06324","YLR190W","S+EMP"
"4326","Q06325","YDR349C","S+EMP"
"4327","Q06328","YDR352W","S+EMP"
"4328","Q06333","YDR357C","S+EMP"
"4329","Q06336","YDR358W","S+EMP"
"4330","Q06337","YDR359C","S+EMP"
"4331","Q06338","YDR361C","S+EMP"
"4332","Q06339","YDR362C","S+EMP"
"4333","Q06340","YDR363W","S+EMP"
"4334","Q06346","YDR367W","S+EMP"
"4335","Q06349","YDR370C","S+EMP"
"4336","Q06350","YDR371W","S+EMP"
"4337","Q06385","YDR372C","S+EMP"
"4338","Q06389","YDR373W","S+EMP"
"4339","Q06390","YDR374C","S+EMP"
"4340","Q06405","YDR377W","S+EMP"
"4341","Q06406","YDR378C","S+EMP"
"4342","Q06407","YDR379W","S+EMP"
"4343","Q06408","YDR380W","S+EMP"
"4344","Q06409","YLR422W","S+EMP"
"4345","Q06410","YLR423C","S+EMP"
"4346","Q06411","YLR424W","S+EMP"
"4347","Q06412","YLR425W","S+EMP"
"4348","Q06436","YLR427W","S+EMP"
"4349","Q06440","YLR429W","S+EMP"
"4350","Q06449","YPR154W","S+EMP"
"4351","Q06451","YPR156C","S+EMP"
"4352","Q06466","YPR157W","S+EMP"
"4353","Q06469","YPR158W","S+EMP"
"4354","Q06479","YLR352W","S+EMP"
"4355","Q06485","YLR356W","S+EMP"
"4356","Q06488","YLR357W","S+EMP"
"4357","Q06489","YPR118W","S+EMP"
"4358","Q06490","YPR121W","S+EMP"
"4359","Q06493","YPR125W","S+EMP"
"4360","Q06494","YPR127W","S+EMP"
"4361","Q06497","YPR128C","S+EMP"
"4362","Q06504","YPR131C","S+EMP"
"4363","Q06505","YPR133C","S+EMP"
"4364","Q06506","YPR137W","S+EMP"
"4365","Q06508","YPR139C","S+EMP"
"4366","Q06510","YPR140W","S+EMP"
"4367","Q06511","YPR143W","S+EMP"
"4368","Q06512","YPR144C","S+EMP"
"4369","Q06522","YPR147C","S+EMP"
"4370","Q06523","YPR148C","S+EMP"
"4371","Q06524","YPR151C","S+EMP"
"4372","Q06525","YPR152C","S+EMP"
"4373","Q06537","YPR153W","S+EMP"
"4374","Q06538","YLR241W","S+EMP"
"4375","Q06541","YLR242C","S+EMP"
"4376","Q06543","YLR243W","S+EMP"
"4377","Q06551","YLR246W","S+EMP"
"4378","Q06554","YLR247C","S+EMP"
"4379","Q06563","YLR251W","S+EMP"
"4380","Q06567","YLR253W","S+EMP"
"4381","Q06568","YLR254C","S+EMP"
"4382","Q06580","YPR188C","S+EMP"
"4383","Q06592","YPR193C","S+EMP"
"4384","Q06593","YPR194C","S+EMP"
"4385","Q06595","YPR196W","S+EMP"
"4386","Q06596","YPR199C","S+EMP"
"4387","Q06597","YPR200C","S+EMP"
"4388","Q06598","YPR201W","S+EMP"
"4389","Q06604","YPR171W","S+EMP"
"4390","Q06616","YPR174C","S+EMP"
"4391","Q06623","YPR179C","S+EMP"
"4392","Q06624","YPR180W","S+EMP"
"4393","Q06625","YPR184W","S+EMP"
"4394","Q06628","YPR185W","S+EMP"
"4395","Q06629","YDR295C","S+EMP"
"4396","Q06630","YDR296W","S+EMP"
"4397","Q06631","YDR299W","S+EMP"
"4398","Q06632","YDR301W","S+EMP"
"4399","Q06636","YDR302W","S+EMP"
"4400","Q06639","YDR303C","S+EMP"
"4401","Q06640","YDR306C","S+EMP"
"4402","Q06644","YDR307W","S+EMP"
"4403","Q06648","YDR309C","S+EMP"
"4404","Q06665","YDR314C","S+EMP"
"4405","Q06667","YDR315C","S+EMP"
"4406","Q06668","YDR316W","S+EMP"
"4407","Q06671","YLR431C","S+EMP"
"4408","Q06672","YLR435W","S+EMP"
"4409","Q06673","YLR436C","S+EMP"
"4410","Q06674","YDR317W","S+EMP"
"4411","Q06675","YDR318W","S+EMP"
"4412","Q06677","YDR320C","S+EMP"
"4413","Q06678","YDR322W","S+EMP"
"4414","Q06679","YDR324C","S+EMP"
"4415","Q06680","YDR325W","S+EMP"
"4416","Q06681","YDR326C","S+EMP"
"4417","Q06683","YDR332W","S+EMP"
"4418","Q06685","YLR410W","S+EMP"
"4419","Q06686","YLR411W","S+EMP"
"4420","Q06689","YLR413W","S+EMP"
"4421","Q06696","YLR417W","S+EMP"
"4422","Q06697","YLR418C","S+EMP"
"4423","Q06698","YLR419W","S+EMP"
"4424","Q06702","YLR307W","S+EMP"
"4425","Q06703","YLR308W","S+EMP"
"4426","Q06704","YLR309C","S+EMP"
"4427","Q06706","YLR384C","S+EMP"
"4428","Q06707","YLR385C","S+EMP"
"4429","Q06708","YLR386W","S+EMP"
"4430","Q06709","YLR387C","S+EMP"
"4431","Q06810","YPR075C","S+EMP"
"4432","Q06813","YPR078C","S+EMP"
"4433","Q06815","YPR079W","S+EMP"
"4434","Q06817","YPR081C","S+EMP"
"4435","Q06820","YPR083W","S+EMP"
"4436","Q06821","YPR084W","S+EMP"
"4437","Q06822","YPR085C","S+EMP"
"4438","Q06833","YPR091C","S+EMP"
"4439","Q06834","YPR093C","S+EMP"
"4440","Q06835","YPR094W","S+EMP"
"4441","Q06836","YPR095C","S+EMP"
"4442","Q06839","YPR097W","S+EMP"
"4443","Q06892","YPL188W","S+EMP"
"4444","Q06991","YLR414C","S+EMP"
"4445","Q07084","YLR006C","S+EMP"
"4446","Q07350","YDL043C","S+EMP"
"4447","Q07351","YDL048C","S+EMP"
"4448","Q07362","YDL053C","S+EMP"
"4449","Q07376","YDL054C","S+EMP"
"4450","Q07379","YDL057W","S+EMP"
"4451","Q07381","YDL060W","S+EMP"
"4452","Q07395","YDL063C","S+EMP"
"4453","Q07418","YDL065C","S+EMP"
"4454","Q07442","YDL070W","S+EMP"
"4455","Q07451","YDL072C","S+EMP"
"4456","Q07454","YDL073W","S+EMP"
"4457","Q07457","YDL074C","S+EMP"
"4458","Q07458","YDL076C","S+EMP"
"4459","Q07468","YDL077C","S+EMP"
"4460","Q07471","YDL080C","S+EMP"
"4461","Q07478","YDL084W","S+EMP"
"4462","Q07500","YDL085W","S+EMP"
"4463","Q07505","YDL086W","S+EMP"
"4464","Q07508","YDL087C","S+EMP"
"4465","Q07527","YDL112W","S+EMP"
"4466","Q07528","YDL113C","S+EMP"
"4467","Q07530","YDL114W","S+EMP"
"4468","Q07532","YDL115C","S+EMP"
"4469","Q07533","YDL117W","S+EMP"
"4470","Q07534","YDL119C","S+EMP"
"4471","Q07540","YDL120W","S+EMP"
"4472","Q07541","YDL121C","S+EMP"
"4473","Q07549","YDL123W","S+EMP"
"4474","Q07551","YDL124W","S+EMP"
"4475","Q07555","YDL129W","S+EMP"
"4476","Q07560","YDL142C","S+EMP"
"4477","Q07589","YDL144C","S+EMP"
"4478","Q07622","YDL203C","S+EMP"
"4479","Q07623","YDL213C","S+EMP"
"4480","Q07629","YDL218W","S+EMP"
"4481","Q07648","YDL219W","S+EMP"
"4482","Q07651","YDL222C","S+EMP"
"4483","Q07655","YDL224C","S+EMP"
"4484","Q07657","YDL225W","S+EMP"
"4485","Q07660","YDL231C","S+EMP"
"4486","Q07684","YDL233W","S+EMP"
"4487","Q07688","YDL235C","S+EMP"
"4488","Q07716","YDL237W","S+EMP"
"4489","Q07729","YDL238C","S+EMP"
"4490","Q07732","YDL239C","S+EMP"
"4491","Q07738","YDL241W","S+EMP"
"4492","Q07747","YDL243C","S+EMP"
"4493","Q07748","YDL244W","S+EMP"
"4494","Q07786","YDL246C","S+EMP"
"4495","Q07788","YDL248W","S+EMP"
"4496","Q07798","YLL005C","S+EMP"
"4497","Q07799","YLL007C","S+EMP"
"4498","Q07800","YLL010C","S+EMP"
"4499","Q07804","YLL012W","S+EMP"
"4500","Q07807","YLL013C","S+EMP"
"4501","Q07821","YLL027W","S+EMP"
"4502","Q07824","YLL028W","S+EMP"
"4503","Q07825","YLL029W","S+EMP"
"4504","Q07830","YLL031C","S+EMP"
"4505","Q07834","YLL032C","S+EMP"
"4506","Q07843","YLL033W","S+EMP"
"4507","Q07844","YLL034C","S+EMP"
"4508","Q07845","YLL035W","S+EMP"
"4509","Q07872","YLL038C","S+EMP"
"4510","Q07878","YLL040C","S+EMP"
"4511","Q07879","YLL042C","S+EMP"
"4512","Q07887","YLL049W","S+EMP"
"4513","Q07888","YLL067C","S+EMP"
"4514","Q07895","YLR001C","S+EMP"
"4515","Q07897","YLR003C","S+EMP"
"4516","Q07904","YLR004C","S+EMP"
"4517","Q07913","YLR007W","S+EMP"
"4518","Q07914","YLR008C","S+EMP"
"4519","Q07915","YLR009W","S+EMP"
"4520","Q07921","YLR010C","S+EMP"
"4521","Q07923","YLR011W","S+EMP"
"4522","Q07927","YLR012C","S+EMP"
"4523","Q07928","YLR013W","S+EMP"
"4524","Q07930","YLR016C","S+EMP"
"4525","Q07938","YLR017W","S+EMP"
"4526","Q07949","YLR019W","S+EMP"
"4527","Q07950","YLR020C","S+EMP"
"4528","Q07951","YLR021W","S+EMP"
"4529","Q07953","YLR022C","S+EMP"
"4530","Q07959","YLR023C","S+EMP"
"4531","Q07963","YLR024C","S+EMP"
"4532","Q07978","YLR031W","S+EMP"
"4533","Q07979","YLR033W","S+EMP"
"4534","Q07980","YLR035C","S+EMP"
"4535","Q07986","YLR036C","S+EMP"
"4536","Q07987","YLR037C","S+EMP"
"4537","Q07993","YLR070C","S+EMP"
"4538","Q08001","YLR072W","S+EMP"
"4539","Q08003","YLR073C","S+EMP"
"4540","Q08004","YLR074C","S+EMP"
"4541","Q08023","YLR077W","S+EMP"
"4542","Q08032","YLR103C","S+EMP"
"4543","Q08045","YLR104W","S+EMP"
"4544","Q08054","YOL007C","S+EMP"
"4545","Q08058","YOL008W","S+EMP"
"4546","Q08096","YOL010W","S+EMP"
"4547","Q08108","YOL011W","S+EMP"
"4548","Q08109","YOL013C","S+EMP"
"4549","Q08110","YOL014W","S+EMP"
"4550","Q08118","YOL015W","S+EMP"
"4551","Q08119","YOL017W","S+EMP"
"4552","Q08144","YOL018C","S+EMP"
"4553","Q08157","YOL019W","S+EMP"
"4554","Q08162","YOL021C","S+EMP"
"4555","Q08172","YOL024W","S+EMP"
"4556","Q08176","YOL026C","S+EMP"
"4557","Q08179","YOL027C","S+EMP"
"4558","Q08187","YOL029C","S+EMP"
"4559","Q08193","YOL030W","S+EMP"
"4560","Q08199","YOL031C","S+EMP"
"4561","Q08202","YOL032W","S+EMP"
"4562","Q08204","YOL034W","S+EMP"
"4563","Q08206","YOL036W","S+EMP"
"4564","Q08208","YOL041C","S+EMP"
"4565","Q08213","YOL042W","S+EMP"
"4566","Q08214","YOL043C","S+EMP"
"4567","Q08215","YOL044W","S+EMP"
"4568","Q08217","YOL045W","S+EMP"
"4569","Q08218","YOL047C","S+EMP"
"4570","Q08219","YOL048C","S+EMP"
"4571","Q08220","YOL049W","S+EMP"
"4572","Q08223","YOL053W","S+EMP"
"4573","Q08224","YOL055C","S+EMP"
"4574","Q08225","YOL057W","S+EMP"
"4575","Q08226","YOL063C","S+EMP"
"4576","Q08229","YOL070C","S+EMP"
"4577","Q08231","YOL072W","S+EMP"
"4578","Q08232","YOL073C","S+EMP"
"4579","Q08234","YOL075C","S+EMP"
"4580","Q08235","YOL077C","S+EMP"
"4581","Q08236","YOL078W","S+EMP"
"4582","Q08237","YOL080C","S+EMP"
"4583","Q08268","YOL119C","S+EMP"
"4584","Q08269","YOL130W","S+EMP"
"4585","Q08270","YOL131W","S+EMP"
"4586","Q08271","YOL132W","S+EMP"
"4587","Q08273","YOL133W","S+EMP"
"4588","Q08278","YOL135C","S+EMP"
"4589","Q08280","YOL137W","S+EMP"
"4590","Q08281","YOL138C","S+EMP"
"4591","Q08282","YOL141W","S+EMP"
"4592","Q08285","YOL142W","S+EMP"
"4593","Q08287","YOL144W","S+EMP"
"4594","Q08295","YOL157C","S+EMP"
"4595","Q08299","YOL158C","S+EMP"
"4596","Q08300","YOL159C","S+EMP"
"4597","Q08322","YOL161C","S+EMP"
"4598","Q08347","YOL164W","S+EMP"
"4599","Q08387","YOR005C","S+EMP"
"4600","Q08409","YOR011W","S+EMP"
"4601","Q08412","YOR042W","S+EMP"
"4602","Q08416","YOR044W","S+EMP"
"4603","Q08417","YOR049C","S+EMP"
"4604","Q08421","YOR051C","S+EMP"
"4605","Q08422","YOR052C","S+EMP"
"4606","Q08438","YOR054C","S+EMP"
"4607","Q08446","YOR057W","S+EMP"
"4608","Q08448","YOR059C","S+EMP"
"4609","Q08457","YOR060C","S+EMP"
"4610","Q08465","YOR064C","S+EMP"
"4611","Q08471","YOR066W","S+EMP"
"4612","Q08484","YOR070C","S+EMP"
"4613","Q08485","YOR071C","S+EMP"
"4614","Q08490","YOR073W","S+EMP"
"4615","Q08491","YOR076C","S+EMP"
"4616","Q08496","YOR080W","S+EMP"
"4617","Q08548","YOR175C","S+EMP"
"4618","Q08550","YOR177C","S+EMP"
"4619","Q08553","YOR179C","S+EMP"
"4620","Q08558","YOR180C","S+EMP"
"4621","Q08560","YOR186W","S+EMP"
"4622","Q08561","YOR189W","S+EMP"
"4623","Q08562","YOR191W","S+EMP"
"4624","Q08579","YOR192C","S+EMP"
"4625","Q08580","YOR193W","S+EMP"
"4626","Q08581","YOR195W","S+EMP"
"4627","Q08601","YOR197W","S+EMP"
"4628","Q08622","YOR205C","S+EMP"
"4629","Q08634","YOR238W","S+EMP"
"4630","Q08645","YOR241W","S+EMP"
"4631","Q08646","YOR242C","S+EMP"
"4632","Q08647","YOR243C","S+EMP"
"4633","Q08649","YOR244W","S+EMP"
"4634","Q08650","YOR245C","S+EMP"
"4635","Q08651","YOR246C","S+EMP"
"4636","Q08673","YOR247W","S+EMP"
"4637","Q08683","YOR249C","S+EMP"
"4638","Q08686","YOR251C","S+EMP"
"4639","Q08687","YOR252W","S+EMP"
"4640","Q08689","YOR253W","S+EMP"
"4641","Q08692","YOR255W","S+EMP"
"4642","Q08693","YOR256C","S+EMP"
"4643","Q08702","YOR258W","S+EMP"
"4644","Q08723","YOR261C","S+EMP"
"4645","Q08726","YOR262W","S+EMP"
"4646","Q08729","YOR264W","S+EMP"
"4647","Q08732","YOR267C","S+EMP"
"4648","Q08742","YOR286W","S+EMP"
"4649","Q08743","YOR292C","S+EMP"
"4650","Q08745","YOR293W","S+EMP"
"4651","Q08746","YOR294W","S+EMP"
"4652","Q08747","YOR295W","S+EMP"
"4653","Q08748","YOR296W","S+EMP"
